RecipeName,Textbox9,Textbox10,Textbox11,Textbox12,Textbox15,Textbox19,Textbox20,Textbox29,Textbox23,Textbox24,Textbox30,Textbox27,Textbox28,Textbox49,Textbox51,Textbox53,IngName,IngQty,IngUofM,IngYieldPercent,IngInstructions,Cost,CostPerPortion,Cost1,CostPerPortion1,RecipeSteps,Textbox33,Textbox40,Textbox46,Textbox35,Textbox42,Textbox38,Textbox44
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,3.00,Tablespoon,100.0,,0.1555,0.1555,7.6980,7.6980,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Rice, Sela Basmati",3.00,Quart,100.0,,6.3811,6.3811,7.6980,7.6980,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cinnamon Stick",2.00,Each,100.0,,0.0899,0.0899,7.6980,7.6980,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cumin Seeds",0.25,Cup,100.0,,0.2881,0.2881,7.6980,7.6980,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Juice, Lemon",2.00,Tablespoon,100.0,,0.1663,0.1663,7.6980,7.6980,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Bay Leaf",2.00,Each,100.0,,0.0849,0.0849,7.6980,7.6980,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Sunflower",0.75,Cup,100.0,,0.5322,0.5322,7.6980,7.6980,,0.00,2 D,,0.00,,0.00,
BATCH Beans Green Blanched,20.00,lb,20.00,lb,1.00,25.90,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Green Beans,20.00,lb,100.0,,79.9000,79.9000,80.9481,80.9481,,0.00,,,0.00,,0.00,
BATCH Beans Green Blanched,20.00,lb,20.00,lb,1.00,25.90,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,8.00,OZ-fl,100.0,,0.8292,0.8292,80.9481,80.9481,,0.00,,,0.00,,0.00,
BATCH Beans Green Blanched,20.00,lb,20.00,lb,1.00,25.90,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Sugar,4.00,OZ-fl,100.0,,0.2189,0.2189,80.9481,80.9481,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,YIELD Garlic Sliced,1.00,Cup,100.0,,1.7352,0.1442,37.4085,3.1096,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,"Herb, Curry Leaves",1.00,OZ-fl,100.0,,0.1355,0.0113,37.4085,3.1096,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,YIELD Shallots Sliced,1.00,Quart,100.0,,5.3830,0.4475,37.4085,3.1096,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,"Beef, Rasa Marinated",5.00,lb,100.0,,29.8000,2.4771,37.4085,3.1096,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,"Oil, Sunflower",0.50,Cup,100.0,,0.3548,0.0295,37.4085,3.1096,,0.00,,,0.00,,0.00,
BATCH Beef Marinated,71.40,lb,71.40,lb,1.00,1.00,Bag-3lb,=,,Inactive,=,,Inactive,No,COGS - Meat,Inventory - Meat,"Oil, Sunflower",4.00,Cup,100.0,,2.8386,2.8386,441.1162,441.1162,,0.00,,,0.00,,0.00,
BATCH Beef Marinated,71.40,lb,71.40,lb,1.00,1.00,Bag-3lb,=,,Inactive,=,,Inactive,No,COGS - Meat,Inventory - Meat,"ZZZ Beef, Top Round",66.70,lb,100.0,,423.5450,423.5450,441.1162,441.1162,,0.00,,,0.00,,0.00,
BATCH Beef Marinated,71.40,lb,71.40,lb,1.00,1.00,Bag-3lb,=,,Inactive,=,,Inactive,No,COGS - Meat,Inventory - Meat,NEST Spice Bag Beef,2.00,Portion,100.0,,13.3453,13.3453,441.1162,441.1162,,0.00,,,0.00,,0.00,
BATCH Beef Marinated,71.40,lb,71.40,lb,1.00,1.00,Bag-3lb,=,,Inactive,=,,Inactive,No,COGS - Meat,Inventory - Meat,YIELD Peppers Jalapeno Chopped,2.00,Cup,100.0,,1.3873,1.3873,441.1162,441.1162,,0.00,,,0.00,,0.00,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cinnamon Stick",0.27,lb,100.0,,1.9413,0.0132,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Yogurt,63.00,lb,100.0,,78.8233,0.5342,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cumin Powder",0.22,lb,100.0,,0.8796,0.0060,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Garam Masala",0.56,lb,100.0,,2.1269,0.0144,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Turmeric Powder",0.12,lb,100.0,,0.2638,0.0018,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Coriander Powder",0.59,lb,100.0,,1.2968,0.0088,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Red Chili Powder",0.18,lb,100.0,,0.5936,0.0040,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,1.00,lb,100.0,,1.4547,0.0099,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Herb, Cilantro",3.18,lb,100.0,,13.1936,0.0894,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Mint Leaf Crush",0.04,lb,100.0,,0.2264,0.0015,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Peppers, Jalapeno",4.00,lb,100.0,,8.2615,0.0560,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Tomato, Plum",43.00,lb,100.0,,55.0400,0.3730,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,INDIQUE Ginger Garlic Paste,4.00,lb,100.0,,7.7780,0.0527,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cardamom Green",0.16,lb,100.0,,3.9184,0.0266,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cardamom Black",0.11,lb,100.0,,8.7458,0.0593,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Bay Leaf",0.03,lb,100.0,,0.1528,0.0010,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,NEST Cloves Ground,0.09,lb,100.0,,0.6737,0.0046,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Sunflower",6.00,lb,100.0,,8.9170,0.0604,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,INDIQUE Fried Onion,19.00,lb,100.0,,55.1199,0.3735,249.4071,1.6903,,,0 D 0 H 0 M,,,,,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,Brussels Sprouts,1.00,CS=25lb,100.0,,49.5000,4.9500,53.7356,5.3735,,0.00,,,0.00,,0.00,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,Salt,1.00,Cup,100.0,,0.8292,0.0829,53.7356,5.3735,,0.00,,,0.00,,0.00,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,Sugar,0.50,Cup,100.0,,0.2189,0.0219,53.7356,5.3735,,0.00,,,0.00,,0.00,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,Salt,5.00,Teaspoon,100.0,,0.0864,0.0086,53.7356,5.3735,,0.00,,,0.00,,0.00,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,"Oil, Olive",0.75,Cup,100.0,,3.1011,0.3101,53.7356,5.3735,,0.00,,,0.00,,0.00,
BATCH Cardamom Mint Julep,1.00,Keg-1/6,4.00,OZ-fl,169.07,,Inactive,=,1.00,Keg-1/6,=,,Inactive,No,COGS - Liquor,Inventory - Liquor,"Whiskey, Wild Turkey",5.15,Liter,100.0,,123.5746,0.7309,278.5746,1.6477,,0.00,,,0.00,,0.00,
BATCH Cardamom Mint Julep,1.00,Keg-1/6,4.00,OZ-fl,169.07,,Inactive,=,1.00,Keg-1/6,=,,Inactive,No,COGS - Liquor,Inventory - Liquor,"Mix, Cardamom Mint Julep",1.00,Keg-1/6,100.0,,155.0000,0.9168,278.5746,1.6477,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Carrots Shredded,10.00,Quart,100.0,,8.1937,0.0256,17.0833,0.0533,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,EVERMADE That Fire Hot Sauce,3.00,Tablespoon,100.0,,0.5204,0.0016,17.0833,0.0533,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,BATCH House Vinaigrette,1.50,Quart,100.0,,4.6017,0.0144,17.0833,0.0533,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Garlic Chopped,1.00,Cup,100.0,,3.2776,0.0102,17.0833,0.0533,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Cilantro Chopped,1.00,Cup,100.0,,0.4899,0.0015,17.0833,0.0533,,0.00,,,0.00,,0.00,
BATCH Cauliflower + Potato,2.09,lb,2.09,lb,1.00,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,NEST Turmeric Roasted Potato,0.50,lb,100.0,,1.7056,1.7056,5.4288,5.4288,,,,,,,,
BATCH Cauliflower + Potato,2.09,lb,2.09,lb,1.00,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"NEST Formula, Gobhi",1.00,Cup,100.0,,1.4719,1.4719,5.4288,5.4288,,,,,,,,
BATCH Cauliflower + Potato,2.09,lb,2.09,lb,1.00,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Cauliflower Florets,1.00,lb,100.0,,2.2513,2.2513,5.4288,5.4288,,,,,,,,
BATCH Cauliflower + Potato Cooked,1.70,lb,2.00,OZ-wt,13.60,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Cilantro Chopped,1.00,Teaspoon,100.0,,0.0102,0.0008,5.5310,0.4068,,,,,,,,
BATCH Cauliflower + Potato Cooked,1.70,lb,2.00,OZ-wt,13.60,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,BATCH Cauliflower + Potato,2.09,lb,100.0,,5.4288,0.3992,5.5310,0.4068,,,,,,,,
BATCH Cauliflower + Potato Cooked,1.70,lb,2.00,OZ-wt,13.60,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"NEST Formula, Gobhi",1.00,Tablespoon,100.0,,0.0920,0.0068,5.5310,0.4068,,,,,,,,
BATCH Cherry Blossom Lassi Soft Serve,1.25,Gal,5.00,OZ-fl,32.00,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Compound, Cherry Blossom",160.00,Gram,100.0,,9.0435,0.2826,43.5537,1.3610,,,,,,,,
BATCH Cherry Blossom Lassi Soft Serve,1.25,Gal,5.00,OZ-fl,32.00,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Milk, Oat",131.30,OZ-fl,100.0,,14.6892,0.4590,43.5537,1.3610,,,,,,,,
BATCH Cherry Blossom Lassi Soft Serve,1.25,Gal,5.00,OZ-fl,32.00,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Mix, Soft Serve SSI78",3.31,lb,100.0,,19.8210,0.6194,43.5537,1.3610,,,,,,,,
BATCH Chicken Marination Sauce Old,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Juice, Lemon",1.00,Cup,100.0,,1.3305,0.4306,65.0066,21.0376,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce Old,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,NEST Spice Bag Chicken Old,1.00,Portion,100.0,,14.6868,4.7530,65.0066,21.0376,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce Old,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,NEST Ginger Garlic Paste,2.00,Cup,100.0,,2.1606,0.6992,65.0066,21.0376,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce Old,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Vinegar Distilled White,1.00,Cup,100.0,,0.1994,0.0645,65.0066,21.0376,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce Old,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Yogurt,35.00,lb,100.0,,43.7907,14.1717,65.0066,21.0376,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce Old,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Sunflower",1.00,Quart,100.0,,2.8386,0.9186,65.0066,21.0376,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Tikka Cooked New,872.00,Gram,4.00,OZ-wt,7.69,0.37,lb,=,1.00,Cup,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,BATCH Chicken Tikka Marinated New,"1,206.00",Gram,100.0,,4.3561,0.5665,4.4564,0.5795,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Cooked New,872.00,Gram,4.00,OZ-wt,7.69,0.37,lb,=,1.00,Cup,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,NEST Basting Liquid,0.50,1/4 Cup,100.0,,0.1003,0.0130,4.4564,0.5795,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Cooked Old,10.20,OZ-wt,4.00,OZ-wt,2.55,0.37,lb,=,1.00,Cup,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,NEST Basting Liquid,1.00,1/4 Cup,100.0,,0.2005,0.0786,1.9554,0.7668,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Cooked Old,10.20,OZ-wt,4.00,OZ-wt,2.55,0.37,lb,=,1.00,Cup,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,BATCH Chicken Tikka Marinated Old,15.90,OZ-wt,100.0,,1.7549,0.6882,1.9554,0.7668,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated New,"5,344.00",Gram,"5,344.00",Gram,1.00,1.00,Gram,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"NEST, Chicken Spice Mix New",150.00,Gram,100.0,,0.8519,0.8519,19.2980,19.2980,,,0 D 0 H 0 M,,,,,
BATCH Chicken Tikka Marinated New,"5,344.00",Gram,"5,344.00",Gram,1.00,1.00,Gram,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"NEST, Onion Ginger Garlic Paste",600.00,Gram,100.0,,0.7800,0.7800,19.2980,19.2980,,,0 D 0 H 0 M,,,,,
BATCH Chicken Tikka Marinated New,"5,344.00",Gram,"5,344.00",Gram,1.00,1.00,Gram,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"Oil, Sunflower",80.00,Gram,100.0,,0.2621,0.2621,19.2980,19.2980,,,0 D 0 H 0 M,,,,,
BATCH Chicken Tikka Marinated New,"5,344.00",Gram,"5,344.00",Gram,1.00,1.00,Gram,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"Juice, Lemon",80.00,Gram,100.0,,0.4360,0.4360,19.2980,19.2980,,,0 D 0 H 0 M,,,,,
BATCH Chicken Tikka Marinated New,"5,344.00",Gram,"5,344.00",Gram,1.00,1.00,Gram,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"Chicken, Trimmed","4,502.00",Gram,100.0,,16.9680,16.9680,19.2980,19.2980,,,0 D 0 H 0 M,,,,,
BATCH Chicken Tikka Marinated Old,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"Juice, Lemon",1.00,Cup,100.0,,1.3305,1.3305,147.8113,147.8113,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated Old,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"Chicken, Trimmed",70.00,lb,100.0,,119.7000,119.7000,147.8113,147.8113,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated Old,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,BATCH Chicken Marination Sauce Old,6.00,Quart,100.0,,21.0404,21.0404,147.8113,147.8113,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated Old,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,NEST Ginger Garlic Paste,4.00,Cup,100.0,,4.3211,4.3211,147.8113,147.8113,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated Old,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"Oil, Sunflower",2.00,Cup,100.0,,1.4193,1.4193,147.8113,147.8113,,0.00,2 D,,0.00,,0.00,
BATCH Chickpeas Cooked,7.00,1/6 Deep Pan-2qt,1.00,1/6 Deep Pan-2qt,7.00,46.80,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Lentil, Chickpeas",6.00,Quart,100.0,,7.3377,1.0482,7.9596,1.1370,,0.00,,,0.00,,0.00,
BATCH Chickpeas Cooked,7.00,1/6 Deep Pan-2qt,1.00,1/6 Deep Pan-2qt,7.00,46.80,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,12.00,Tablespoon,100.0,,0.6219,0.0888,7.9596,1.1370,,0.00,,,0.00,,0.00,
BATCH Chocolate Chai Soft Serve,1.00,Gal,5.00,OZ-fl,25.60,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Compound, Chai",80.00,Gram,100.0,,4.1795,0.1633,22.6545,0.8850,,,,,,,,
BATCH Chocolate Chai Soft Serve,1.00,Gal,5.00,OZ-fl,25.60,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Mix, Soft Serve Choco",1.00,Gal,100.0,,18.4750,0.7217,22.6545,0.8850,,,,,,,,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Onion Yellow Sliced,30.00,lb,100.0,,21.6704,0.0564,105.3664,0.2744,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Coconut",1.00,Quart,100.0,,6.8611,0.0179,105.3664,0.2744,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Coconut",1.00,Cup,100.0,,1.7153,0.0045,105.3664,0.2744,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Potatoes,4.58,lb,100.0,,3.5266,0.0092,105.3664,0.2744,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Herb, Curry Leaves",1.00,Quart,100.0,,4.3350,0.0113,105.3664,0.2744,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Milk, Coconut",6.00,Can-98oz-fl,100.0,,56.1299,0.1462,105.3664,0.2744,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,1.00,Cup,100.0,,0.8292,0.0022,105.3664,0.2744,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Peppers Jalapeno Chopped,1.00,Quart,100.0,,2.7745,0.0072,105.3664,0.2744,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Peppers Jalapeno Chopped,1.00,Cup,100.0,,0.6936,0.0018,105.3664,0.2744,,0.00,,,0.00,,0.00,
