RecipeName,Textbox9,Textbox10,Textbox11,Textbox12,Textbox15,Textbox19,Textbox20,Textbox29,Textbox23,Textbox24,Textbox30,Textbox27,Textbox28,Textbox49,Textbox51,Textbox53,IngName,IngQty,IngUofM,IngYieldPercent,IngInstructions,Cost,CostPerPortion,Cost1,CostPerPortion1,RecipeSteps,Textbox33,Textbox40,Textbox46,Textbox35,Textbox42,Textbox38,Textbox44
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,3.00,Tablespoon,100.0,,0.1526,0.1526,7.6674,7.6674,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Rice, Sela Basmati",3.00,Quart,100.0,,6.3811,6.3811,7.6674,7.6674,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cinnamon Stick",2.00,Each,100.0,,0.0899,0.0899,7.6674,7.6674,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cumin Seeds",0.25,Cup,100.0,,0.2881,0.2881,7.6674,7.6674,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Juice, Lemon",2.00,Tablespoon,100.0,,0.1652,0.1652,7.6674,7.6674,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Bay Leaf",2.00,Each,100.0,,0.0849,0.0849,7.6674,7.6674,,0.00,2 D,,0.00,,0.00,
BATCH Basmati Rice,19.00,lb,19.00,lb,1.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Sunflower",0.75,Cup,100.0,,0.5056,0.5056,7.6674,7.6674,,0.00,2 D,,0.00,,0.00,
BATCH Beans Green Blanched,20.00,lb,20.00,lb,1.00,25.90,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Green Beans,20.00,lb,100.0,,79.9000,79.9000,80.9327,80.9327,,0.00,,,0.00,,0.00,
BATCH Beans Green Blanched,20.00,lb,20.00,lb,1.00,25.90,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,8.00,OZ-fl,100.0,,0.8138,0.8138,80.9327,80.9327,,0.00,,,0.00,,0.00,
BATCH Beans Green Blanched,20.00,lb,20.00,lb,1.00,25.90,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Sugar,4.00,OZ-fl,100.0,,0.2189,0.2189,80.9327,80.9327,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,YIELD Garlic Sliced,1.00,Cup,100.0,,1.2473,0.1037,35.6680,2.9648,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,"Herb, Curry Leaves",1.00,OZ-fl,100.0,,0.1363,0.0113,35.6680,2.9648,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,YIELD Shallots Sliced,1.00,Quart,100.0,,4.1473,0.3447,35.6680,2.9648,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,"Beef, Rasa Marinated",5.00,lb,100.0,,29.8000,2.4771,35.6680,2.9648,,0.00,,,0.00,,0.00,
BATCH Beef Cooked,81.80,OZ-wt,6.80,OZ-wt,12.03,6.00,OZ-wt,=,4.00,OZ-fl,=,,Inactive,No,COGS - Meat,Inventory - Meat,"Oil, Sunflower",0.50,Cup,100.0,,0.3371,0.0280,35.6680,2.9648,,0.00,,,0.00,,0.00,
BATCH Beef Marinated,71.40,lb,71.40,lb,1.00,1.00,Bag-3lb,=,,Inactive,=,,Inactive,No,COGS - Meat,Inventory - Meat,"Oil, Sunflower",4.00,Cup,100.0,,2.6966,2.6966,441.4567,441.4567,,0.00,,,0.00,,0.00,
BATCH Beef Marinated,71.40,lb,71.40,lb,1.00,1.00,Bag-3lb,=,,Inactive,=,,Inactive,No,COGS - Meat,Inventory - Meat,"ZZZ Beef, Top Round",66.70,lb,100.0,,423.5450,423.5450,441.4567,441.4567,,0.00,,,0.00,,0.00,
BATCH Beef Marinated,71.40,lb,71.40,lb,1.00,1.00,Bag-3lb,=,,Inactive,=,,Inactive,No,COGS - Meat,Inventory - Meat,NEST Spice Bag Beef,2.00,Portion,100.0,,13.8278,13.8278,441.4567,441.4567,,0.00,,,0.00,,0.00,
BATCH Beef Marinated,71.40,lb,71.40,lb,1.00,1.00,Bag-3lb,=,,Inactive,=,,Inactive,No,COGS - Meat,Inventory - Meat,YIELD Peppers Jalapeno Chopped,2.00,Cup,100.0,,1.3873,1.3873,441.4567,441.4567,,0.00,,,0.00,,0.00,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cinnamon Stick",0.27,lb,100.0,,1.9413,0.0132,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Yogurt,63.00,lb,100.0,,63.0000,0.4269,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cumin Powder",0.22,lb,100.0,,0.8796,0.0060,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Garam Masala",0.56,lb,100.0,,2.1269,0.0144,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Turmeric Powder",0.12,lb,100.0,,0.2638,0.0018,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Coriander Powder",0.59,lb,100.0,,1.2968,0.0088,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Red Chili Powder",0.18,lb,100.0,,0.5936,0.0040,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,1.00,lb,100.0,,1.4278,0.0097,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Herb, Cilantro",3.18,lb,100.0,,10.0080,0.0678,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Mint Leaf Crush",0.04,lb,100.0,,0.2264,0.0015,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Peppers, Jalapeno",4.00,lb,100.0,,8.2615,0.0560,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Tomato, Plum",43.00,lb,100.0,,58.3940,0.3957,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,INDIQUE Ginger Garlic Paste,4.00,lb,100.0,,6.2980,0.0427,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cardamom Green",0.16,lb,100.0,,4.3984,0.0298,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Cardamom Black",0.11,lb,100.0,,8.7458,0.0593,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Bay Leaf",0.03,lb,100.0,,0.1528,0.0010,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,NEST Cloves Ground,0.09,lb,100.0,,0.7864,0.0053,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Sunflower",6.00,lb,100.0,,8.4711,0.0574,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Biriyani Masala,147.56,lb,1.00,lb,147.56,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,INDIQUE Fried Onion,19.00,lb,100.0,,52.0125,0.3525,229.2847,1.5538,,,0 D 0 H 0 M,,,,,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,Brussels Sprouts,1.00,CS=25lb,100.0,,49.5000,4.9500,53.0374,5.3038,,0.00,,,0.00,,0.00,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,Salt,1.00,Cup,100.0,,0.8138,0.0814,53.0374,5.3038,,0.00,,,0.00,,0.00,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,Sugar,0.50,Cup,100.0,,0.2189,0.0219,53.0374,5.3038,,0.00,,,0.00,,0.00,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,Salt,5.00,Teaspoon,100.0,,0.0848,0.0085,53.0374,5.3038,,0.00,,,0.00,,0.00,
BATCH Brussels Marinated,32.50,lb,3.25,lb,10.00,52.00,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Produce,Inventory - Prepped Food,"Oil, Olive",0.75,Cup,100.0,,2.4199,0.2420,53.0374,5.3038,,0.00,,,0.00,,0.00,
BATCH Cardamom Mint Julep,1.00,Keg-1/6,4.00,OZ-fl,169.07,,Inactive,=,1.00,Keg-1/6,=,,Inactive,No,COGS - Liquor,Inventory - Liquor,"Whiskey, Wild Turkey",5.15,Liter,100.0,,123.5746,0.7309,278.5746,1.6477,,0.00,,,0.00,,0.00,
BATCH Cardamom Mint Julep,1.00,Keg-1/6,4.00,OZ-fl,169.07,,Inactive,=,1.00,Keg-1/6,=,,Inactive,No,COGS - Liquor,Inventory - Liquor,"Mix, Cardamom Mint Julep",1.00,Keg-1/6,100.0,,155.0000,0.9168,278.5746,1.6477,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Carrots Shredded,10.00,Quart,100.0,,8.7557,0.0274,16.4619,0.0515,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,EVERMADE That Fire Hot Sauce,3.00,Tablespoon,100.0,,0.5204,0.0016,16.4619,0.0515,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,BATCH House Vinaigrette,1.50,Quart,100.0,,4.4582,0.0139,16.4619,0.0515,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Garlic Chopped,1.00,Cup,100.0,,2.3560,0.0074,16.4619,0.0515,,0.00,,,0.00,,0.00,
BATCH Carrot Slaw,10.00,Quart,1.00,OZ-fl,320.00,4.70,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Cilantro Chopped,1.00,Cup,100.0,,0.3716,0.0012,16.4619,0.0515,,0.00,,,0.00,,0.00,
BATCH Cauliflower + Potato,2.09,lb,2.09,lb,1.00,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,NEST Turmeric Roasted Potato,0.50,lb,100.0,,1.7043,1.7043,6.1559,6.1559,,,,,,,,
BATCH Cauliflower + Potato,2.09,lb,2.09,lb,1.00,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"NEST Formula, Gobhi",1.00,Cup,100.0,,1.7668,1.7668,6.1559,6.1559,,,,,,,,
BATCH Cauliflower + Potato,2.09,lb,2.09,lb,1.00,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Cauliflower Florets,1.00,lb,100.0,,2.6848,2.6848,6.1559,6.1559,,,,,,,,
BATCH Cauliflower + Potato Cooked,1.70,lb,2.00,OZ-wt,13.60,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Cilantro Chopped,1.00,Teaspoon,100.0,,0.0077,0.0006,6.2740,0.4613,,,,,,,,
BATCH Cauliflower + Potato Cooked,1.70,lb,2.00,OZ-wt,13.60,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,BATCH Cauliflower + Potato,2.09,lb,100.0,,6.1559,0.4526,6.2740,0.4613,,,,,,,,
BATCH Cauliflower + Potato Cooked,1.70,lb,2.00,OZ-wt,13.60,1.00,OZ-wt,=,,Inactive,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"NEST Formula, Gobhi",1.00,Tablespoon,100.0,,0.1104,0.0081,6.2740,0.4613,,,,,,,,
BATCH Cherry Blossom Lassi Soft Serve,1.25,Gal,5.00,OZ-fl,32.00,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Compound, Cherry Blossom",160.00,Gram,100.0,,9.0435,0.2826,43.5537,1.3610,,,,,,,,
BATCH Cherry Blossom Lassi Soft Serve,1.25,Gal,5.00,OZ-fl,32.00,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Milk, Oat",131.30,OZ-fl,100.0,,14.6892,0.4590,43.5537,1.3610,,,,,,,,
BATCH Cherry Blossom Lassi Soft Serve,1.25,Gal,5.00,OZ-fl,32.00,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Mix, Soft Serve SSI78",3.31,lb,100.0,,19.8210,0.6194,43.5537,1.3610,,,,,,,,
BATCH Chicken Marination Sauce,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Juice, Lemon",1.00,Cup,100.0,,1.3213,0.4276,55.6158,17.9987,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,NEST Spice Bag Chicken,1.00,Portion,100.0,,14.6491,4.7408,55.6158,17.9987,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,NEST Ginger Garlic Paste,2.00,Cup,100.0,,1.7494,0.5662,55.6158,17.9987,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Vinegar Distilled White,1.00,Cup,100.0,,0.1994,0.0645,55.6158,17.9987,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Yogurt,35.00,lb,100.0,,35.0000,11.3269,55.6158,17.9987,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Marination Sauce,43.10,lb,6.00,Quart,3.09,9.30,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Sunflower",1.00,Quart,100.0,,2.6966,0.8727,55.6158,17.9987,,0.00,6 D,,0.00,,0.00,
BATCH Chicken Tikka Cooked,10.20,OZ-wt,4.00,OZ-wt,2.55,0.37,lb,=,1.00,Cup,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,NEST Basting Liquid,1.00,1/4 Cup,100.0,,0.1917,0.0752,2.2655,0.8885,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Cooked,10.20,OZ-wt,4.00,OZ-wt,2.55,0.37,lb,=,1.00,Cup,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,BATCH Chicken Tikka Marinated,15.90,OZ-wt,100.0,,2.0738,0.8133,2.2655,0.8885,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"Juice, Lemon",1.00,Cup,100.0,,1.3213,1.3213,174.6694,174.6694,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"Chicken, Trimmed",70.00,lb,100.0,,150.5000,150.5000,174.6694,174.6694,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,BATCH Chicken Marination Sauce,6.00,Quart,100.0,,18.0009,18.0009,174.6694,174.6694,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,NEST Ginger Garlic Paste,4.00,Cup,100.0,,3.4989,3.4989,174.6694,174.6694,,0.00,2 D,,0.00,,0.00,
BATCH Chicken Tikka Marinated,83.70,lb,83.70,lb,1.00,1.00,lb,=,,Inactive,=,,Inactive,No,COGS - Poultry,Inventory - Poultry,"Oil, Sunflower",2.00,Cup,100.0,,1.3483,1.3483,174.6694,174.6694,,0.00,2 D,,0.00,,0.00,
BATCH Chickpeas Cooked,7.00,1/6 Deep Pan-2qt,1.00,1/6 Deep Pan-2qt,7.00,46.80,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Lentil, Chickpeas",6.00,Quart,100.0,,6.8235,0.9748,7.4339,1.0620,,0.00,,,0.00,,0.00,
BATCH Chickpeas Cooked,7.00,1/6 Deep Pan-2qt,1.00,1/6 Deep Pan-2qt,7.00,46.80,OZ-wt,=,2.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,12.00,Tablespoon,100.0,,0.6104,0.0872,7.4339,1.0620,,0.00,,,0.00,,0.00,
BATCH Chocolate Chai Soft Serve,1.00,Gal,5.00,OZ-fl,25.60,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Compound, Chai",80.00,Gram,100.0,,4.1795,0.1633,22.0820,0.8626,,,,,,,,
BATCH Chocolate Chai Soft Serve,1.00,Gal,5.00,OZ-fl,25.60,,Inactive,=,1.00,Quart,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Mix, Soft Serve Choco",1.00,Gal,100.0,,17.9025,0.6993,22.0820,0.8626,,,,,,,,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Onion Yellow Sliced,30.00,lb,100.0,,20.2822,0.0528,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Coconut",1.00,Quart,100.0,,6.8611,0.0179,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Coconut",1.00,Cup,100.0,,1.7153,0.0045,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Potatoes,4.58,lb,100.0,,3.5266,0.0092,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Herb, Curry Leaves",1.00,Quart,100.0,,4.3600,0.0114,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Milk, Coconut",6.00,Can-98oz-fl,100.0,,56.1299,0.1462,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,1.00,Cup,100.0,,0.8138,0.0021,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Peppers Jalapeno Chopped,1.00,Quart,100.0,,2.7745,0.0072,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Peppers Jalapeno Chopped,1.00,Cup,100.0,,0.6936,0.0018,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Ginger Chopped,2.50,Quart,100.0,,6.9890,0.0182,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coconut Ginger Sauce,48.00,Quart,4.00,OZ-fl,384.00,8.40,OZ-wt,=,1.00,Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,Salt,0.25,Cup,100.0,,0.2035,0.0005,104.3495,0.2718,,0.00,,,0.00,,0.00,
BATCH Coriander Chili Chutney,23.57,Quart,23.57,Quart,1.00,2.30,OZ-wt,=,1.00,1/4 Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Sunflower",1.00,Quart,100.0,,2.6966,2.6966,76.2742,76.2742,,0.00,,,0.00,,0.00,
BATCH Coriander Chili Chutney,23.57,Quart,23.57,Quart,1.00,2.30,OZ-wt,=,1.00,1/4 Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,YIELD Onion Red Sliced,43.60,lb,100.0,,36.6902,36.6902,76.2742,76.2742,,0.00,,,0.00,,0.00,
BATCH Coriander Chili Chutney,23.57,Quart,23.57,Quart,1.00,2.30,OZ-wt,=,1.00,1/4 Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Oil, Sunflower",8.00,OZ-fl,100.0,,0.6742,0.6742,76.2742,76.2742,,0.00,,,0.00,,0.00,
BATCH Coriander Chili Chutney,23.57,Quart,23.57,Quart,1.00,2.30,OZ-wt,=,1.00,1/4 Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Spice, Coriander Seed",4.00,Quart,100.0,,5.6852,5.6852,76.2742,76.2742,,0.00,,,0.00,,0.00,
BATCH Coriander Chili Chutney,23.57,Quart,23.57,Quart,1.00,2.30,OZ-wt,=,1.00,1/4 Cup,=,,Inactive,No,COGS - Prepped Food,Inventory - Prepped Food,"Herb, Curry Leaves",1.00,Quart,100.0,,4.3600,4.3600,76.2742,76.2742,,0.00,,,0.00,,0.00,
