Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Paneer Tikka Masala,69d79d2325d9449dac6849aa7f892975,44.90,224.50,0.0008,3.8000,19,0.0006,,16,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,727.25,3636.27,0.0127,303.6000,1518,0.0492,21.39,1129,,,2025-04-28,2025-05-25,747.85,3739.25,0.0130,294.8000,1474.0000,0.0442,21.19,1143.0000,0.2415,0.1304,-20.60,-0.0275,-102.98,-0.0275,-0.0003,-0.0219,8.8000,0.0299,44.0000,0.0299,0.0049,0.1116,0.20,0.0093,-14.0000,-0.0122,,,,
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,1208.65,6043.25,0.0211,84.8000,424,0.0137,26.10,354,,,2025-04-28,2025-05-25,1460.17,7300.85,0.0254,116.2000,581.0000,0.0174,24.28,505.0000,0.2158,0.1010,-251.52,-0.1723,-1257.60,-0.1723,-0.0043,-0.1675,-31.4000,-0.2702,-157.0000,-0.2702,-0.0037,-0.2123,1.81,0.0746,-151.0000,-0.2990,,,,
DC Brau Pils - Happy Hour,6eff876287b368b130bd4f615e77a9d7,40.00,40.00,0.0001,11.0000,11,0.0004,,8,,,2025-04-28,2025-05-25,20.00,20.00,0.0001,5.0000,5.0000,0.0001,,5.0000,0.2000,0.0000,20.00,1.0000,20.00,,0.0001,1.0115,6.0000,1.2000,6.0000,,0.0002,1.3733,,,3.0000,,,,,
Open Water Sparkling Water,bd334657d0647a944bf877236ce1ddf7,65.70,328.50,0.0011,26.8000,134,0.0043,19.28,92,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rupee Lager - Happy Hour,e5b7681af668fbee4cf2e8ebbef422ac,30.00,30.00,0.0001,5.0000,5,0.0002,,5,,,2025-04-28,2025-05-25,72.00,72.00,0.0003,12.0000,12.0000,0.0004,,9.0000,0.0000,0.0000,-42.00,-0.5833,-42.00,,-0.0001,-0.5809,-7.0000,-0.5833,-7.0000,,-0.0002,-0.5500,,,-4.0000,,,,,
Blossom Lassi,6c09d93c3dca4c4768fd5830f10d2afb,376.88,1884.41,0.0066,79.4000,397,0.0129,22.08,309,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olipop - Cola,4d0b025abdd9a6e15ab6db940ec09ec9,112.05,560.25,0.0020,31.4000,157,0.0051,26.37,139,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bag,f6b5ab5a96e017f867590689d1e594a0,0.22,0.66,0.0000,22.6667,68,0.0022,,66,,,2025-04-28,2025-05-25,-0.05,-0.15,-0.0000,1.6667,5.0000,0.0001,,5.0000,0.2000,0.0000,0.27,-5.4000,0.81,,0.0000,-5.4253,21.0000,12.6000,63.0000,,0.0021,13.6800,,,61.0000,,,,,
Harvest Chicken Bowl,9fc12ff30ff414536e6f6d0bf1d8c0ef,61.25,183.75,0.0006,5.3333,16,0.0005,,15,,,2025-04-28,2025-05-25,847.77,4238.84,0.0147,68.4000,342.0000,0.0103,22.21,307.0000,0.2280,0.0717,-786.52,-0.9278,-4055.09,-0.9567,-0.0141,-0.9564,-63.0667,-0.9220,-326.0000,-0.9532,-0.0097,-0.9495,,,-292.0000,-0.9511,,,,
Pick 2 Combo Plate,d12f9ec63617f8719dc1657b8e76514e,71.44,357.20,0.0012,4.8000,24,0.0008,,24,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Tandoori Paneer Bowl,5632e59bde719e60562d9ae604b2d427,797.65,797.65,0.0028,53.0000,53,0.0017,,0,,,2025-04-28,2025-05-25,798.16,1596.32,0.0055,53.0000,106.0000,0.0032,,0.0000,0.0000,0.0000,-0.51,-0.0006,-798.67,-0.5003,-0.0028,-0.4974,0.0000,0.0000,-53.0000,-0.5000,-0.0015,-0.4604,,,0.0000,,,,,
Borsao Granache-gl,998ea9ae9225821e59f21b9bc4cbfe56,6.00,18.00,0.0001,1.0000,3,0.0001,,3,,,2025-04-28,2025-05-25,11.03,33.10,0.0001,1.6667,5.0000,0.0001,,4.0000,0.2500,0.0000,-5.03,-0.4562,-15.10,,-0.0001,-0.4531,-0.6667,-0.4000,-2.0000,,-0.0001,-0.3533,,,-1.0000,,,,,
Eurest Premium Bowl,105e6e46e27685dcafd676eb7f082ec9,1459.73,4379.20,0.0153,90.6667,272,0.0088,,0,,,2025-04-28,2025-05-25,587.65,1175.30,0.0041,36.5000,73.0000,0.0022,,0.0000,0.0000,0.0000,872.08,1.4840,3203.90,2.7260,0.0112,2.7475,54.1667,1.4840,199.0000,,0.0066,3.0215,,,0.0000,,,,,
Samosa Trays,c9ee468eff9c16101eb4b29cad6c5048,46.62,93.25,0.0003,1.5000,3,0.0001,,2,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY BYO Cauliflower & Potato Bowl,5ef40fa5b725328d79dc949b816ab4c5,84.00,84.00,0.0003,8.0000,8,0.0003,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Claw Black Cherry - Happy Hour,fe497a6fac9f4e838914884d99b98607,8.00,8.00,0.0000,2.0000,2,0.0001,,1,,,2025-04-28,2025-05-25,12.00,12.00,0.0000,3.0000,3.0000,0.0001,,3.0000,0.0000,0.0000,-4.00,-0.3333,-4.00,,-0.0000,-0.3295,-1.0000,-0.3333,-1.0000,,-0.0000,-0.2778,,,-2.0000,,,,,
Butter Chicken,9c31e042dca639957d77cf56d13f5e1d,2189.61,10948.05,0.0383,156.4000,782,0.0253,27.49,677,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,199.65,998.25,0.0035,42.8000,214,0.0069,24.09,155,,,2025-04-28,2025-05-25,122.39,611.96,0.0021,34.0000,170.0000,0.0051,22.49,131.0000,0.1527,0.0229,77.26,0.6312,386.29,0.6312,0.0014,0.6406,8.8000,0.2588,44.0000,0.2588,0.0018,0.3586,1.60,0.0712,24.0000,0.1832,,,,
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,115.56,577.82,0.0020,24.0000,120,0.0039,15.91,92,,,2025-04-28,2025-05-25,115.72,578.60,0.0020,19.6000,98.0000,0.0029,,74.0000,0.3514,0.1486,-0.16,-0.0013,-0.78,-0.0013,0.0000,0.0044,4.4000,0.2245,22.0000,,0.0009,0.3218,,,18.0000,,,,,
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,345.26,1726.29,0.0060,26.8000,134,0.0043,19.96,107,,,2025-04-28,2025-05-25,290.69,1453.45,0.0051,23.6000,118.0000,0.0035,18.16,103.0000,0.3398,0.1456,54.57,0.1877,272.84,0.1877,0.0010,0.1946,3.2000,0.1356,16.0000,0.1356,0.0008,0.2257,1.79,0.0988,4.0000,0.0388,,,,
Garlic Naan,d82b81ee46917a4a06cdfb7736d70417,1153.51,5767.53,0.0202,362.2000,1811,0.0586,23.42,1399,,,2025-04-28,2025-05-25,850.64,4253.18,0.0148,334.6000,1673.0000,0.0502,22.58,1286.0000,0.2356,0.1291,302.87,0.3561,1514.35,0.3561,0.0054,0.3639,27.6000,0.0825,138.0000,0.0825,0.0085,0.1684,0.84,0.0370,113.0000,0.0879,,,,
Spindrift - Grapefruit,7eb389cafb173c3fe430a2ef7af062b5,118.53,592.66,0.0021,42.0000,210,0.0068,24.05,185,,,2025-04-28,2025-05-25,155.40,777.01,0.0027,55.2000,276.0000,0.0083,22.60,255.0000,0.1882,0.0627,-36.87,-0.2373,-184.35,-0.2373,-0.0006,-0.2329,-13.2000,-0.2391,-66.0000,-0.2391,-0.0015,-0.1787,1.45,0.0642,-70.0000,-0.2745,,,,
Fooda Aramark Eurest Masala Chai Cookies,99f7266c90ada61b8b7d53f6da93de65,31.88,127.50,0.0004,12.7500,51,0.0017,,0,,,2025-04-28,2025-05-25,5.00,10.00,0.0000,2.0000,4.0000,0.0001,,0.0000,0.0000,0.0000,26.88,5.3750,117.50,,0.0004,11.8233,10.7500,5.3750,47.0000,,0.0015,12.7583,,,0.0000,,,,,
DC Brau Pils,2a37fc9d4800d991427805654631c096,20.00,60.00,0.0002,3.3333,10,0.0003,,10,,,2025-04-28,2025-05-25,43.69,218.45,0.0008,7.2000,36.0000,0.0011,,33.0000,0.0909,0.0303,-23.69,-0.5422,-158.45,-0.7253,-0.0005,-0.7238,-3.8667,-0.5370,-26.0000,,-0.0008,-0.7000,,,-23.0000,,,,,
Mont Gravet Rose-gl,164ba12383ac667eb06ece5c9fccfefd,16.50,33.00,0.0001,3.0000,6,0.0002,,5,,,2025-04-28,2025-05-25,23.50,94.00,0.0003,3.5000,14.0000,0.0004,,13.0000,0.3077,0.0000,-7.00,-0.2979,-61.00,,-0.0002,-0.6469,-0.5000,-0.1429,-8.0000,,-0.0002,-0.5381,,,-8.0000,,,,,
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,2160.92,10804.61,0.0378,420.8000,2104,0.0681,26.27,1538,,,2025-04-28,2025-05-25,2395.70,11978.52,0.0416,522.0000,2610.0000,0.0783,31.47,1780.0000,0.2579,0.1624,-234.78,-0.0980,-1173.91,-0.0980,-0.0039,-0.0928,-101.2000,-0.1939,-506.0000,-0.1939,-0.0102,-0.1299,-5.20,-0.1651,-242.0000,-0.1360,,,,
Chocolate Chai Soft Serve,78655f7be72fdfe241f44722d389b9a0,69.90,349.50,0.0012,23.2000,116,0.0038,,67,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homemade Juice,d6f19fa56665e191989db7a893806ea1,675.15,3375.77,0.0118,219.2000,1096,0.0355,22.54,878,,,2025-04-28,2025-05-25,1210.08,6050.42,0.0210,413.2000,2066.0000,0.0620,21.21,1626.0000,0.2091,0.1292,-534.93,-0.4421,-2674.65,-0.4421,-0.0092,-0.4389,-194.0000,-0.4695,-970.0000,-0.4695,-0.0265,-0.4274,1.33,0.0628,-748.0000,-0.4600,,,,
Cureate Tandoori Paneer Bowl,3376356ad89c194dbaf7fc90d8adb7a5,603.23,1206.45,0.0042,52.5000,105,0.0034,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Burrito,0ce9930d26d4eadb01c2e82930e01443,29.16,145.78,0.0005,2.6000,13,0.0004,,12,,,2025-04-28,2025-05-25,1364.54,6822.68,0.0237,121.0000,605.0000,0.0181,21.54,544.0000,0.2188,0.0496,-1335.38,-0.9786,-6676.90,-0.9786,-0.0232,-0.9785,-118.4000,-0.9785,-592.0000,-0.9785,-0.0177,-0.9768,,,-532.0000,-0.9779,,,,
Olipop - Root Beer,c16064aeb99eec0b8f7e38e0536ef4cd,7.50,7.50,0.0000,5.0000,5,0.0002,,2,,,2025-04-28,2025-05-25,135.45,677.23,0.0024,38.0000,190.0000,0.0057,24.55,172.0000,0.1453,0.0349,-127.95,-0.9446,-669.73,-0.9889,-0.0023,-0.9889,-33.0000,-0.8684,-185.0000,-0.9737,-0.0055,-0.9716,,,-170.0000,-0.9884,,,,
Cureate Harvest Vegetables Bowl,fbc775834bc10f32cf904d5c3cf8ed5a,549.50,549.50,0.0019,50.0000,50,0.0016,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saag Chole,e7b06d260a320ee1e70d9b9577458895,9.00,27.00,0.0001,1.0000,3,0.0001,,2,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumbai Mule,67d1bfb9997e4b071ac784559db138e7,10.00,10.00,0.0000,2.0000,2,0.0001,,2,,,2025-04-28,2025-05-25,105.39,421.57,0.0015,12.5000,50.0000,0.0015,,45.0000,0.2222,0.0667,-95.39,-0.9051,-411.57,-0.9763,-0.0014,-0.9761,-10.5000,-0.8400,-48.0000,,-0.0014,-0.9567,,,-43.0000,,,,,
USHOR Mango Lassi,08d5196165a772f3132e80aadba27b4d,30.00,30.00,0.0001,5.0000,5,0.0002,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Claw Black Cherry,38b9ffa29cdac00821757c471bef44e2,14.00,14.00,0.0000,3.0000,3,0.0001,,3,,,2025-04-28,2025-05-25,45.00,45.00,0.0002,10.0000,10.0000,0.0003,,7.0000,0.5714,0.0000,-31.00,-0.6889,-31.00,,-0.0001,-0.6871,-7.0000,-0.7000,-7.0000,,-0.0002,-0.6767,,,-4.0000,,,,,
Cureate Spicy Chili Chicken Bowl,6d620f02582697b83c280be892135ddc,1350.08,2700.15,0.0094,117.5000,235,0.0076,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest Bowl,2c5fee8f12e4c6db066ecb2b6fa01598,1743.25,5229.75,0.0183,122.3333,367,0.0119,,0,,,2025-04-28,2025-05-25,762.38,1524.75,0.0053,53.5000,107.0000,0.0032,,0.0000,0.0000,0.0000,980.88,1.2866,3705.00,2.4299,0.0130,2.4496,68.8333,1.2866,260.0000,2.4299,0.0087,2.7022,,,0.0000,,,,,
Nutrl Lime,a55d75d57ecf4b0fac12d656a25c4d27,10.00,10.00,0.0000,2.0000,2,0.0001,,2,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutrl Black Cherry,f583ecef4a4aa3a20ce7a0508414d5a5,10.00,10.00,0.0000,2.0000,2,0.0001,,2,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USHOR Bowl,25ffdb49a398fa0d4dccb7d664b8f116,4290.00,4290.00,0.0150,286.0000,286,0.0093,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shutdown Bowl - Chicken,d10e49e5f512ada3eb96b325186e33cd,10.00,20.00,0.0001,1.0000,2,0.0001,,2,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Spicy Peanut Noodle Bowl,f32b2b8ca579af2c075862176a0ea7a2,166.86,166.86,0.0006,18.0000,18,0.0006,,0,,,2025-04-28,2025-05-25,797.22,797.22,0.0028,86.0000,86.0000,0.0026,,0.0000,0.0000,0.0000,-630.36,-0.7907,-630.36,-0.7907,-0.0022,-0.7895,-68.0000,-0.7907,-68.0000,,-0.0020,-0.7740,,,0.0000,,,,,
Territory Coconut Curry Beef,0cfc6c1e1d140ee28906140b54a114ec,74.70,74.70,0.0003,9.0000,9,0.0003,,0,,,2025-04-28,2025-05-25,282.20,282.20,0.0010,34.0000,34.0000,0.0010,,0.0000,0.0000,0.0000,-207.50,-0.7353,-207.50,-0.7353,-0.0007,-0.7338,-25.0000,-0.7353,-25.0000,,-0.0007,-0.7147,,,0.0000,,,,,
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,464.52,2322.60,0.0081,170.2000,851,0.0276,23.96,684,,,2025-04-28,2025-05-25,275.52,1377.61,0.0048,139.6000,698.0000,0.0209,22.09,535.0000,0.2636,0.1308,189.00,0.6860,944.99,0.6860,0.0033,0.6957,30.6000,0.2192,153.0000,0.2192,0.0066,0.3160,1.87,0.0846,149.0000,0.2785,,,,
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,3888.60,19443.02,0.0680,291.8000,1459,0.0472,23.27,1228,,,2025-04-28,2025-05-25,3968.44,19842.22,0.0690,315.6000,1578.0000,0.0473,22.34,1306.0000,0.2603,0.1355,-79.84,-0.0201,-399.20,-0.0201,-0.0010,-0.0145,-23.8000,-0.0754,-119.0000,-0.0754,-0.0001,-0.0020,0.93,0.0415,-78.0000,-0.0597,,,,
Cauliflower + Quinoa,9e1e06a082e1a9f97e7cde96e99f413d,992.52,4962.60,0.0173,83.6000,418,0.0135,23.87,373,,,2025-04-28,2025-05-25,682.92,3414.58,0.0119,59.6000,298.0000,0.0089,22.89,273.0000,0.2381,0.1319,309.60,0.4534,1548.02,0.4534,0.0055,0.4617,24.0000,0.4027,120.0000,0.4027,0.0046,0.5140,0.98,0.0428,100.0000,0.3663,,,,
Cucumber Raita,b6aef261062648a464a75abf3a88d636,54.60,273.00,0.0010,19.4000,97,0.0031,,82,,,2025-04-28,2025-05-25,35.99,179.93,0.0006,12.4000,62.0000,0.0019,,54.0000,0.2593,0.0741,18.61,0.5173,93.07,0.5173,0.0003,0.5260,7.0000,0.5645,35.0000,,0.0013,0.6887,,,28.0000,,,,,
Masala Chai Cookies,25a7af37faf799e0226041f2b0b2e282,199.50,997.50,0.0035,93.4000,467,0.0151,45.26,298,,,2025-04-28,2025-05-25,256.91,1284.53,0.0045,163.0000,815.0000,0.0244,65.21,353.0000,0.2408,0.0878,-57.41,-0.2235,-287.03,-0.2235,-0.0010,-0.2190,-69.6000,-0.4270,-348.0000,-0.4270,-0.0093,-0.3815,-19.95,-0.3059,-55.0000,-0.1558,,,,
Samosa Chaat,ed1b49254bb3de73aa66c7b747f245fd,440.06,2200.28,0.0077,81.2000,406,0.0131,21.04,338,,,2025-04-28,2025-05-25,359.47,1797.37,0.0062,68.8000,344.0000,0.0103,20.06,291.0000,0.2268,0.0997,80.58,0.2242,402.91,0.2242,0.0014,0.2312,12.4000,0.1802,62.0000,0.1802,0.0028,0.2740,0.98,0.0488,47.0000,0.1615,,,,
Aramark Lamb Bowl,6e3e799a4f29f2f1d4705368c65c296e,792.00,792.00,0.0028,48.0000,48,0.0016,,0,,,2025-04-28,2025-05-25,783.75,1567.50,0.0054,47.5000,95.0000,0.0029,,0.0000,0.0000,0.0000,8.25,0.0105,-775.50,-0.4947,-0.0027,-0.4918,0.5000,0.0105,-47.0000,,-0.0013,-0.4547,,,0.0000,,,,,
Spiked Lassi,848bdd83bf207aa9ceca2927f4112998,30.00,90.00,0.0003,4.0000,12,0.0004,,7,,,2025-04-28,2025-05-25,112.80,564.00,0.0020,14.8000,74.0000,0.0022,,66.0000,0.1667,0.0455,-82.80,-0.7340,-474.00,-0.8404,-0.0016,-0.8395,-10.8000,-0.7297,-62.0000,,-0.0018,-0.8248,,,-59.0000,,,,,
Eurest Mango Lassi,d87057232036bef6add8e36635d0fa32,92.00,276.00,0.0010,15.3333,46,0.0015,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Chicken Burrito,0f9c19dd694d3299d402c77c69c32f52,95.30,476.50,0.0017,8.0000,40,0.0013,,31,,,2025-04-28,2025-05-25,846.99,4234.97,0.0147,66.4000,332.0000,0.0100,24.93,299.0000,0.2308,0.0635,-751.69,-0.8875,-3758.47,-0.8875,-0.0131,-0.8868,-58.4000,-0.8795,-292.0000,-0.8795,-0.0087,-0.8700,,,-268.0000,-0.8963,,,,
Sixpoint Bengali IPA,fccad93ac8445f7de26a4583bcaf8796,49.00,98.00,0.0003,9.0000,18,0.0006,,16,,,2025-04-28,2025-05-25,48.00,144.00,0.0005,9.6667,29.0000,0.0009,,25.0000,0.1200,0.0400,1.00,0.0208,-46.00,-0.3194,-0.0002,-0.3155,-0.6667,-0.0690,-11.0000,,-0.0003,-0.3299,,,-9.0000,,,,,
Cureate Chicken Bowl,126e8473129e588048f0015e6cb2f377,1428.70,2857.40,0.0100,130.0000,260,0.0084,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Lassi - Happy Hour,8582d04a830359502c418c9cf3545971,45.00,45.00,0.0002,9.0000,9,0.0003,,5,,,2025-04-28,2025-05-25,95.00,95.00,0.0003,19.0000,19.0000,0.0006,,12.0000,0.0833,0.0000,-50.00,-0.5263,-50.00,,-0.0002,-0.5236,-10.0000,-0.5263,-10.0000,,-0.0003,-0.4895,,,-7.0000,,,,,
BYO MARRIOT,d487fb8c91d04496604d78d6feff327c,1792.50,3585.00,0.0125,2.5000,5,0.0002,,1,,,2025-04-28,2025-05-25,4000.00,4000.00,0.0139,4.0000,4.0000,0.0001,,0.0000,0.0000,0.0000,-2207.50,-0.5519,-415.00,-0.1037,-0.0014,-0.0986,-1.5000,-0.3750,1.0000,,0.0000,0.3500,,,1.0000,,,,,
Indaba Sauvignon Blanc-gl,c95747c2f48508d23228980862fbc7ec,14.50,29.00,0.0001,2.0000,4,0.0001,,4,,,2025-04-28,2025-05-25,20.25,81.00,0.0003,3.0000,12.0000,0.0004,,11.0000,0.0909,0.0909,-5.75,-0.2840,-52.00,,-0.0002,-0.6399,-1.0000,-0.3333,-8.0000,,-0.0002,-0.6389,,,-7.0000,,,,,
Aramark Harvest Vegetables Bowl,9688e7194cb1feea9d2b1d125e3ac3c5,27.70,27.70,0.0001,2.0000,2,0.0001,,0,,,2025-04-28,2025-05-25,443.52,443.52,0.0015,32.0000,32.0000,0.0010,,0.0000,0.0000,0.0000,-415.82,-0.9375,-415.82,-0.9375,-0.0014,-0.9372,-30.0000,-0.9375,-30.0000,,-0.0009,-0.9323,,,0.0000,,,,,
Eurest APL Double Protein,f93b5c2041a8beb0952ef3dd9b04455d,36.80,36.80,0.0001,2.0000,2,0.0001,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi for a Group - 1/2 Gallon,bc0ebb5df716085359764e091b9796a5,150.00,150.00,0.0005,3.0000,3,0.0001,,1,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest APL Premium Bowl,5a4b4337af0e6c18a29cbff816f4f90b,284.58,284.58,0.0010,17.0000,17,0.0006,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY BYO Chicken Tikka Bowl,98f78c1284b00cc23dfc5cd33cdba7a8,253.00,253.00,0.0009,22.0000,22,0.0007,,0,,,2025-04-28,2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
