Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,82.50,412.50,0.0022,23.4000,117,0.0056,24.34,96,0.2083,0.0208,2024-12-02,2024-12-29,98.03,490.16,0.0025,27.4000,137.0000,0.0055,24.55,128.0000,0.1719,0.0547,-15.53,-0.1584,-77.66,-0.1584,-0.0002,-0.0904,-4.0000,-0.1460,-20.0000,-0.1460,0.0000,0.0032,-0.21,-0.0087,-32.0000,-0.2500,0.0365,0.2121,-0.0339,-0.6191
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,1197.28,5986.40,0.0326,244.6000,1223,0.0582,23.16,893,0.2352,0.1534,2024-12-02,2024-12-29,1461.17,7305.86,0.0368,338.2000,1691.0000,0.0685,21.33,1243.0000,0.2462,0.1585,-263.89,-0.1806,-1319.46,-0.1806,-0.0042,-0.1144,-93.6000,-0.2768,-468.0000,-0.2768,-0.0103,-0.1504,1.83,0.0857,-350.0000,-0.2816,-0.0110,-0.0448,-0.0051,-0.0320
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,182.27,911.33,0.0050,16.0000,80,0.0038,,64,0.1250,0.0312,2024-12-02,2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucumber Raita,b6aef261062648a464a75abf3a88d636,39.00,195.00,0.0011,13.4000,67,0.0032,,56,0.3214,0.1071,2024-12-02,2024-12-29,24.99,124.93,0.0006,8.8000,44.0000,0.0018,,39.0000,0.2564,0.0000,14.01,0.5609,70.07,0.5609,0.0004,0.6871,4.6000,0.5227,23.0000,,0.0014,0.7890,,,17.0000,,0.0650,0.2536,0.1071,0.0000
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,7.50,30.00,0.0002,2.5000,10,0.0005,,7,0.2857,0.0000,2024-12-02,2024-12-29,60.67,303.36,0.0015,13.6000,68.0000,0.0028,,50.0000,0.2200,0.0800,-53.17,-0.8764,-273.36,-0.9011,-0.0014,-0.8931,-11.1000,-0.8162,-58.0000,,-0.0023,-0.8272,,,-43.0000,,0.0657,0.2987,-0.0800,-1.0000
MVT Holiday Card Packet (Pack of 3),e8e92a5a7ee1a7ec0ce48cb79f5aaa51,84.00,84.00,0.0005,7.0000,7,0.0003,,6,0.5000,0.0000,2024-12-02,2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAIN Water,c9e2ba806dc2619ee6b7181e15ef6628,10.28,20.55,0.0001,3.5000,7,0.0003,,6,0.1667,0.1667,2024-12-02,2024-12-29,108.28,541.38,0.0027,36.8000,184.0000,0.0075,22.35,164.0000,0.1707,0.0366,-98.00,-0.9051,-520.83,-0.9620,-0.0026,-0.9590,-33.3000,-0.9049,-177.0000,-0.9620,-0.0071,-0.9553,,,-158.0000,-0.9634,-0.0041,-0.0238,0.1301,3.5556
Sixpoint Bengali IPA,fccad93ac8445f7de26a4583bcaf8796,18.00,18.00,0.0001,4.0000,4,0.0002,,3,0.3333,0.0000,2024-12-02,2024-12-29,23.33,70.00,0.0004,4.3333,13.0000,0.0005,,12.0000,0.1667,0.0833,-5.33,-0.2286,-52.00,,-0.0003,-0.7221,-0.3333,-0.0769,-9.0000,,-0.0003,-0.6395,,,-9.0000,,0.1667,1.0000,-0.0833,-1.0000
Territory Spicy Peanut Noodle Bowl,f32b2b8ca579af2c075862176a0ea7a2,500.58,500.58,0.0027,54.0000,54,0.0026,,0,0.0000,0.0000,2024-12-02,2024-12-29,444.96,444.96,0.0022,48.0000,48.0000,0.0019,,0.0000,0.0000,0.0000,55.62,0.1250,55.62,0.1250,0.0005,0.2160,6.0000,0.1250,6.0000,,0.0006,0.3220,,,0.0000,,0.0000,0.0000,0.0000,0.0000
HUNGRY Mains,74e7de0f09101a7be561b5d3d3058564,1040.00,1040.00,0.0057,15.0000,15,0.0007,,0,0.0000,0.0000,2024-12-02,2024-12-29,350.00,350.00,0.0018,7.0000,7.0000,0.0003,,0.0000,0.0000,0.0000,690.00,1.9714,690.00,1.9714,0.0039,2.2117,8.0000,1.1429,8.0000,,0.0004,1.5141,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,64.47,322.36,0.0018,13.4000,67,0.0032,,59,0.1864,0.0339,2024-12-02,2024-12-29,88.68,443.42,0.0022,17.8000,89.0000,0.0036,,85.0000,0.2000,0.0588,-24.21,-0.2730,-121.06,-0.2730,-0.0005,-0.2142,-4.4000,-0.2472,-22.0000,,-0.0004,-0.1157,,,-26.0000,,-0.0136,-0.0678,-0.0249,-0.4237
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,1684.66,8423.28,0.0459,135.0000,675,0.0321,22.40,554,0.2401,0.1245,2024-12-02,2024-12-29,2064.91,10324.57,0.0520,173.8000,869.0000,0.0352,21.24,720.0000,0.2514,0.1417,-380.26,-0.1842,-1901.29,-0.1842,-0.0061,-0.1182,-38.8000,-0.2232,-194.0000,-0.2232,-0.0031,-0.0875,1.16,0.0547,-166.0000,-0.2306,-0.0113,-0.0450,-0.0171,-0.1208
Butter Chicken,9c31e042dca639957d77cf56d13f5e1d,1621.74,8108.70,0.0442,118.6000,593,0.0282,27.05,496,0.1552,0.0625,2024-12-02,2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,172.53,862.67,0.0047,35.6000,178,0.0085,22.59,138,0.1377,0.0217,2024-12-02,2024-12-29,179.50,897.51,0.0045,48.4000,242.0000,0.0098,19.10,181.0000,0.2265,0.0718,-6.97,-0.0388,-34.84,-0.0388,0.0002,0.0389,-12.8000,-0.2645,-64.0000,-0.2645,-0.0013,-0.1360,3.49,0.1827,-43.0000,-0.2376,-0.0888,-0.3922,-0.0501,-0.6973
Rupee Lager,c9498895e746193d9ea035f9a81c3e40,48.50,194.00,0.0011,6.7500,27,0.0013,,22,0.3636,0.0455,2024-12-02,2024-12-29,68.00,204.00,0.0010,9.6667,29.0000,0.0012,,25.0000,0.3600,0.1600,-19.50,-0.2868,-10.00,-0.0490,0.0000,0.0279,-2.9167,-0.3017,-2.0000,,0.0001,0.0936,,,-3.0000,,0.0036,0.0101,-0.1145,-0.7159
Sweet Cardamom Yogurt,ce73831089aa1e7767f4bbc5146ccd31,41.21,206.05,0.0011,12.2000,61,0.0029,,44,0.2955,0.1591,2024-12-02,2024-12-29,58.20,291.00,0.0015,20.0000,100.0000,0.0041,,84.0000,0.3571,0.1548,-16.99,-0.2919,-84.95,-0.2919,-0.0003,-0.2347,-7.8000,-0.3900,-39.0000,,-0.0011,-0.2834,,,-40.0000,,-0.0617,-0.1727,0.0043,0.0280
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,1.14,3.43,0.0000,2.3333,7,0.0003,,5,0.2000,0.0000,2024-12-02,2024-12-29,1.38,5.50,0.0000,2.7500,11.0000,0.0004,,8.0000,0.3750,0.1250,-0.23,-0.1685,-2.07,,-0.0000,-0.3259,-0.4167,-0.1515,-4.0000,,-0.0001,-0.2534,,,-3.0000,,-0.1750,-0.4667,-0.1250,-1.0000
Aramark Tandoori Paneer Bowl,5632e59bde719e60562d9ae604b2d427,768.06,768.06,0.0042,51.0000,51,0.0024,,0,0.0000,0.0000,2024-12-02,2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chocolate Chai Soft Serve,78655f7be72fdfe241f44722d389b9a0,36.00,180.00,0.0010,12.0000,60,0.0029,,32,0.1875,0.0625,2024-12-02,2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cauliflower + Quinoa,9e1e06a082e1a9f97e7cde96e99f413d,674.82,3374.10,0.0184,62.2000,311,0.0148,20.42,238,0.2605,0.1597,2024-12-02,2024-12-29,591.82,2959.12,0.0149,55.4000,277.0000,0.0112,23.67,244.0000,0.2418,0.1066,83.00,0.1402,414.98,0.1402,0.0035,0.2324,6.8000,0.1227,34.0000,0.1227,0.0036,0.3190,-3.25,-0.1373,-6.0000,-0.0246,0.0187,0.0773,0.0531,0.4984
LaCroix - Grapefruit,f4c503509996a4d89dcff32e616b5b80,3.56,14.25,0.0001,1.2500,5,0.0002,,5,0.6000,0.2000,2024-12-02,2024-12-29,45.90,229.48,0.0012,16.8000,84.0000,0.0034,,75.0000,0.1467,0.0267,-42.33,-0.9224,-215.23,-0.9379,-0.0011,-0.9329,-15.5500,-0.9256,-79.0000,,-0.0032,-0.9301,,,-70.0000,,0.4533,3.0909,0.1733,6.4999
Aramark Chicken Bowl,9cf0f29fbbe6a8aa70f146f26519c16b,4282.74,4282.74,0.0233,309.0000,309,0.0147,,0,0.0000,0.0000,2024-12-02,2024-12-29,679.14,679.14,0.0034,49.0000,49.0000,0.0020,,0.0000,0.0000,0.0000,3603.60,5.3061,3603.60,5.3061,0.0199,5.8160,260.0000,5.3061,260.0000,,0.0127,6.4076,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Eurest Bowl,2c5fee8f12e4c6db066ecb2b6fa01598,641.25,641.25,0.0035,45.0000,45,0.0021,,0,0.0000,0.0000,2024-12-02,2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,83.98,83.98,0.0005,13.0000,13,0.0006,,0,0.0000,0.0000,2024-12-02,2024-12-29,536.18,536.18,0.0027,83.0000,83.0000,0.0034,,0.0000,0.0000,0.0000,-452.20,-0.8434,-452.20,-0.8434,-0.0022,-0.8307,-70.0000,-0.8434,-70.0000,,-0.0027,-0.8159,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,8187.56,40937.79,0.2230,680.0000,3400,0.1618,18.42,2375,0.3166,0.2341,2024-12-02,2024-12-29,11043.97,55219.83,0.2783,956.2000,4781.0000,0.1937,17.59,3340.0000,0.2904,0.2219,-2856.41,-0.2586,-14282.04,-0.2586,-0.0553,-0.1987,-276.2000,-0.2889,-1381.0000,-0.2889,-0.0319,-0.1646,0.83,0.0471,-965.0000,-0.2889,0.0262,0.0903,0.0122,0.0552
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,32.64,163.20,0.0009,6.4000,32,0.0015,,29,0.3448,0.1724,2024-12-02,2024-12-29,47.68,238.42,0.0012,9.6000,48.0000,0.0019,,33.0000,0.3636,0.2121,-15.04,-0.3155,-75.22,-0.3155,-0.0003,-0.2601,-3.2000,-0.3333,-16.0000,,-0.0004,-0.2166,,,-4.0000,,-0.0188,-0.0517,-0.0397,-0.1872
USHOR Mango Lassi,08d5196165a772f3132e80aadba27b4d,60.00,60.00,0.0003,10.0000,10,0.0005,,0,0.0000,0.0000,2024-12-02,2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offsite Pop-Up Mango Lassi,8c04e63c7ef00004642cfeb2328f26e2,330.00,330.00,0.0018,55.0000,55,0.0026,,0,0.0000,0.0000,2024-12-02,2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Coconut Curry Chickpeas,56c1e2887ea6a5737fd62057b175a642,100.38,100.38,0.0005,14.0000,14,0.0007,,0,0.0000,0.0000,2024-12-02,2024-12-29,100.38,100.38,0.0005,14.0000,14.0000,0.0006,,0.0000,0.0000,0.0000,0.00,0.0000,0.00,0.0000,0.0000,0.0809,0.0000,0.0000,0.0000,,0.0001,0.1746,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,953.92,4769.58,0.0260,73.6000,368,0.0175,26.97,284,0.1901,0.1056,2024-12-02,2024-12-29,22.30,66.90,0.0003,2.3333,7.0000,0.0003,,7.0000,0.5714,0.1429,931.62,41.7765,4702.68,,0.0256,76.0586,71.2667,30.5429,361.0000,,0.0172,60.6585,,,277.0000,,-0.3813,-0.6673,-0.0372,-0.2606
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,457.43,2287.15,0.0125,36.8000,184,0.0088,25.07,152,0.1382,0.0789,2024-12-02,2024-12-29,543.86,2719.32,0.0137,45.2000,226.0000,0.0092,25.11,182.0000,0.1813,0.0769,-86.43,-0.1589,-432.17,-0.1589,-0.0012,-0.0909,-8.4000,-0.1858,-42.0000,-0.1858,-0.0004,-0.0436,-0.04,-0.0015,-30.0000,-0.1648,-0.0432,-0.2380,0.0020,0.0263
Territory Spiced Sweet Potato,8225388c3fe824cb6d91feda36d711cb,310.00,310.00,0.0017,40.0000,40,0.0019,,0,0.0000,0.0000,2024-12-02,2024-12-29,713.00,713.00,0.0036,92.0000,92.0000,0.0037,,0.0000,0.0000,0.0000,-403.00,-0.5652,-403.00,-0.5652,-0.0019,-0.5301,-52.0000,-0.5652,-52.0000,,-0.0018,-0.4894,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,5094.45,25472.23,0.1387,472.0000,2360,0.1123,18.93,1749,0.2624,0.1710,2024-12-02,2024-12-29,4600.72,23003.61,0.1159,448.0000,2240.0000,0.0907,18.20,1778.0000,0.2357,0.1434,493.72,0.1073,2468.62,0.1073,0.0228,0.1968,24.0000,0.0536,120.0000,0.0536,0.0216,0.2377,0.73,0.0399,-29.0000,-0.0163,0.0268,0.1136,0.0275,0.1920
Homemade Juice,d6f19fa56665e191989db7a893806ea1,401.97,2009.83,0.0109,138.0000,690,0.0328,21.66,479,0.2777,0.1670,2024-12-02,2024-12-29,733.16,3665.81,0.0185,252.6000,1263.0000,0.0512,21.32,974.0000,0.2207,0.1253,-331.20,-0.4517,-1655.98,-0.4517,-0.0075,-0.4074,-114.6000,-0.4537,-573.0000,-0.4537,-0.0183,-0.3582,0.34,0.0160,-495.0000,-0.5082,0.0569,0.2579,0.0418,0.3334
Fresh Young Coconut,a2c7e426db993ca42549fef34557ea24,70.20,351.02,0.0019,9.2000,46,0.0022,,28,0.2500,0.1429,2024-12-02,2024-12-29,92.60,463.00,0.0023,13.0000,65.0000,0.0026,,57.0000,0.2105,0.0877,-22.40,-0.2419,-111.98,-0.2419,-0.0004,-0.1806,-3.8000,-0.2923,-19.0000,,-0.0004,-0.1686,,,-29.0000,,0.0395,0.1875,0.0551,0.6286
Saag Paneer,b2e5e331828a4748468e0853ec4d1f52,441.52,2207.62,0.0120,34.6000,173,0.0082,27.06,156,0.2500,0.0962,2024-12-02,2024-12-29,11.65,11.65,0.0001,1.0000,1.0000,0.0000,,1.0000,1.0000,0.0000,429.87,36.8991,2195.97,,0.0120,203.8168,33.6000,33.6000,172.0000,,0.0082,199.7805,,,155.0000,,-0.7500,-0.7500,0.0962,0.0000
DC Brau Pils,2a37fc9d4800d991427805654631c096,20.25,81.00,0.0004,3.5000,14,0.0007,,12,0.2500,0.0833,2024-12-02,2024-12-29,43.52,130.56,0.0007,8.0000,24.0000,0.0010,,21.0000,0.0952,0.0000,-23.27,-0.5347,-49.56,-0.3796,-0.0002,-0.3294,-4.5000,-0.5625,-10.0000,,-0.0003,-0.3148,,,-9.0000,,0.1548,1.6250,0.0833,0.0000
HUNGRY Toppings,a379e37635c5f1713bd49e951e27dce4,71.50,71.50,0.0004,8.0000,8,0.0004,,0,0.0000,0.0000,2024-12-02,2024-12-29,72.00,72.00,0.0004,4.0000,4.0000,0.0002,,0.0000,0.0000,0.0000,-0.50,-0.0069,-0.50,,0.0000,0.0733,4.0000,1.0000,4.0000,,0.0002,1.3519,,,0.0000,,0.0000,0.0000,0.0000,0.0000
