Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,120.58,602.92,0.0021,22.6000,113,0.0036,19.85,80,0.2875,0.1125,2024-09-02,2024-09-29,98.18,490.90,0.0019,16.4000,82.0000,0.0027,,72.0000,0.3750,0.0972,22.40,0.2282,112.02,0.2282,0.0002,0.1277,6.2000,0.3780,31.0000,,0.0009,0.3227,,,8.0000,,-0.0875,-0.2333,0.0153,0.1571
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,279.89,1399.45,0.0049,20.6000,103,0.0032,31.86,98,0.1735,0.0306,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Claw Black Cherry - Happy Hour,fe497a6fac9f4e838914884d99b98607,8.00,8.00,0.0000,2.0000,2,0.0001,,2,0.0000,0.0000,2024-09-02,2024-09-29,44.00,44.00,0.0002,11.0000,11.0000,0.0004,,9.0000,0.1111,0.1111,-36.00,-0.8182,-36.00,,-0.0001,-0.8331,-9.0000,-0.8182,-9.0000,,-0.0003,-0.8260,,,-7.0000,,-0.1111,-1.0000,-0.1111,-1.0000
Aramark Marriott BYO Chicken Bowl,f351249659d93d739d7a2873d0c5cd18,71.10,71.10,0.0002,5.0000,5,0.0002,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Butter Masala,529fd125fd5bc47236ae9c0242d971ee,534.89,2674.45,0.0094,39.8000,199,0.0063,30.29,183,0.1749,0.0546,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samosa Chaat,ed1b49254bb3de73aa66c7b747f245fd,443.86,2219.30,0.0078,83.4000,417,0.0132,19.99,335,0.2448,0.1104,2024-09-02,2024-09-29,364.79,1823.96,0.0069,67.0000,335.0000,0.0110,19.64,295.0000,0.2237,0.1390,79.07,0.2167,395.34,0.2167,0.0008,0.1172,16.4000,0.2448,82.0000,0.2448,0.0021,0.1950,0.35,0.0177,40.0000,0.1356,0.0210,0.0941,-0.0285,-0.2053
Rupee Lager,c9498895e746193d9ea035f9a81c3e40,122.00,488.00,0.0017,18.2500,73,0.0023,,57,0.0877,0.0351,2024-09-02,2024-09-29,62.00,248.00,0.0009,8.2500,33.0000,0.0011,,28.0000,0.1429,0.0000,60.00,0.9677,240.00,0.9677,0.0008,0.8068,10.0000,1.2121,40.0000,,0.0012,1.1235,,,29.0000,,-0.0551,-0.3860,0.0351,0.0000
Mumbai Mule,67d1bfb9997e4b071ac784559db138e7,35.00,35.00,0.0001,6.0000,6,0.0002,,3,0.6667,0.3333,2024-09-02,2024-09-29,84.00,420.00,0.0016,11.4000,57.0000,0.0019,,49.0000,0.2245,0.0408,-49.00,-0.5833,-385.00,-0.9167,-0.0015,-0.9235,-5.4000,-0.4737,-51.0000,,-0.0017,-0.8991,,,-46.0000,,0.4422,1.9697,0.2925,7.1667
White Claw Ruby Grapefruit,05177b7de4ad14b1affb6d7163cd33cf,8.00,8.00,0.0000,2.0000,2,0.0001,,2,0.0000,0.0000,2024-09-02,2024-09-29,5.00,5.00,0.0000,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,3.00,0.6000,3.00,,0.0000,0.4691,1.0000,1.0000,1.0000,,0.0000,0.9091,,,1.0000,,0.0000,0.0000,0.0000,0.0000
Add Value ($),f989fc1d5515ba6c3910d405bc24c3f9,50.00,50.00,0.0002,2.0000,2,0.0001,,1,0.0000,0.0000,2024-09-02,2024-09-29,100.00,100.00,0.0004,5.0000,5.0000,0.0002,,1.0000,0.0000,0.0000,-50.00,-0.5000,-50.00,,-0.0002,-0.5409,-3.0000,-0.6000,-3.0000,,-0.0001,-0.6159,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Butter Chicken,9c31e042dca639957d77cf56d13f5e1d,2185.58,10927.88,0.0382,153.4000,767,0.0242,26.95,677,0.1758,0.0798,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,2492.39,12461.96,0.0436,198.6000,993,0.0313,23.16,819,0.2821,0.1661,2024-09-02,2024-09-29,2228.53,11142.65,0.0424,179.6000,898.0000,0.0295,22.41,784.0000,0.2538,0.1492,263.86,0.1184,1319.31,0.1184,0.0011,0.0269,19.0000,0.1058,95.0000,0.1058,0.0018,0.0615,0.74,0.0331,35.0000,0.0446,0.0282,0.1112,0.0168,0.1127
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,108.61,543.04,0.0019,25.2000,126,0.0040,22.78,111,0.3153,0.0450,2024-09-02,2024-09-29,62.12,310.61,0.0012,34.8000,174.0000,0.0057,15.04,117.0000,0.4188,0.0598,46.49,0.7483,232.43,0.7483,0.0007,0.6053,-9.6000,-0.2759,-48.0000,-0.2759,-0.0017,-0.3049,7.74,0.5143,-6.0000,-0.0513,-0.1035,-0.2471,-0.0148,-0.2471
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,199.03,995.14,0.0035,53.8000,269,0.0085,23.79,241,0.1826,0.0539,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,136.77,683.85,0.0024,29.0000,145,0.0046,25.14,128,0.1562,0.0312,2024-09-02,2024-09-29,170.27,851.35,0.0032,35.0000,175.0000,0.0058,28.11,159.0000,0.1447,0.0440,-33.50,-0.1967,-167.50,-0.1967,-0.0009,-0.2625,-6.0000,-0.1714,-30.0000,-0.1714,-0.0012,-0.2046,-2.97,-0.1056,-31.0000,-0.1950,0.0116,0.0802,-0.0128,-0.2902
Homemade Juice,d6f19fa56665e191989db7a893806ea1,943.29,4716.44,0.0165,326.6000,1633,0.0515,21.52,1254,0.2376,0.1244,2024-09-02,2024-09-29,1090.64,5453.20,0.0208,372.4000,1862.0000,0.0612,21.19,1504.0000,0.2094,0.1223,-147.35,-0.1351,-736.76,-0.1351,-0.0043,-0.2059,-45.8000,-0.1230,-229.0000,-0.1230,-0.0097,-0.1581,0.33,0.0157,-250.0000,-0.1662,0.0282,0.1346,0.0021,0.0169
Aramark Marriott Chicken Tikka Masala,8d5b32e1a1ac90d72c43a4bce72bae6d,952.74,952.74,0.0033,67.0000,67,0.0021,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Claw Ruby Grapefruit - Happy Hour,82dbcbcb60bb7e276aa0c7e35acb790c,8.00,8.00,0.0000,2.0000,2,0.0001,,2,0.0000,0.0000,2024-09-02,2024-09-29,28.00,28.00,0.0001,7.0000,7.0000,0.0002,,6.0000,0.1667,0.1667,-20.00,-0.7143,-20.00,,-0.0001,-0.7377,-5.0000,-0.7143,-5.0000,,-0.0002,-0.7261,,,-4.0000,,-0.1667,-1.0000,-0.1667,-1.0000
Dogfish Head Namaste,0aba1aeecc74c583af04e3cb17d8872f,9.00,18.00,0.0001,1.5000,3,0.0001,,2,0.0000,0.0000,2024-09-02,2024-09-29,31.20,93.60,0.0004,6.3333,19.0000,0.0006,,18.0000,0.1667,0.0000,-22.20,-0.7115,-75.60,,-0.0003,-0.8234,-4.8333,-0.7632,-16.0000,,-0.0005,-0.8480,,,-16.0000,,-0.1667,-1.0000,0.0000,0.0000
HUNGRY Toppings,a379e37635c5f1713bd49e951e27dce4,72.00,72.00,0.0003,4.0000,4,0.0001,,0,0.0000,0.0000,2024-09-02,2024-09-29,72.00,72.00,0.0003,4.0000,4.0000,0.0001,,0.0000,0.0000,0.0000,0.00,0.0000,0.00,,-0.0000,-0.0818,0.0000,0.0000,0.0000,,-0.0000,-0.0382,,,0.0000,,0.0000,0.0000,0.0000,0.0000
RAIN Water,c9e2ba806dc2619ee6b7181e15ef6628,150.33,751.65,0.0026,53.2000,266,0.0084,19.79,212,0.1840,0.0755,2024-09-02,2024-09-29,163.32,816.61,0.0031,54.6000,273.0000,0.0090,21.09,234.0000,0.1496,0.0684,-12.99,-0.0795,-64.96,-0.0795,-0.0005,-0.1549,-1.4000,-0.0256,-7.0000,-0.0256,-0.0006,-0.0647,-1.30,-0.0617,-22.0000,-0.0940,0.0344,0.2299,0.0071,0.1038
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,66.60,333.00,0.0012,15.4000,77,0.0024,,67,0.2985,0.1194,2024-09-02,2024-09-29,93.70,468.48,0.0018,22.2000,111.0000,0.0036,21.99,95.0000,0.2000,0.0842,-27.10,-0.2892,-135.48,-0.2892,-0.0006,-0.3473,-6.8000,-0.3063,-34.0000,-0.3063,-0.0012,-0.3341,,,-28.0000,,0.0985,0.4925,0.0352,0.4179
Taher Mango Lassi,54320db76bbddc99127d3f117b123882,240.00,240.00,0.0008,40.0000,40,0.0013,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingfisher - Happy Hour,3f4f4be5dc8d87fa8b1c17dc36df8ae0,47.40,47.40,0.0002,12.0000,12,0.0004,,8,0.3750,0.2500,2024-09-02,2024-09-29,40.00,40.00,0.0002,10.0000,10.0000,0.0003,,9.0000,0.1111,0.1111,7.40,0.1850,7.40,,0.0000,0.0881,2.0000,0.2000,2.0000,,0.0001,0.1520,,,-1.0000,,0.2639,2.3750,0.1389,1.2500
Territory Spiced Sweet Potato,8225388c3fe824cb6d91feda36d711cb,279.00,279.00,0.0010,36.0000,36,0.0011,,0,0.0000,0.0000,2024-09-02,2024-09-29,1116.00,1116.00,0.0043,144.0000,144.0000,0.0047,,0.0000,0.0000,0.0000,-837.00,-0.7500,-837.00,-0.7500,-0.0033,-0.7705,-108.0000,-0.7500,-108.0000,-0.7500,-0.0036,-0.7600,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Cardamom Mint Julep,a724e602ed65baaaa5eb27b04efef66e,45.00,45.00,0.0002,7.0000,7,0.0002,,2,0.0000,0.0000,2024-09-02,2024-09-29,50.83,254.15,0.0010,6.8000,34.0000,0.0011,,30.0000,0.2667,0.1000,-5.83,-0.1147,-209.15,-0.8229,-0.0008,-0.8374,0.2000,0.0294,-27.0000,,-0.0009,-0.8023,,,-28.0000,,-0.2667,-1.0000,-0.1000,-1.0000
USHOR Mango Lassi,08d5196165a772f3132e80aadba27b4d,282.00,282.00,0.0010,47.0000,47,0.0015,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premium Options Upcharge,d487fb8c91d04496604d78d6feff327c,2.50,5.00,0.0000,2.0000,4,0.0001,,2,0.5000,0.0000,2024-09-02,2024-09-29,10.01,20.02,0.0001,2.5000,5.0000,0.0002,,2.0000,0.0000,0.0000,-7.51,-0.7502,-15.02,,-0.0001,-0.7707,-0.5000,-0.2000,-1.0000,,-0.0000,-0.2317,,,0.0000,,0.5000,0.0000,0.0000,0.0000
Territory Ginger Curry Beef with Lemon Rice,038d29e5df63b8025e2c131c47b2cca1,300.56,300.56,0.0011,34.0000,34,0.0011,,0,0.0000,0.0000,2024-09-02,2024-09-29,371.28,371.28,0.0014,42.0000,42.0000,0.0014,,0.0000,0.0000,0.0000,-70.72,-0.1905,-70.72,-0.1905,-0.0004,-0.2567,-8.0000,-0.1905,-8.0000,,-0.0003,-0.2230,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,4159.24,20796.20,0.0727,324.2000,1621,0.0512,21.37,1332,0.2583,0.1276,2024-09-02,2024-09-29,4119.97,20599.87,0.0785,326.8000,1634.0000,0.0537,21.55,1411.0000,0.2488,0.1254,39.27,0.0095,196.33,0.0095,-0.0057,-0.0731,-2.6000,-0.0080,-13.0000,-0.0080,-0.0026,-0.0477,-0.18,-0.0084,-79.0000,-0.0560,0.0095,0.0382,0.0022,0.0174
Garlic Naan,d82b81ee46917a4a06cdfb7736d70417,951.10,4755.48,0.0166,380.0000,1900,0.0600,22.65,1442,0.2233,0.1283,2024-09-02,2024-09-29,940.53,4702.64,0.0179,366.8000,1834.0000,0.0603,22.54,1483.0000,0.2144,0.1295,10.57,0.0112,52.84,0.0112,-0.0013,-0.0715,13.2000,0.0360,66.0000,0.0360,-0.0003,-0.0055,0.11,0.0049,-41.0000,-0.0276,0.0089,0.0414,-0.0012,-0.0091
Spindrift - Grapefruit,7eb389cafb173c3fe430a2ef7af062b5,131.09,655.43,0.0023,45.6000,228,0.0072,21.76,210,0.1571,0.0286,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,1254.28,6271.40,0.0219,100.2000,501,0.0158,18.23,418,0.3230,0.1531,2024-09-02,2024-09-29,1742.95,8714.75,0.0332,141.0000,705.0000,0.0232,18.45,539.0000,0.3469,0.1633,-488.67,-0.2804,-2443.35,-0.2804,-0.0113,-0.3392,-40.8000,-0.2894,-204.0000,-0.2894,-0.0074,-0.3178,-0.22,-0.0121,-121.0000,-0.2245,-0.0240,-0.0691,-0.0102,-0.0622
DC Brau Pils,2a37fc9d4800d991427805654631c096,30.38,121.50,0.0004,5.2500,21,0.0007,,19,0.0526,0.0000,2024-09-02,2024-09-29,40.12,160.50,0.0006,6.7500,27.0000,0.0009,,24.0000,0.1250,0.0417,-9.75,-0.2430,-39.00,-0.2430,-0.0002,-0.3049,-1.5000,-0.2222,-6.0000,,-0.0002,-0.2534,,,-5.0000,,-0.0724,-0.5789,-0.0417,-1.0000
Offsite Pop-Up Mango Lassi,8c04e63c7ef00004642cfeb2328f26e2,258.00,516.00,0.0018,43.0000,86,0.0027,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fooda Aramark Eurest Masala Chai Cookies,99f7266c90ada61b8b7d53f6da93de65,15.83,47.50,0.0002,6.3333,19,0.0006,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamarind Margarita,207daa5e782d92a1b35d4c847b42eb8c,25.00,25.00,0.0001,3.0000,3,0.0001,,3,0.3333,0.0000,2024-09-02,2024-09-29,170.00,850.00,0.0032,21.6000,108.0000,0.0036,28.94,100.0000,0.1000,0.0100,-145.00,-0.8529,-825.00,-0.9706,-0.0032,-0.9730,-18.6000,-0.8611,-105.0000,-0.9722,-0.0035,-0.9732,,,-97.0000,,0.2333,2.3333,-0.0100,-1.0000
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,78.78,393.88,0.0014,16.6000,83,0.0026,,65,0.2308,0.0308,2024-09-02,2024-09-29,31.85,159.27,0.0006,14.6000,73.0000,0.0024,,48.0000,0.2500,0.0000,46.92,1.4730,234.61,1.4730,0.0008,1.2707,2.0000,0.1370,10.0000,,0.0002,0.0912,,,17.0000,,-0.0192,-0.0769,0.0308,0.0000
Cauliflower + Quinoa,9e1e06a082e1a9f97e7cde96e99f413d,961.66,4808.29,0.0168,83.8000,419,0.0132,20.77,361,0.2327,0.0997,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,676.71,3383.53,0.0118,52.4000,262,0.0083,26.73,234,0.1923,0.0769,2024-09-02,2024-09-29,635.18,3175.91,0.0121,51.6000,258.0000,0.0085,25.64,230.0000,0.2087,0.0696,41.52,0.0654,207.62,0.0654,-0.0003,-0.0218,0.8000,0.0155,4.0000,0.0155,-0.0002,-0.0252,1.09,0.0427,4.0000,0.0174,-0.0164,-0.0785,0.0074,0.1058
That Fire Hot Sauce (Bottle),7ae3bbc205a3328f25e2d5981234643d,36.00,144.00,0.0005,4.2500,17,0.0005,,13,0.3077,0.0769,2024-09-02,2024-09-29,14.40,72.00,0.0003,1.6000,8.0000,0.0003,,7.0000,0.2857,0.0000,21.60,1.5000,72.00,,0.0002,0.8364,2.6500,1.6562,9.0000,,0.0003,1.0380,,,6.0000,,0.0220,0.0769,0.0769,0.0000
HUNGRY Mains,74e7de0f09101a7be561b5d3d3058564,1475.00,1475.00,0.0052,24.0000,24,0.0008,,0,0.0000,0.0000,2024-09-02,2024-09-29,850.00,850.00,0.0032,27.0000,27.0000,0.0009,,0.0000,0.0000,0.0000,625.00,0.7353,625.00,0.7353,0.0019,0.5933,-3.0000,-0.1111,-3.0000,,-0.0001,-0.1475,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Pabst Blue Ribbon - Happy Hour,17be5be0e5f88587265214d81e4a5df1,15.00,15.00,0.0001,5.0000,5,0.0002,,5,0.0000,0.0000,2024-09-02,2024-09-29,33.00,33.00,0.0001,11.0000,11.0000,0.0004,,7.0000,0.0000,0.0000,-18.00,-0.5455,-18.00,,-0.0001,-0.5826,-6.0000,-0.5455,-6.0000,,-0.0002,-0.5635,,,-2.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Tandoori Paneer Bowl,5632e59bde719e60562d9ae604b2d427,888.54,888.54,0.0031,59.0000,59,0.0019,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY Chutneys + Dressings,891121449b5ee0d83dcf43d35180c4fa,36.00,36.00,0.0001,4.0000,4,0.0001,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,122.42,612.12,0.0021,42.0000,210,0.0066,21.65,184,0.2174,0.0435,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingfisher,ac4b1052eb1e709f36c70fd1f6f49be8,82.00,246.01,0.0009,17.6667,53,0.0017,,42,0.1667,0.0476,2024-09-02,2024-09-29,71.33,214.00,0.0008,15.0000,45.0000,0.0015,,35.0000,0.2000,0.0571,10.67,0.1496,32.01,0.1496,0.0000,0.0555,2.6667,0.1778,8.0000,,0.0002,0.1312,,,7.0000,,-0.0333,-0.1667,-0.0095,-0.1667
Spiked Lassi,848bdd83bf207aa9ceca2927f4112998,41.25,165.00,0.0006,5.0000,20,0.0006,,17,0.2941,0.0588,2024-09-02,2024-09-29,72.06,360.29,0.0014,9.4000,47.0000,0.0015,,43.0000,0.1395,0.0233,-30.81,-0.4275,-195.29,-0.5420,-0.0008,-0.5795,-4.4000,-0.4681,-27.0000,,-0.0009,-0.5916,,,-26.0000,,0.1546,1.1078,0.0356,1.5294
LaCroix - Grapefruit,f4c503509996a4d89dcff32e616b5b80,5.70,11.40,0.0000,3.0000,6,0.0002,,4,0.2500,0.0000,2024-09-02,2024-09-29,181.82,909.12,0.0035,64.8000,324.0000,0.0107,21.93,296.0000,0.1419,0.0304,-176.12,-0.9687,-897.72,-0.9875,-0.0034,-0.9885,-61.8000,-0.9537,-318.0000,-0.9815,-0.0105,-0.9823,,,-292.0000,-0.9865,0.1081,0.7619,-0.0304,-1.0000
USHOR Masala Chai Cookies,3009562399cc3f531ead0f051c6cd6f1,16.25,32.50,0.0001,5.5000,11,0.0003,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott BYO Spicy Chicken Bowl,648cab9548da70f671a9b6b94b287628,1669.20,1669.20,0.0058,104.0000,104,0.0033,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sixpoint Bengali IPA - Happy Hour,0d4285f9bced527bd78da4e691cc2819,8.00,8.00,0.0000,2.0000,2,0.0001,,2,0.0000,0.0000,2024-09-02,2024-09-29,66.80,66.80,0.0003,17.0000,17.0000,0.0006,,12.0000,0.0833,0.0000,-58.80,-0.8802,-58.80,,-0.0002,-0.8900,-15.0000,-0.8824,-15.0000,,-0.0005,-0.8873,,,-10.0000,,-0.0833,-1.0000,0.0000,0.0000
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,2032.22,10161.09,0.0355,414.6000,2073,0.0654,22.03,1540,0.2506,0.1584,2024-09-02,2024-09-29,2132.78,10663.90,0.0406,446.2000,2231.0000,0.0733,30.42,1609.0000,0.2536,0.1498,-100.56,-0.0472,-502.81,-0.0472,-0.0051,-0.1251,-31.6000,-0.0708,-158.0000,-0.0708,-0.0079,-0.1080,-8.39,-0.2759,-69.0000,-0.0429,-0.0029,-0.0115,0.0087,0.0578
Kids BYO,66c163b662cda637cb2478e2112386c7,445.58,2227.92,0.0078,121.2000,606,0.0191,19.58,426,0.2958,0.1972,2024-09-02,2024-09-29,742.28,1484.55,0.0057,107.0000,214.0000,0.0070,21.28,162.0000,0.3580,0.2654,-296.69,-0.3997,743.37,0.5007,0.0021,0.3780,14.2000,0.1327,392.0000,1.8318,0.0121,1.7184,-1.70,-0.0800,264.0000,1.6296,-0.0622,-0.1739,-0.0682,-0.2571
HUNGRY BYO Chicken Tikka Bowl,98f78c1284b00cc23dfc5cd33cdba7a8,2520.00,2520.00,0.0088,240.0000,240,0.0076,,0,0.0000,0.0000,2024-09-02,2024-09-29,105.00,105.00,0.0004,10.0000,10.0000,0.0003,,0.0000,0.0000,0.0000,2415.00,23.0000,2415.00,23.0000,0.0084,21.0365,230.0000,23.0000,230.0000,,0.0072,22.0213,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Marriott Tandoori Paneer Bowl,3f8951b8e0b2a47d7de013a64ea174a2,313.60,313.60,0.0011,20.0000,20,0.0006,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
