Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,140.71,703.55,0.0025,33.6000,168,0.0053,10.24,128,0.1875,0.0000,2024-09-02,2024-09-29,150.64,753.20,0.0029,33.2000,166.0000,0.0055,12.38,122.0000,0.2787,0.1475,-9.93,-0.0659,-49.65,-0.0659,-0.0004,-0.1423,0.4000,0.0120,2.0000,0.0120,-0.0002,-0.0284,-2.14,-0.1727,6.0000,0.0492,-0.0912,-0.3272,-0.1475,-1.0000
Spicy Chicken Burrito,0f9c19dd694d3299d402c77c69c32f52,124.01,620.07,0.0022,9.4000,47,0.0015,,44,0.2727,0.0682,2024-09-02,2024-09-29,936.57,4682.86,0.0178,74.8000,374.0000,0.0123,22.63,334.0000,0.2305,0.0868,-812.56,-0.8676,-4062.79,-0.8676,-0.0157,-0.8784,-65.4000,-0.8743,-327.0000,-0.8743,-0.0108,-0.8794,,,-290.0000,-0.8683,0.0422,0.1830,-0.0186,-0.2147
Harvest Chicken Bowl,9fc12ff30ff414536e6f6d0bf1d8c0ef,46.44,185.75,0.0006,5.7500,23,0.0007,,13,0.2308,0.0000,2024-09-02,2024-09-29,1160.61,5803.05,0.0221,92.6000,463.0000,0.0152,23.80,440.0000,0.1841,0.0545,-1114.17,-0.9600,-5617.30,-0.9680,-0.0215,-0.9706,-86.8500,-0.9379,-440.0000,-0.9503,-0.0145,-0.9523,,,-427.0000,-0.9705,0.0467,0.2536,-0.0545,-1.0000
HUNGRY Grains,b67b1b2b7a9bd2b0c3164da711efaaf0,215.00,215.00,0.0008,9.0000,9,0.0003,,0,0.0000,0.0000,2024-09-02,2024-09-29,75.00,75.00,0.0003,5.0000,5.0000,0.0002,,0.0000,0.0000,0.0000,140.00,1.8667,140.00,,0.0005,1.6321,4.0000,0.8000,4.0000,,0.0001,0.7317,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Borsao Granache-gl,998ea9ae9225821e59f21b9bc4cbfe56,13.00,39.00,0.0001,2.0000,6,0.0002,,5,0.0000,0.0000,2024-09-02,2024-09-29,11.00,44.00,0.0002,2.0000,8.0000,0.0003,,7.0000,0.2857,0.1429,2.00,0.1818,-5.00,,-0.0000,-0.1862,0.0000,0.0000,-2.0000,,-0.0001,-0.2814,,,-2.0000,,-0.2857,-1.0000,-0.1429,-1.0000
Indaba Sauvignon Blanc Bottle,04e74836fc8430d46168bb60882738b1,56.00,56.00,0.0002,2.0000,2,0.0001,,2,0.0000,0.0000,2024-09-02,2024-09-29,28.00,28.00,0.0001,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,28.00,1.0000,28.00,,0.0001,0.8364,1.0000,1.0000,1.0000,,0.0000,0.9091,,,1.0000,,0.0000,0.0000,0.0000,0.0000
USHOR Bowl,25ffdb49a398fa0d4dccb7d664b8f116,8882.46,8882.46,0.0311,597.0000,597,0.0188,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Spicy Peanut Noodle Bowl,f32b2b8ca579af2c075862176a0ea7a2,389.34,389.34,0.0014,42.0000,42,0.0013,,0,0.0000,0.0000,2024-09-02,2024-09-29,296.64,296.64,0.0011,32.0000,32.0000,0.0011,,0.0000,0.0000,0.0000,92.70,0.3125,92.70,0.3125,0.0002,0.2051,10.0000,0.3125,10.0000,,0.0003,0.2595,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Spiced Beef and Chickpea Bowl,8970e7f3fd1aa52d192ea89f6ef5bc79,100.92,100.92,0.0004,12.0000,12,0.0004,,0,0.0000,0.0000,2024-09-02,2024-09-29,151.38,151.38,0.0006,18.0000,18.0000,0.0006,,0.0000,0.0000,0.0000,-50.46,-0.3333,-50.46,-0.3333,-0.0002,-0.3879,-6.0000,-0.3333,-6.0000,,-0.0002,-0.3598,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,1504.55,7522.74,0.0263,105.2000,526,0.0166,27.41,453,0.2296,0.1082,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,9719.88,48599.38,0.1700,770.8000,3854,0.1216,18.64,2835,0.3012,0.2258,2024-09-02,2024-09-29,15707.61,78538.05,0.2992,1264.0000,6320.0000,0.2078,18.93,4590.0000,0.2793,0.2168,-5987.73,-0.3812,-29938.67,-0.3812,-0.1292,-0.4318,-493.2000,-0.3902,-2466.0000,-0.3902,-0.0861,-0.4146,-0.29,-0.0151,-1755.0000,-0.3824,0.0219,0.0785,0.0090,0.0414
Mont Gravet Rose-gl,164ba12383ac667eb06ece5c9fccfefd,27.00,81.00,0.0003,4.0000,12,0.0004,,11,0.1818,0.0000,2024-09-02,2024-09-29,18.33,55.00,0.0002,2.6667,8.0000,0.0003,,8.0000,0.2500,0.0000,8.67,0.4727,26.00,,0.0001,0.3522,1.3333,0.5000,4.0000,,0.0001,0.4411,,,3.0000,,-0.0682,-0.2727,0.0000,0.0000
Sixpoint Bengali IPA,fccad93ac8445f7de26a4583bcaf8796,60.00,120.00,0.0004,11.5000,23,0.0007,,20,0.2000,0.1000,2024-09-02,2024-09-29,33.00,66.00,0.0003,6.5000,13.0000,0.0004,,11.0000,0.3636,0.0909,27.00,0.8182,54.00,,0.0002,0.6694,5.0000,0.7692,10.0000,,0.0003,0.7002,,,9.0000,,-0.1636,-0.4500,0.0091,0.1000
Roti,c939c164798efd50698e30c2a594b2d4,3.00,15.00,0.0001,2.2000,11,0.0003,,9,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai Cookies,25a7af37faf799e0226041f2b0b2e282,196.23,981.17,0.0034,96.2000,481,0.0152,52.16,302,0.2682,0.0762,2024-09-02,2024-09-29,201.29,1006.47,0.0038,81.0000,405.0000,0.0133,75.71,303.0000,0.2607,0.1221,-5.06,-0.0251,-25.30,-0.0251,-0.0004,-0.1049,15.2000,0.1877,76.0000,0.1877,0.0019,0.1401,-23.55,-0.3111,-1.0000,-0.0033,0.0075,0.0287,-0.0460,-0.3763
Olipop - Root Beer,c16064aeb99eec0b8f7e38e0536ef4cd,100.06,500.29,0.0017,27.8000,139,0.0044,22.22,127,0.2205,0.0630,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,208.31,1041.55,0.0036,54.0000,270,0.0085,9.91,175,0.1829,0.0514,2024-09-02,2024-09-29,233.42,1167.08,0.0044,51.0000,255.0000,0.0084,13.13,201.0000,0.2139,0.0796,-25.11,-0.1076,-125.53,-0.1076,-0.0008,-0.1806,3.0000,0.0588,15.0000,0.0588,0.0001,0.0165,-3.21,-0.2449,-26.0000,-0.1294,-0.0311,-0.1452,-0.0282,-0.3539
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,59.93,299.63,0.0010,12.6000,63,0.0020,,46,0.2609,0.1522,2024-09-02,2024-09-29,35.55,177.74,0.0007,7.0000,35.0000,0.0012,,31.0000,0.3226,0.0968,24.38,0.6858,121.89,0.6858,0.0004,0.5479,5.6000,0.8000,28.0000,,0.0008,0.7272,,,15.0000,,-0.0617,-0.1913,0.0554,0.5725
Taher Chicken Bowl,2f88cf17e5e23df09fcde28bda56702d,4680.00,4680.00,0.0164,312.0000,312,0.0098,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indaba Sauvignon Blanc-gl,c95747c2f48508d23228980862fbc7ec,20.25,81.00,0.0003,3.0000,12,0.0004,,12,0.1667,0.0000,2024-09-02,2024-09-29,6.50,13.00,0.0000,1.0000,2.0000,0.0001,,2.0000,0.0000,0.0000,13.75,2.1154,68.00,,0.0002,4.7210,2.0000,2.0000,10.0000,,0.0003,4.7424,,,10.0000,,0.1667,0.0000,0.0000,0.0000
Taher Paneer Bowl,7080dbf6fe257bb4fa9ae62bd2cec4f0,810.00,810.00,0.0028,54.0000,54,0.0017,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest Premium Bowl,105e6e46e27685dcafd676eb7f082ec9,1534.87,4604.60,0.0161,95.3333,286,0.0090,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala G+T,1ef2a21edc2e6ff7832885bab39011e9,46.67,140.00,0.0005,6.3333,19,0.0006,,18,0.1667,0.0556,2024-09-02,2024-09-29,76.00,380.00,0.0014,10.2000,51.0000,0.0017,,46.0000,0.1957,0.0435,-29.33,-0.3860,-240.00,-0.6316,-0.0010,-0.6617,-3.8667,-0.3791,-32.0000,,-0.0011,-0.6422,,,-28.0000,,-0.0290,-0.1481,0.0121,0.2778
DC Brau Pils - Happy Hour,6eff876287b368b130bd4f615e77a9d7,24.00,24.00,0.0001,6.0000,6,0.0002,,6,0.0000,0.0000,2024-09-02,2024-09-29,40.00,40.00,0.0002,10.0000,10.0000,0.0003,,9.0000,0.3333,0.0000,-16.00,-0.4000,-16.00,,-0.0001,-0.4491,-4.0000,-0.4000,-4.0000,,-0.0001,-0.4255,,,-3.0000,,-0.3333,-1.0000,0.0000,0.0000
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,2026.07,10130.35,0.0354,161.8000,809,0.0255,22.53,690,0.2029,0.1058,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,90.54,452.70,0.0016,23.2000,116,0.0037,21.24,86,0.2326,0.0814,2024-09-02,2024-09-29,119.58,597.89,0.0023,24.4000,122.0000,0.0040,25.11,105.0000,0.2000,0.0667,-29.04,-0.2428,-145.19,-0.2428,-0.0007,-0.3048,-1.2000,-0.0492,-6.0000,-0.0492,-0.0003,-0.0873,-3.87,-0.1542,-19.0000,-0.1810,0.0326,0.1628,0.0147,0.2209
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,332.42,1662.11,0.0058,26.6000,133,0.0042,18.83,107,0.3738,0.1028,2024-09-02,2024-09-29,206.28,1031.42,0.0039,16.4000,82.0000,0.0027,,73.0000,0.4247,0.1233,126.14,0.6115,630.69,0.6115,0.0019,0.4796,10.2000,0.6220,51.0000,,0.0015,0.5568,,,34.0000,,-0.0508,-0.1197,-0.0205,-0.1661
Mont Gravet Rose-gl - Happy Hour,c2fd83ed34825dd9274f4ba7c3aa2cbc,30.00,30.00,0.0001,6.0000,6,0.0002,,5,0.0000,0.0000,2024-09-02,2024-09-29,15.00,15.00,0.0001,3.0000,3.0000,0.0001,,3.0000,0.0000,0.0000,15.00,1.0000,15.00,,0.0000,0.8364,3.0000,1.0000,3.0000,,0.0001,0.9091,,,2.0000,,0.0000,0.0000,0.0000,0.0000
Eurest Double Protein Bowl,70ada3482a674616079f490abacaeb54,90.00,180.00,0.0006,5.0000,10,0.0003,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest Mango Lassi,d87057232036bef6add8e36635d0fa32,164.00,492.00,0.0017,27.3333,82,0.0026,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borsao Granache Bottle,74885164beb64a214972d57a98f4bfb9,42.00,84.00,0.0003,1.5000,3,0.0001,,3,0.0000,0.0000,2024-09-02,2024-09-29,28.00,28.00,0.0001,2.0000,2.0000,0.0001,,1.0000,0.0000,0.0000,14.00,0.5000,56.00,,0.0002,1.7546,-0.5000,-0.2500,1.0000,,0.0000,0.4394,,,2.0000,,0.0000,0.0000,0.0000,0.0000
LaCroix - Lime,faf62b12fed0aaa5f2949360cbaacec8,4.28,8.55,0.0000,1.5000,3,0.0001,,3,0.0000,0.0000,2024-09-02,2024-09-29,188.46,942.29,0.0036,67.6000,338.0000,0.0111,23.16,307.0000,0.1629,0.0489,-184.18,-0.9773,-933.74,-0.9909,-0.0036,-0.9917,-66.1000,-0.9778,-335.0000,-0.9911,-0.0110,-0.9914,,,-304.0000,-0.9902,-0.1629,-1.0000,-0.0489,-1.0000
Aramark Marriott BYO Paneer Bowl,81da1b5041227673c152619e9e47bd0f,78.40,78.40,0.0003,5.0000,5,0.0002,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,1241.80,6208.98,0.0217,98.8000,494,0.0156,21.62,375,0.2133,0.1253,2024-09-02,2024-09-29,993.79,4968.93,0.0189,76.0000,380.0000,0.0125,23.62,342.0000,0.2047,0.0965,248.01,0.2496,1240.05,0.2496,0.0028,0.1473,22.8000,0.3000,114.0000,0.3000,0.0031,0.2479,-1.99,-0.0844,33.0000,0.0965,0.0087,0.0423,0.0288,0.2989
Fresh Young Coconut,a2c7e426db993ca42549fef34557ea24,169.44,847.20,0.0030,21.4000,107,0.0034,,86,0.1512,0.0930,2024-09-02,2024-09-29,193.05,965.25,0.0037,26.2000,131.0000,0.0043,25.47,117.0000,0.1453,0.0427,-23.61,-0.1223,-118.05,-0.1223,-0.0007,-0.1941,-4.8000,-0.1832,-24.0000,-0.1832,-0.0009,-0.2159,,,-31.0000,-0.2650,0.0059,0.0404,0.0503,1.1767
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,715.72,3578.58,0.0125,295.6000,1478,0.0466,20.69,1158,0.2539,0.1183,2024-09-02,2024-09-29,767.08,3835.39,0.0146,308.0000,1540.0000,0.0506,21.04,1266.0000,0.2393,0.1374,-51.36,-0.0670,-256.81,-0.0670,-0.0021,-0.1433,-12.4000,-0.0403,-62.0000,-0.0403,-0.0040,-0.0787,-0.35,-0.0169,-108.0000,-0.0853,0.0146,0.0608,-0.0191,-0.1392
Eurest Bowl,2c5fee8f12e4c6db066ecb2b6fa01598,1496.25,4488.75,0.0157,105.0000,315,0.0099,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Lassi - Happy Hour,8582d04a830359502c418c9cf3545971,45.00,45.00,0.0002,9.0000,9,0.0003,,5,0.0000,0.0000,2024-09-02,2024-09-29,60.00,60.00,0.0002,12.0000,12.0000,0.0004,,9.0000,0.0000,0.0000,-15.00,-0.2500,-15.00,,-0.0001,-0.3114,-3.0000,-0.2500,-3.0000,,-0.0001,-0.2792,,,-4.0000,,0.0000,0.0000,0.0000,0.0000
Burrito,19dfcc1e39e0cab78562faa5ab55adbb,271.09,1355.47,0.0047,21.8000,109,0.0034,21.94,91,0.2527,0.1209,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rupee Lager - Happy Hour,e5b7681af668fbee4cf2e8ebbef422ac,112.20,112.20,0.0004,19.0000,19,0.0006,,15,0.1333,0.0000,2024-09-02,2024-09-29,84.00,84.00,0.0003,15.0000,15.0000,0.0005,,13.0000,0.1538,0.0000,28.20,0.3357,28.20,,0.0001,0.2264,4.0000,0.2667,4.0000,,0.0001,0.2170,,,2.0000,,-0.0205,-0.1333,0.0000,0.0000
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,67.00,335.00,0.0012,14.6000,73,0.0023,,64,0.3438,0.0938,2024-09-02,2024-09-29,29.36,146.82,0.0006,13.6000,68.0000,0.0022,,39.0000,0.4872,0.0769,37.64,1.2817,188.18,1.2817,0.0006,1.0950,1.0000,0.0735,5.0000,,0.0001,0.0309,,,25.0000,,-0.1434,-0.2944,0.0168,0.2188
Chips + Chutney,405726360fa559701e5084184da18f6a,8.25,33.00,0.0001,3.2500,13,0.0004,,11,0.3636,0.0000,2024-09-02,2024-09-29,47.12,235.60,0.0009,15.2000,76.0000,0.0025,,68.0000,0.2500,0.1324,-38.87,-0.8249,-202.60,-0.8599,-0.0008,-0.8714,-11.9500,-0.7862,-63.0000,,-0.0021,-0.8359,,,-57.0000,,0.1136,0.4545,-0.1324,-1.0000
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,2.00,4.00,0.0000,4.0000,8,0.0003,,4,0.5000,0.0000,2024-09-02,2024-09-29,2.67,8.00,0.0000,5.3333,16.0000,0.0005,,12.0000,0.2500,0.0000,-0.67,-0.2500,-4.00,,-0.0000,-0.5409,-1.3333,-0.2500,-8.0000,,-0.0003,-0.5209,,,-8.0000,,0.2500,1.0000,0.0000,0.0000
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,406.98,406.98,0.0014,63.0000,63,0.0020,,0,0.0000,0.0000,2024-09-02,2024-09-29,962.54,962.54,0.0037,149.0000,149.0000,0.0049,,0.0000,0.0000,0.0000,-555.56,-0.5772,-555.56,-0.5772,-0.0022,-0.6118,-86.0000,-0.5772,-86.0000,-0.5772,-0.0029,-0.5941,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,2555.92,2555.92,0.0089,172.0000,172,0.0054,,0,0.0000,0.0000,2024-09-02,2024-09-29,5617.08,5617.08,0.0214,378.0000,378.0000,0.0124,,0.0000,0.0000,0.0000,-3061.16,-0.5450,-3061.16,-0.5450,-0.0125,-0.5822,-206.0000,-0.5450,-206.0000,-0.5450,-0.0070,-0.5632,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Coconut Curry Chickpeas,56c1e2887ea6a5737fd62057b175a642,57.36,57.36,0.0002,8.0000,8,0.0003,,0,0.0000,0.0000,2024-09-02,2024-09-29,143.40,143.40,0.0005,20.0000,20.0000,0.0007,,0.0000,0.0000,0.0000,-86.04,-0.6000,-86.04,-0.6000,-0.0003,-0.6327,-12.0000,-0.6000,-12.0000,,-0.0004,-0.6164,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Cucumber Raita,b6aef261062648a464a75abf3a88d636,54.50,272.48,0.0010,19.0000,95,0.0030,,80,0.2625,0.1250,2024-09-02,2024-09-29,37.26,186.30,0.0007,12.4000,62.0000,0.0020,,55.0000,0.2727,0.0727,17.24,0.4626,86.18,0.4626,0.0002,0.3429,6.6000,0.5323,33.0000,,0.0010,0.4711,,,25.0000,,-0.0102,-0.0375,0.0523,0.7188
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,20.40,102.00,0.0004,4.2000,21,0.0007,,20,0.2000,0.0500,2024-09-02,2024-09-29,8.92,35.70,0.0001,2.0000,8.0000,0.0003,,7.0000,0.1429,0.0000,11.47,1.2857,66.30,,0.0002,1.6234,2.2000,1.1000,13.0000,,0.0004,1.5209,,,13.0000,,0.0571,0.4000,0.0500,0.0000
Aramark Harvest Vegetables Bowl,9688e7194cb1feea9d2b1d125e3ac3c5,609.84,609.84,0.0021,44.0000,44,0.0014,,0,0.0000,0.0000,2024-09-02,2024-09-29,1857.24,1857.24,0.0071,134.0000,134.0000,0.0044,,0.0000,0.0000,0.0000,-1247.40,-0.6716,-1247.40,-0.6716,-0.0049,-0.6985,-90.0000,-0.6716,-90.0000,-0.6716,-0.0030,-0.6847,,,0.0000,,0.0000,0.0000,0.0000,0.0000
USHOR Self Checkout,9db2c0727894061286daa78c93723b14,4283.08,4283.08,0.0150,3.0000,3,0.0001,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Chicken Bowl,9cf0f29fbbe6a8aa70f146f26519c16b,3395.70,3395.70,0.0119,245.0000,245,0.0077,,0,0.0000,0.0000,2024-09-02,2024-09-29,7706.16,7706.16,0.0294,556.0000,556.0000,0.0183,,0.0000,0.0000,0.0000,-4310.46,-0.5594,-4310.46,-0.5594,-0.0175,-0.5954,-311.0000,-0.5594,-311.0000,-0.5594,-0.0105,-0.5770,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Pabst Blue Ribbon,3027374bc15bcfd99f44f32db083bebf,23.00,23.00,0.0001,7.0000,7,0.0002,,4,0.0000,0.0000,2024-09-02,2024-09-29,12.00,12.00,0.0000,3.0000,3.0000,0.0001,,2.0000,0.0000,0.0000,11.00,0.9167,11.00,,0.0000,0.7599,4.0000,1.3333,4.0000,,0.0001,1.2323,,,2.0000,,0.0000,0.0000,0.0000,0.0000
Territory Sesame Peanut Noodle,4b6d98a10d0fb75d660e034ff484a476,450.72,450.72,0.0016,72.0000,72,0.0023,,0,0.0000,0.0000,2024-09-02,2024-09-29,1101.76,1101.76,0.0042,176.0000,176.0000,0.0058,,0.0000,0.0000,0.0000,-651.04,-0.5909,-651.04,-0.5909,-0.0026,-0.6244,-104.0000,-0.5909,-104.0000,-0.5909,-0.0035,-0.6073,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,1720.26,8601.28,0.0301,141.6000,708,0.0223,21.84,565,0.2283,0.0832,2024-09-02,2024-09-29,1025.14,5125.69,0.0195,75.6000,378.0000,0.0124,26.67,358.0000,0.1927,0.0782,695.12,0.6781,3475.59,0.6781,0.0106,0.5408,66.0000,0.8730,330.0000,0.8730,0.0099,0.7981,-4.82,-0.1809,207.0000,0.5782,0.0356,0.1846,0.0050,0.0636
Sweet Cardamom Yogurt,ce73831089aa1e7767f4bbc5146ccd31,66.43,332.16,0.0012,20.6000,103,0.0032,,77,0.3247,0.1429,2024-09-02,2024-09-29,61.03,305.16,0.0012,20.4000,102.0000,0.0034,,76.0000,0.2763,0.1711,5.40,0.0885,27.00,0.0885,-0.0000,-0.0006,0.2000,0.0098,1.0000,0.0098,-0.0001,-0.0307,,,1.0000,,0.0484,0.1750,-0.0282,-0.1648
