Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Olipop - Cola,4d0b025abdd9a6e15ab6db940ec09ec9,81.00,405.00,0.0022,23.8000,119,0.0058,22.22,103,0.1456,0.0485,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chips + Chutney,405726360fa559701e5084184da18f6a,11.00,33.00,0.0002,3.6667,11,0.0005,,9,0.2222,0.1111,2025-01-27,2025-02-23,41.28,206.39,0.0011,14.2000,71.0000,0.0032,,59.0000,0.2712,0.1186,-30.28,-0.7335,-173.39,-0.8401,-0.0010,-0.8416,-10.5333,-0.7418,-60.0000,,-0.0027,-0.8340,,,-50.0000,,-0.0490,-0.1806,-0.0075,-0.0635
Rupee Lager,c9498895e746193d9ea035f9a81c3e40,32.00,128.00,0.0007,6.0000,24,0.0012,,17,0.2353,0.0588,2025-01-27,2025-02-23,53.11,159.33,0.0009,7.6667,23.0000,0.0010,,21.0000,0.0952,0.0000,-21.11,-0.3975,-31.33,-0.1966,-0.0002,-0.2039,-1.6667,-0.2174,1.0000,,0.0001,0.1190,,,-4.0000,,0.1401,1.4706,0.0588,0.0000
Burrito,19dfcc1e39e0cab78562faa5ab55adbb,213.73,1068.67,0.0059,17.6000,88,0.0043,,77,0.2727,0.1039,2025-01-27,2025-02-23,181.03,905.15,0.0050,15.0000,75.0000,0.0034,,63.0000,0.2857,0.0794,32.70,0.1807,163.52,0.1807,0.0009,0.1699,2.6000,0.1733,13.0000,,0.0009,0.2579,,,14.0000,,-0.0130,-0.0455,0.0245,0.3091
Borsao Granache-gl,998ea9ae9225821e59f21b9bc4cbfe56,18.00,90.00,0.0005,2.6000,13,0.0006,,10,0.1000,0.1000,2025-01-27,2025-02-23,8.00,8.00,0.0000,1.0000,1.0000,0.0000,,1.0000,1.0000,0.0000,10.00,1.2500,82.00,,0.0004,10.1476,1.6000,1.6000,12.0000,,0.0006,12.8261,,,9.0000,,-0.9000,-0.9000,0.1000,0.0000
Eurest Bowl,2c5fee8f12e4c6db066ecb2b6fa01598,420.38,840.75,0.0046,29.5000,59,0.0029,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott Spicy Chicken Avocado Bowl,38831841fd381a255fd8bf9341f2faae,738.30,738.30,0.0040,46.0000,46,0.0023,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,135.66,135.66,0.0007,21.0000,21,0.0010,,0,0.0000,0.0000,2025-01-27,2025-02-23,691.22,691.22,0.0038,107.0000,107.0000,0.0049,,0.0000,0.0000,0.0000,-555.56,-0.8037,-555.56,-0.8037,-0.0031,-0.8055,-86.0000,-0.8037,-86.0000,-0.8037,-0.0039,-0.7895,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Masala Chai Cookies,25a7af37faf799e0226041f2b0b2e282,149.50,747.50,0.0041,71.4000,357,0.0175,71.18,224,0.2768,0.1250,2025-01-27,2025-02-23,143.45,717.26,0.0040,77.8000,389.0000,0.0178,43.14,225.0000,0.3600,0.1600,6.05,0.0422,30.24,0.0422,0.0001,0.0327,-6.4000,-0.0823,-32.0000,-0.0823,-0.0003,-0.0161,28.04,0.6501,-1.0000,-0.0044,-0.0832,-0.2311,-0.0350,-0.2188
Sweet Cardamom Yogurt,ce73831089aa1e7767f4bbc5146ccd31,47.60,238.00,0.0013,14.6000,73,0.0036,,55,0.2727,0.1455,2025-01-27,2025-02-23,51.92,259.60,0.0014,18.2000,91.0000,0.0042,,64.0000,0.3438,0.1250,-4.32,-0.0832,-21.60,-0.0832,-0.0001,-0.0916,-3.6000,-0.1978,-18.0000,,-0.0006,-0.1401,,,-9.0000,,-0.0710,-0.2066,0.0205,0.1636
Borsao Granache Bottle,74885164beb64a214972d57a98f4bfb9,28.00,56.00,0.0003,1.0000,2,0.0001,,2,0.5000,0.0000,2025-01-27,2025-02-23,42.00,84.00,0.0005,1.5000,3.0000,0.0001,,3.0000,0.3333,0.0000,-14.00,-0.3333,-28.00,,-0.0002,-0.3394,-0.5000,-0.3333,-1.0000,,-0.0000,-0.2847,,,-1.0000,,0.1667,0.5000,0.0000,0.0000
White Claw Ruby Grapefruit,05177b7de4ad14b1affb6d7163cd33cf,18.00,18.00,0.0001,4.0000,4,0.0002,,4,0.2500,0.0000,2025-01-27,2025-02-23,12.00,12.00,0.0001,3.0000,3.0000,0.0001,,2.0000,0.0000,0.0000,6.00,0.5000,6.00,,0.0000,0.4863,1.0000,0.3333,1.0000,,0.0001,0.4307,,,2.0000,,0.2500,0.0000,0.0000,0.0000
Pick 2 Combo Plate,d12f9ec63617f8719dc1657b8e76514e,43.50,43.50,0.0002,3.0000,3,0.0001,,3,0.3333,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,76.37,381.83,0.0021,15.6000,78,0.0038,,57,0.2807,0.0526,2025-01-27,2025-02-23,62.11,310.54,0.0017,10.6000,53.0000,0.0024,,45.0000,0.3333,0.0889,14.26,0.2296,71.29,0.2296,0.0004,0.2184,5.0000,0.4717,25.0000,,0.0014,0.5779,,,12.0000,,-0.0526,-0.1579,-0.0363,-0.4079
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,459.69,2298.44,0.0126,38.6000,193,0.0094,22.43,156,0.1923,0.0769,2025-01-27,2025-02-23,435.95,2179.74,0.0121,35.8000,179.0000,0.0082,22.47,150.0000,0.2800,0.1333,23.74,0.0545,118.70,0.0545,0.0005,0.0449,2.8000,0.0782,14.0000,0.0782,0.0013,0.1559,-0.03,-0.0015,6.0000,0.0400,-0.0877,-0.3132,-0.0564,-0.4231
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,199.30,996.51,0.0055,15.2000,76,0.0037,,63,0.4127,0.2063,2025-01-27,2025-02-23,304.65,1523.24,0.0084,23.4000,117.0000,0.0053,20.88,95.0000,0.4211,0.0737,-105.35,-0.3458,-526.73,-0.3458,-0.0030,-0.3518,-8.2000,-0.3504,-41.0000,-0.3504,-0.0016,-0.3037,,,-32.0000,,-0.0084,-0.0198,0.1327,1.8005
Strawberry Lassi,6c09d93c3dca4c4768fd5830f10d2afb,22.00,22.00,0.0001,16.0000,16,0.0008,,4,0.5000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott BYO Spicy Chicken Bowl,648cab9548da70f671a9b6b94b287628,200.31,200.31,0.0011,11.0000,11,0.0005,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,10.00,10.00,0.0001,2.0000,2,0.0001,,2,0.0000,0.0000,2025-01-27,2025-02-23,66.72,333.62,0.0018,19.8000,99.0000,0.0045,,59.0000,0.3729,0.1356,-56.72,-0.8501,-323.62,-0.9700,-0.0018,-0.9703,-17.8000,-0.8990,-97.0000,,-0.0044,-0.9783,,,-57.0000,,-0.3729,-1.0000,-0.1356,-1.0000
Aramark Marriott BYO Paneer Bowl,81da1b5041227673c152619e9e47bd0f,204.36,204.36,0.0011,13.0000,13,0.0006,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Sesame Peanut Noodle,4b6d98a10d0fb75d660e034ff484a476,244.14,244.14,0.0013,39.0000,39,0.0019,,0,0.0000,0.0000,2025-01-27,2025-02-23,801.28,801.28,0.0044,128.0000,128.0000,0.0058,,0.0000,0.0000,0.0000,-557.14,-0.6953,-557.14,-0.6953,-0.0031,-0.6981,-89.0000,-0.6953,-89.0000,-0.6953,-0.0039,-0.6733,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,84.00,420.00,0.0023,24.4000,122,0.0060,27.09,107,0.2523,0.0935,2025-01-27,2025-02-23,89.77,448.83,0.0025,25.0000,125.0000,0.0057,22.04,114.0000,0.2105,0.0789,-5.77,-0.0642,-28.83,-0.0642,-0.0002,-0.0728,-0.6000,-0.0240,-3.0000,-0.0240,0.0003,0.0463,5.05,0.2289,-7.0000,-0.0614,0.0418,0.1986,0.0145,0.1838
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,46.00,230.00,0.0013,19.4000,97,0.0047,,44,0.2727,0.0682,2025-01-27,2025-02-23,64.70,323.50,0.0018,13.4000,67.0000,0.0031,,63.0000,0.3175,0.0794,-18.70,-0.2890,-93.50,-0.2890,-0.0005,-0.2955,6.0000,0.4478,30.0000,,0.0017,0.5523,,,-19.0000,,-0.0447,-0.1409,-0.0112,-0.1409
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,36.00,180.00,0.0010,9.2000,46,0.0023,,38,0.1842,0.0526,2025-01-27,2025-02-23,42.82,214.10,0.0012,10.4000,52.0000,0.0024,,46.0000,0.1957,0.0435,-6.82,-0.1593,-34.10,-0.1593,-0.0002,-0.1669,-1.2000,-0.1154,-6.0000,,-0.0001,-0.0518,,,-8.0000,,-0.0114,-0.0585,0.0092,0.2105
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,12.75,51.00,0.0003,2.7500,11,0.0005,,10,0.1000,0.0000,2025-01-27,2025-02-23,9.95,29.85,0.0002,2.0000,6.0000,0.0003,,6.0000,0.1667,0.1667,2.80,0.2814,21.15,,0.0001,0.6930,0.7500,0.3750,5.0000,,0.0003,0.9635,,,4.0000,,-0.0667,-0.4000,-0.1667,-1.0000
Chicken Curry,bd0e970348fd3d0bbb878201f9e6fd93,7.25,14.50,0.0001,1.0000,2,0.0001,,1,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Ginger Curry Beef with Lemon Rice,038d29e5df63b8025e2c131c47b2cca1,309.40,309.40,0.0017,35.0000,35,0.0017,,0,0.0000,0.0000,2025-01-27,2025-02-23,309.40,309.40,0.0017,35.0000,35.0000,0.0016,,0.0000,0.0000,0.0000,0.00,0.0000,0.00,0.0000,-0.0000,-0.0091,0.0000,0.0000,0.0000,,0.0001,0.0720,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Cureate Chicken Bowl,126e8473129e588048f0015e6cb2f377,549.50,549.50,0.0030,50.0000,50,0.0024,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,852.00,4259.99,0.0233,66.2000,331,0.0162,19.89,261,0.3333,0.1762,2025-01-27,2025-02-23,1246.06,6230.31,0.0345,99.6000,498.0000,0.0227,17.71,406.0000,0.3793,0.2118,-394.06,-0.3162,-1970.32,-0.3162,-0.0111,-0.3225,-33.4000,-0.3353,-167.0000,-0.3353,-0.0065,-0.2874,2.19,0.1235,-145.0000,-0.3571,-0.0460,-0.1212,-0.0356,-0.1680
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,882.35,4411.75,0.0242,65.6000,328,0.0161,23.92,277,0.2599,0.1516,2025-01-27,2025-02-23,23.30,93.20,0.0005,2.0000,8.0000,0.0004,,6.0000,0.3333,0.0000,859.05,36.8691,4318.55,,0.0237,45.9054,63.6000,31.8000,320.0000,,0.0157,42.9781,,,271.0000,,-0.0734,-0.2202,0.1516,0.0000
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,1096.21,5481.06,0.0300,82.8000,414,0.0203,24.20,344,0.2442,0.0814,2025-01-27,2025-02-23,1015.76,5078.79,0.0281,80.4000,402.0000,0.0184,23.26,347.0000,0.2392,0.0778,80.45,0.0792,402.27,0.0792,0.0019,0.0694,2.4000,0.0299,12.0000,0.0299,0.0019,0.1041,0.95,0.0407,-3.0000,-0.0086,0.0050,0.0209,0.0036,0.0461
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,97.00,485.00,0.0027,20.0000,100,0.0049,,85,0.0941,0.0353,2025-01-27,2025-02-23,85.62,428.12,0.0024,23.0000,115.0000,0.0052,,85.0000,0.2118,0.0588,11.38,0.1329,56.88,0.1329,0.0003,0.1225,-3.0000,-0.1304,-15.0000,-0.1304,-0.0004,-0.0676,,,0.0000,,-0.1176,-0.5556,-0.0235,-0.4000
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,5206.54,26032.72,0.1426,449.2000,2246,0.1099,18.95,1775,0.2772,0.1870,2025-01-27,2025-02-23,4181.21,20906.03,0.1156,408.6000,2043.0000,0.0933,17.45,1531.0000,0.2959,0.1770,1025.34,0.2452,5126.69,0.2452,0.0270,0.2339,40.6000,0.0994,203.0000,0.0994,0.0167,0.1786,1.50,0.0857,244.0000,0.1594,-0.0187,-0.0632,0.0100,0.0567
Olipop - Root Beer,c16064aeb99eec0b8f7e38e0536ef4cd,8.44,33.75,0.0002,2.5000,10,0.0005,,9,0.2222,0.0000,2025-01-27,2025-02-23,85.23,426.14,0.0024,24.0000,120.0000,0.0055,24.76,109.0000,0.2385,0.0550,-76.79,-0.9010,-392.39,-0.9208,-0.0022,-0.9215,-21.5000,-0.8958,-110.0000,-0.9167,-0.0050,-0.9107,,,-100.0000,-0.9174,-0.0163,-0.0684,-0.0550,-1.0000
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,1.75,3.50,0.0000,3.5000,7,0.0003,,5,0.4000,0.0000,2025-01-27,2025-02-23,0.98,3.93,0.0000,2.2500,9.0000,0.0004,,6.0000,0.5000,0.1667,0.77,0.7812,-0.43,,-0.0000,-0.1175,1.2500,0.5556,-2.0000,,-0.0001,-0.1655,,,-1.0000,,-0.1000,-0.2000,-0.1667,-1.0000
Eurest Mango Lassi,d87057232036bef6add8e36635d0fa32,39.00,78.00,0.0004,6.5000,13,0.0006,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott BYO Chicken Bowl,f351249659d93d739d7a2873d0c5cd18,398.16,398.16,0.0022,28.0000,28,0.0014,,0,0.0000,0.0000,2025-01-27,2025-02-23,326.98,326.98,0.0018,23.0000,23.0000,0.0010,,0.0000,0.0000,0.0000,71.18,0.2177,71.18,0.2177,0.0004,0.2066,5.0000,0.2174,5.0000,,0.0003,0.3048,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Marriott Avocado,a2d83aafd0b910b46651aa44f6865672,20.00,20.00,0.0001,8.0000,8,0.0004,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,1178.47,5892.33,0.0323,239.0000,1195,0.0585,22.11,862,0.2715,0.1821,2025-01-27,2025-02-23,1467.49,7337.46,0.0406,348.0000,1740.0000,0.0794,25.02,1154.0000,0.2929,0.2002,-289.03,-0.1970,-1445.13,-0.1970,-0.0083,-0.2043,-109.0000,-0.3132,-545.0000,-0.3132,-0.0209,-0.2637,-2.90,-0.1161,-292.0000,-0.2530,-0.0214,-0.0732,-0.0180,-0.0901
Cauliflower + Quinoa,9e1e06a082e1a9f97e7cde96e99f413d,542.86,2714.29,0.0149,46.4000,232,0.0114,21.22,201,0.2985,0.1443,2025-01-27,2025-02-23,470.58,2352.92,0.0130,44.0000,220.0000,0.0100,21.81,190.0000,0.2737,0.1158,72.27,0.1536,361.37,0.1536,0.0019,0.1431,2.4000,0.0545,12.0000,0.0545,0.0013,0.1307,-0.59,-0.0271,11.0000,0.0579,0.0248,0.0907,0.0285,0.2461
Aramark Tandoori Paneer Bowl,5632e59bde719e60562d9ae604b2d427,1219.86,1219.86,0.0067,81.0000,81,0.0040,,0,0.0000,0.0000,2025-01-27,2025-02-23,587.34,587.34,0.0032,39.0000,39.0000,0.0018,,0.0000,0.0000,0.0000,632.52,1.0769,632.52,1.0769,0.0034,1.0580,42.0000,1.0769,42.0000,,0.0022,1.2270,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Tamarind Margarita,207daa5e782d92a1b35d4c847b42eb8c,25.00,25.00,0.0001,4.0000,4,0.0002,,3,0.0000,0.0000,2025-01-27,2025-02-23,58.04,290.19,0.0016,8.0000,40.0000,0.0018,,33.0000,0.1515,0.0303,-33.04,-0.5692,-265.19,-0.9138,-0.0015,-0.9146,-4.0000,-0.5000,-36.0000,,-0.0016,-0.8927,,,-30.0000,,-0.1515,-1.0000,-0.0303,-1.0000
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,3506.96,3506.96,0.0192,236.0000,236,0.0115,,0,0.0000,0.0000,2025-01-27,2025-02-23,1887.22,1887.22,0.0104,127.0000,127.0000,0.0058,,0.0000,0.0000,0.0000,1619.74,0.8583,1619.74,0.8583,0.0088,0.8414,109.0000,0.8583,109.0000,0.8583,0.0058,0.9922,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Coconut Curry Beef,0cfc6c1e1d140ee28906140b54a114ec,398.40,398.40,0.0022,48.0000,48,0.0023,,0,0.0000,0.0000,2025-01-27,2025-02-23,365.20,365.20,0.0020,44.0000,44.0000,0.0020,,0.0000,0.0000,0.0000,33.20,0.0909,33.20,0.0909,0.0002,0.0810,4.0000,0.0909,4.0000,,0.0003,0.1698,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Fooda Aramark Eurest Masala Chai Cookies,99f7266c90ada61b8b7d53f6da93de65,20.83,62.50,0.0003,8.3333,25,0.0012,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Chicken Bowl,5e07490fff2518f996df46e6150467f9,867.42,867.42,0.0048,61.0000,61,0.0030,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Ginger Curry Beef with Supergrains,926269fff309d3493adcd0c3c74f4f9e,81.20,81.20,0.0004,10.0000,10,0.0005,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest Services BYO Harvest Veg Bowl,f84508232388acd0484e9dc5bf83972b,113.76,113.76,0.0006,8.0000,8,0.0004,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pabst Blue Ribbon - Happy Hour,17be5be0e5f88587265214d81e4a5df1,6.00,6.00,0.0000,2.0000,2,0.0001,,1,0.0000,0.0000,2025-01-27,2025-02-23,3.00,3.00,0.0000,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,3.00,1.0000,3.00,,0.0000,0.9818,1.0000,1.0000,1.0000,,0.0001,1.1304,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,58.00,290.00,0.0016,13.2000,66,0.0032,,54,0.2037,0.0741,2025-01-27,2025-02-23,102.54,512.71,0.0028,25.2000,126.0000,0.0058,19.47,101.0000,0.2673,0.0495,-44.54,-0.4344,-222.71,-0.4344,-0.0012,-0.4395,-12.0000,-0.4762,-60.0000,-0.4762,-0.0025,-0.4385,,,-47.0000,-0.4653,-0.0636,-0.2380,0.0246,0.4963
Aramark Lamb Bowl,6e3e799a4f29f2f1d4705368c65c296e,1914.00,1914.00,0.0105,116.0000,116,0.0057,,0,0.0000,0.0000,2025-01-27,2025-02-23,618.71,1237.42,0.0068,37.5000,75.0000,0.0034,,0.0000,0.0000,0.0000,1295.29,2.0935,676.58,0.5468,0.0036,0.5327,78.5000,2.0933,41.0000,,0.0023,0.6580,,,0.0000,,0.0000,0.0000,0.0000,0.0000
USHOR Bowl,25ffdb49a398fa0d4dccb7d664b8f116,3210.00,3210.00,0.0176,214.0000,214,0.0105,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott Extra Paneer,c50b01ef61c9441698c77f9219e1642c,20.48,20.48,0.0001,4.0000,4,0.0002,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott BYO Harvest Veg Bowl,627a4bf5a73627cda4e20bf100369d99,99.54,99.54,0.0005,7.0000,7,0.0003,,0,0.0000,0.0000,2025-01-27,2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
