Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Spiked Lassi,848bdd83bf207aa9ceca2927f4112998,53.75,215.00,0.0008,6.2500,25,0.0008,,17,,,2025-03-31,2025-04-27,166.55,832.74,0.0028,19.4000,97.0000,0.0028,,65.0000,0.2308,0.0462,-112.80,-0.6773,-617.74,-0.7418,-0.0020,-0.7275,-13.1500,-0.6778,-72.0000,,-0.0020,-0.7121,,,-48.0000,,,,,
Bag,f6b5ab5a96e017f867590689d1e594a0,0.15,0.44,0.0000,15.0000,45,0.0014,,35,,,2025-03-31,2025-04-27,-0.08,-0.15,-0.0000,2.0000,4.0000,0.0001,,3.0000,0.6667,0.0000,0.22,-2.9556,0.59,,0.0000,-4.0965,13.0000,6.5000,41.0000,,0.0013,11.5526,,,32.0000,,,,,
DC Brau Pils - Happy Hour,6eff876287b368b130bd4f615e77a9d7,20.00,20.00,0.0001,5.0000,5,0.0002,,4,,,2025-03-31,2025-04-27,35.40,35.40,0.0001,9.0000,9.0000,0.0003,,8.0000,0.3750,0.2500,-15.40,-0.4350,-15.40,,-0.0000,-0.4036,-4.0000,-0.4444,-4.0000,,-0.0001,-0.3789,,,-4.0000,,,,,
Kingfisher,ac4b1052eb1e709f36c70fd1f6f49be8,84.00,168.00,0.0006,18.5000,37,0.0012,,27,,,2025-03-31,2025-04-27,46.67,140.00,0.0005,9.6667,29.0000,0.0008,,24.0000,0.1667,0.0833,37.33,0.8000,28.00,0.2000,0.0001,0.2667,8.8333,0.9138,8.0000,,0.0004,0.4267,,,3.0000,,,,,
Chips + Chutney,405726360fa559701e5084184da18f6a,15.00,15.00,0.0001,5.0000,5,0.0002,,5,,,2025-03-31,2025-04-27,52.43,262.14,0.0009,17.2000,86.0000,0.0024,,79.0000,0.2405,0.0380,-37.43,-0.7139,-247.14,-0.9428,-0.0008,-0.9396,-12.2000,-0.7093,-81.0000,,-0.0023,-0.9350,,,-74.0000,,,,,
Fooda Aramark Eurest Masala Chai Cookies,99f7266c90ada61b8b7d53f6da93de65,15.62,62.50,0.0002,6.2500,25,0.0008,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest Double Protein Bowl,70ada3482a674616079f490abacaeb54,198.00,594.00,0.0021,11.0000,33,0.0010,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cureate Spicy Chili Chicken Bowl,6d620f02582697b83c280be892135ddc,1149.00,1149.00,0.0040,100.0000,100,0.0032,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY BYO Chicken Tikka Bowl,98f78c1284b00cc23dfc5cd33cdba7a8,1518.00,1518.00,0.0053,132.0000,132,0.0042,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fooda BYO Harvest Veg Bowl,4ae96dd6ccff77096adc6e5e28034897,28.44,28.44,0.0001,2.0000,2,0.0001,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fooda Mango Lassi,16d077c1dc24a13237efd89715ad75df,36.00,36.00,0.0001,6.0000,6,0.0002,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Coconut Curry Chickpeas,56c1e2887ea6a5737fd62057b175a642,121.89,121.89,0.0004,17.0000,17,0.0005,,0,,,2025-03-31,2025-04-27,172.08,172.08,0.0006,24.0000,24.0000,0.0007,,0.0000,0.0000,0.0000,-50.19,-0.2917,-50.19,-0.2917,-0.0001,-0.2523,-7.0000,-0.2917,-7.0000,,-0.0001,-0.2079,,,0.0000,,,,,
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,236.00,1180.00,0.0042,49.8000,249,0.0079,24.12,186,,,2025-03-31,2025-04-27,125.22,626.08,0.0021,32.6000,163.0000,0.0046,21.91,133.0000,0.1729,0.0301,110.78,0.8847,553.92,0.8847,0.0021,0.9896,17.2000,0.5276,86.0000,0.5276,0.0033,0.7073,2.21,0.1008,53.0000,0.3985,,,,
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,1713.95,8569.77,0.0302,126.4000,632,0.0201,25.32,551,,,2025-03-31,2025-04-27,1623.25,8116.26,0.0271,121.2000,606.0000,0.0172,25.65,540.0000,0.2315,0.0833,90.70,0.0559,453.51,0.0559,0.0031,0.1146,5.2000,0.0429,26.0000,0.0429,0.0029,0.1655,-0.32,-0.0126,11.0000,0.0204,,,,
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,1932.27,9661.35,0.0340,371.2000,1856,0.0590,22.78,1467,,,2025-03-31,2025-04-27,2592.66,12963.30,0.0433,560.8000,2804.0000,0.0798,37.97,1699.0000,0.2254,0.1613,-660.39,-0.2547,-3301.95,-0.2547,-0.0092,-0.2133,-189.6000,-0.3381,-948.0000,-0.3381,-0.0208,-0.2602,-15.19,-0.3999,-232.0000,-0.1366,,,,
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,759.51,3797.56,0.0134,312.2000,1561,0.0497,20.69,1204,,,2025-03-31,2025-04-27,857.07,4285.37,0.0143,334.6000,1673.0000,0.0476,25.56,1190.0000,0.2462,0.1395,-97.56,-0.1138,-487.81,-0.1138,-0.0009,-0.0645,-22.4000,-0.0669,-112.0000,-0.0669,0.0020,0.0428,-4.87,-0.1904,14.0000,0.0118,,,,
Open Water Still Water,924a62abf03e0973f0882c9bc80cf78d,162.84,814.20,0.0029,61.0000,305,0.0097,22.02,246,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,87.80,439.00,0.0015,19.8000,99,0.0031,,82,,,2025-03-31,2025-04-27,148.00,740.00,0.0025,29.6000,148.0000,0.0042,26.87,142.0000,0.2254,0.0704,-60.20,-0.4068,-301.00,-0.4068,-0.0009,-0.3738,-9.8000,-0.3311,-49.0000,-0.3311,-0.0011,-0.2524,,,-60.0000,-0.4225,,,,
Side of Grain,343ce46c5489f43ec64a165e5323783f,19.20,96.00,0.0003,6.4000,32,0.0010,,30,,,2025-03-31,2025-04-27,33.00,165.00,0.0006,11.2000,56.0000,0.0016,,44.0000,0.3182,0.1364,-13.80,-0.4182,-69.00,-0.4182,-0.0002,-0.3858,-4.8000,-0.4286,-24.0000,,-0.0006,-0.3614,,,-14.0000,,,,,
Olipop - Cola,4d0b025abdd9a6e15ab6db940ec09ec9,122.25,611.25,0.0022,33.2000,166,0.0053,24.36,156,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,232.40,1162.00,0.0041,18.4000,92,0.0029,,82,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saag Paneer,b2e5e331828a4748468e0853ec4d1f52,752.97,3764.85,0.0133,60.6000,303,0.0096,25.91,253,,,2025-03-31,2025-04-27,11.65,11.65,0.0000,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,741.32,63.6326,3753.20,,0.0132,340.1385,59.6000,59.6000,302.0000,,0.0096,343.2143,,,252.0000,,,,,
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,812.79,4063.94,0.0143,64.0000,320,0.0102,28.06,281,,,2025-03-31,2025-04-27,779.12,3895.58,0.0130,63.0000,315.0000,0.0090,27.28,280.0000,0.1929,0.0571,33.67,0.0432,168.36,0.0432,0.0013,0.1012,1.0000,0.0159,5.0000,0.0159,0.0012,0.1354,0.77,0.0284,1.0000,0.0036,,,,
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,93.36,466.80,0.0016,26.6000,133,0.0042,24.16,93,,,2025-03-31,2025-04-27,108.85,544.27,0.0018,22.6000,113.0000,0.0032,26.79,104.0000,0.2500,0.0481,-15.49,-0.1423,-77.47,-0.1423,-0.0002,-0.0946,4.0000,0.1770,20.0000,0.1770,0.0010,0.3156,-2.63,-0.0980,-11.0000,-0.1058,,,,
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,173.25,866.25,0.0031,47.4000,237,0.0075,26.00,209,,,2025-03-31,2025-04-27,159.55,797.74,0.0027,44.8000,224.0000,0.0064,25.23,202.0000,0.1931,0.0594,13.70,0.0859,68.51,0.0859,0.0004,0.1463,2.6000,0.0580,13.0000,0.0580,0.0012,0.1826,0.77,0.0304,7.0000,0.0347,,,,
Eurest Bowl,2c5fee8f12e4c6db066ecb2b6fa01598,1448.75,4346.25,0.0153,101.6667,305,0.0097,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingfisher - Happy Hour,3f4f4be5dc8d87fa8b1c17dc36df8ae0,32.00,32.00,0.0001,8.0000,8,0.0003,,5,,,2025-03-31,2025-04-27,44.00,44.00,0.0001,11.0000,11.0000,0.0003,,10.0000,0.2000,0.0000,-12.00,-0.2727,-12.00,,-0.0000,-0.2323,-3.0000,-0.2727,-3.0000,,-0.0001,-0.1885,,,-5.0000,,,,,
White Claw Ruby Grapefruit,05177b7de4ad14b1affb6d7163cd33cf,34.00,34.00,0.0001,7.0000,7,0.0002,,7,,,2025-03-31,2025-04-27,10.00,10.00,0.0000,2.0000,2.0000,0.0001,,2.0000,0.0000,0.0000,24.00,2.4000,24.00,,0.0001,2.5891,5.0000,2.5000,5.0000,,0.0002,2.9123,,,5.0000,,,,,
Aramark Lamb Bowl,6e3e799a4f29f2f1d4705368c65c296e,1551.00,1551.00,0.0055,94.0000,94,0.0030,,0,,,2025-03-31,2025-04-27,1386.00,2772.00,0.0092,84.0000,168.0000,0.0048,,0.0000,0.0000,0.0000,165.00,0.1190,-1221.00,-0.4405,-0.0038,-0.4094,10.0000,0.1190,-74.0000,-0.4405,-0.0018,-0.3747,,,0.0000,,,,,
White Claw Black Cherry,38b9ffa29cdac00821757c471bef44e2,24.00,24.00,0.0001,5.0000,5,0.0002,,5,,,2025-03-31,2025-04-27,10.00,10.00,0.0000,2.0000,2.0000,0.0001,,2.0000,0.0000,0.0000,14.00,1.4000,14.00,,0.0001,1.5335,3.0000,1.5000,3.0000,,0.0001,1.7895,,,3.0000,,,,,
Gift Card,e9baacf6e24fcad141d621243a818dcb,46.25,185.00,0.0007,1.5000,6,0.0002,,6,,,2025-03-31,2025-04-27,25.00,25.00,0.0001,1.0000,1.0000,0.0000,,1.0000,1.0000,0.0000,21.25,0.8500,160.00,,0.0006,6.8116,0.5000,0.5000,5.0000,,0.0002,5.8214,,,5.0000,,,,,
Territory Sesame Peanut Noodle,4b6d98a10d0fb75d660e034ff484a476,175.28,175.28,0.0006,28.0000,28,0.0009,,0,,,2025-03-31,2025-04-27,112.68,112.68,0.0004,18.0000,18.0000,0.0005,,0.0000,0.0000,0.0000,62.60,0.5556,62.60,0.5556,0.0002,0.6421,10.0000,0.5556,10.0000,,0.0004,0.7402,,,0.0000,,,,,
Fooda Tandoori Paneer Bowl,94dd85bd3009de4c2aa15c0426355047,62.72,62.72,0.0002,4.0000,4,0.0001,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fooda BYO Spicy Chicken Bowl,d57068bad83608be4c4db9cf12245384,128.40,128.40,0.0005,8.0000,8,0.0003,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Coconut Curry Beef,0cfc6c1e1d140ee28906140b54a114ec,257.30,257.30,0.0009,31.0000,31,0.0010,,0,,,2025-03-31,2025-04-27,556.10,556.10,0.0019,67.0000,67.0000,0.0019,,0.0000,0.0000,0.0000,-298.80,-0.5373,-298.80,-0.5373,-0.0009,-0.5116,-36.0000,-0.5373,-36.0000,,-0.0009,-0.4830,,,0.0000,,,,,
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,10852.60,54262.98,0.1911,834.8000,4174,0.1328,20.17,3066,,,2025-03-31,2025-04-27,14878.44,74392.18,0.2482,1214.6000,6073.0000,0.1728,19.18,4246.0000,0.2803,0.2042,-4025.84,-0.2706,-20129.20,-0.2706,-0.0571,-0.2300,-379.8000,-0.3127,-1899.0000,-0.3127,-0.0401,-0.2319,1.00,0.0520,-1180.0000,-0.2779,,,,
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,3654.59,18272.95,0.0644,277.4000,1387,0.0441,22.81,1176,,,2025-03-31,2025-04-27,3726.66,18633.30,0.0622,303.8000,1519.0000,0.0432,25.37,1201.0000,0.2381,0.1157,-72.07,-0.0193,-360.35,-0.0193,0.0022,0.0352,-26.4000,-0.0869,-132.0000,-0.0869,0.0009,0.0205,-2.56,-0.1008,-25.0000,-0.0208,,,,
Kids BYO,66c163b662cda637cb2478e2112386c7,704.85,3524.25,0.0124,98.8000,494,0.0157,23.06,379,,,2025-03-31,2025-04-27,836.63,4183.17,0.0140,116.6000,583.0000,0.0166,26.73,431.0000,0.2111,0.1323,-131.78,-0.1575,-658.92,-0.1575,-0.0015,-0.1107,-17.8000,-0.1527,-89.0000,-0.1527,-0.0009,-0.0530,-3.67,-0.1374,-52.0000,-0.1206,,,,
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,1301.38,6506.90,0.0229,87.6000,438,0.0139,27.33,384,,,2025-03-31,2025-04-27,1499.03,7495.13,0.0250,117.8000,589.0000,0.0168,23.41,511.0000,0.1957,0.0978,-197.65,-0.1318,-988.23,-0.1318,-0.0021,-0.0836,-30.2000,-0.2564,-151.0000,-0.2564,-0.0028,-0.1689,3.92,0.1672,-127.0000,-0.2485,,,,
DC Brau Pils,2a37fc9d4800d991427805654631c096,35.62,142.50,0.0005,6.2500,25,0.0008,,23,,,2025-03-31,2025-04-27,50.70,253.50,0.0008,9.0000,45.0000,0.0013,,36.0000,0.0556,0.0000,-15.08,-0.2973,-111.00,-0.4379,-0.0003,-0.4066,-2.7500,-0.3056,-20.0000,,-0.0005,-0.3794,,,-13.0000,,,,,
Paneer Tikka Masala,69d79d2325d9449dac6849aa7f892975,60.75,243.00,0.0009,4.5000,18,0.0006,,17,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,23.46,117.30,0.0004,4.8000,24,0.0008,,20,,,2025-03-31,2025-04-27,15.30,61.20,0.0002,3.0000,12.0000,0.0003,,11.0000,0.0909,0.0000,8.16,0.5333,56.10,,0.0002,1.0233,1.8000,0.6000,12.0000,,0.0004,1.2310,,,9.0000,,,,,
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,79.00,395.00,0.0014,16.8000,84,0.0027,,72,,,2025-03-31,2025-04-27,73.47,367.36,0.0012,19.6000,98.0000,0.0028,,67.0000,0.2537,0.0597,5.53,0.0752,27.64,0.0752,0.0002,0.1350,-2.8000,-0.1429,-14.0000,,-0.0001,-0.0420,,,5.0000,,,,,
Sixpoint Bengali IPA,fccad93ac8445f7de26a4583bcaf8796,56.00,56.00,0.0002,10.0000,10,0.0003,,10,,,2025-03-31,2025-04-27,85.04,255.12,0.0009,15.6667,47.0000,0.0013,,38.0000,0.1053,0.0263,-29.04,-0.3415,-199.12,-0.7805,-0.0007,-0.7683,-5.6667,-0.3617,-37.0000,,-0.0010,-0.7623,,,-28.0000,,,,,
Roti,c939c164798efd50698e30c2a594b2d4,4.80,24.00,0.0001,3.2000,16,0.0005,,14,,,2025-03-31,2025-04-27,2.40,12.00,0.0000,1.6000,8.0000,0.0002,,8.0000,0.2500,0.0000,2.40,1.0000,12.00,,0.0000,1.1112,1.6000,1.0000,8.0000,,0.0003,1.2325,,,6.0000,,,,,
Cureate Tandoori Paneer Bowl,3376356ad89c194dbaf7fc90d8adb7a5,574.50,574.50,0.0020,50.0000,50,0.0016,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pabst Blue Ribbon - Happy Hour,17be5be0e5f88587265214d81e4a5df1,12.00,12.00,0.0000,4.0000,4,0.0001,,3,,,2025-03-31,2025-04-27,45.00,45.00,0.0002,15.0000,15.0000,0.0004,,13.0000,0.3846,0.0769,-33.00,-0.7333,-33.00,,-0.0001,-0.7185,-11.0000,-0.7333,-11.0000,,-0.0003,-0.7026,,,-10.0000,,,,,
Rupee Lager - Happy Hour,e5b7681af668fbee4cf2e8ebbef422ac,36.00,36.00,0.0001,6.0000,6,0.0002,,6,,,2025-03-31,2025-04-27,78.00,78.00,0.0003,13.0000,13.0000,0.0004,,10.0000,0.2000,0.0000,-42.00,-0.5385,-42.00,,-0.0001,-0.5128,-7.0000,-0.5385,-7.0000,,-0.0002,-0.4838,,,-4.0000,,,,,
Cureate Chicken Bowl,126e8473129e588048f0015e6cb2f377,1099.00,1099.00,0.0039,100.0000,100,0.0032,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fooda Chicken Tikka Masala,f42a31800b7654005951d0bca2dbb49d,170.64,170.64,0.0006,12.0000,12,0.0004,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,396.74,1983.70,0.0070,207.6000,1038,0.0330,22.98,805,,,2025-03-31,2025-04-27,304.85,1524.25,0.0051,148.8000,744.0000,0.0212,21.73,577.0000,0.2426,0.1265,91.89,0.3014,459.45,0.3014,0.0019,0.3738,58.8000,0.3952,294.0000,0.3952,0.0118,0.5592,1.25,0.0576,228.0000,0.3951,,,,
Cauliflower + Quinoa,9e1e06a082e1a9f97e7cde96e99f413d,1029.72,5148.60,0.0181,90.6000,453,0.0144,23.43,381,,,2025-03-31,2025-04-27,756.53,3782.66,0.0126,69.0000,345.0000,0.0098,24.73,296.0000,0.2804,0.1047,273.19,0.3611,1365.94,0.3611,0.0055,0.4368,21.6000,0.3130,108.0000,0.3130,0.0046,0.4675,-1.30,-0.0526,85.0000,0.2872,,,,
Spindrift - Grapefruit,7eb389cafb173c3fe430a2ef7af062b5,132.98,664.92,0.0023,48.8000,244,0.0078,23.23,214,,,2025-03-31,2025-04-27,159.85,799.26,0.0027,57.0000,285.0000,0.0081,22.41,260.0000,0.2077,0.0538,-26.87,-0.1681,-134.34,-0.1681,-0.0003,-0.1218,-8.2000,-0.1439,-41.0000,-0.1439,-0.0004,-0.0433,0.82,0.0367,-46.0000,-0.1769,,,,
Butter Chicken,9c31e042dca639957d77cf56d13f5e1d,2233.86,11169.30,0.0393,159.2000,796,0.0253,27.99,705,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Butter Masala,529fd125fd5bc47236ae9c0242d971ee,581.07,2905.35,0.0102,45.4000,227,0.0072,29.72,200,,,2025-03-31,2025-04-27,0.00,0.00,0.0000,1.0000,1.0000,0.0000,,0.0000,0.0000,0.0000,581.07,0.0000,2905.35,,0.0102,0.0000,44.4000,44.4000,226.0000,,0.0072,256.8929,,,200.0000,,,,,
Cucumber Raita,b6aef261062648a464a75abf3a88d636,52.20,261.00,0.0009,17.8000,89,0.0028,,81,,,2025-03-31,2025-04-27,37.20,186.01,0.0006,12.4000,62.0000,0.0018,,58.0000,0.1379,0.0172,15.00,0.4032,74.99,0.4032,0.0003,0.4812,5.4000,0.4355,27.0000,,0.0011,0.6040,,,23.0000,,,,,
Harvest Chicken Bowl,9fc12ff30ff414536e6f6d0bf1d8c0ef,40.06,160.25,0.0006,4.0000,16,0.0005,,12,,,2025-03-31,2025-04-27,886.35,4431.77,0.0148,72.6000,363.0000,0.0103,24.19,327.0000,0.1957,0.0826,-846.29,-0.9548,-4271.52,-0.9638,-0.0142,-0.9618,-68.6000,-0.9449,-347.0000,-0.9559,-0.0098,-0.9507,,,-315.0000,-0.9633,,,,
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,31.25,125.00,0.0004,7.2500,29,0.0009,,22,,,2025-03-31,2025-04-27,314.00,1569.98,0.0052,84.0000,420.0000,0.0120,12.95,260.0000,0.2346,0.0769,-282.75,-0.9005,-1444.98,-0.9204,-0.0048,-0.9160,-76.7500,-0.9137,-391.0000,-0.9310,-0.0110,-0.9229,,,-238.0000,-0.9154,,,,
Mont Gravet Rose-gl,164ba12383ac667eb06ece5c9fccfefd,22.50,90.00,0.0003,3.0000,12,0.0004,,11,,,2025-03-31,2025-04-27,35.00,105.00,0.0004,5.3333,16.0000,0.0005,,9.0000,0.2222,0.0000,-12.50,-0.3571,-15.00,-0.1429,-0.0000,-0.0952,-2.3333,-0.4375,-4.0000,,-0.0001,-0.1604,,,2.0000,,,,,
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,52.50,157.50,0.0006,11.6667,35,0.0011,,33,,,2025-03-31,2025-04-27,80.26,401.32,0.0013,18.6000,93.0000,0.0026,,84.0000,0.1190,0.0357,-27.76,-0.3459,-243.82,-0.6075,-0.0008,-0.5857,-6.9333,-0.3728,-58.0000,,-0.0015,-0.5795,,,-51.0000,,,,,
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,1393.69,6968.43,0.0245,109.2000,546,0.0174,19.37,442,,,2025-03-31,2025-04-27,1906.92,9534.59,0.0318,151.8000,759.0000,0.0216,19.47,614.0000,0.2866,0.1531,-513.23,-0.2691,-2566.16,-0.2691,-0.0073,-0.2285,-42.6000,-0.2806,-213.0000,-0.2806,-0.0042,-0.1960,-0.10,-0.0054,-172.0000,-0.2801,,,,
