Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,149.60,748.00,0.0026,28.8000,144,0.0046,22.98,130,,,2025-03-31,2025-04-27,211.52,1057.58,0.0035,44.2000,221.0000,0.0063,30.07,172.0000,0.2151,0.0523,-61.92,-0.2927,-309.58,-0.2927,-0.0009,-0.2534,-15.4000,-0.3484,-77.0000,-0.3484,-0.0017,-0.2719,-7.08,-0.2356,-42.0000,-0.2442,,,,
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,119.73,598.67,0.0021,22.4000,112,0.0036,,85,,,2025-03-31,2025-04-27,116.60,583.01,0.0019,19.4000,97.0000,0.0028,,72.0000,0.2639,0.0972,3.13,0.0269,15.66,0.0269,0.0002,0.0840,3.0000,0.1546,15.0000,,0.0008,0.2905,,,13.0000,,,,,
Swirl Soft Serve,5c81ddf65ea7d6a47fd8bbbc27c484aa,37.00,185.00,0.0007,9.6000,48,0.0015,,34,,,2025-03-31,2025-04-27,142.43,712.15,0.0024,30.4000,152.0000,0.0043,13.31,117.0000,0.3590,0.1538,-105.43,-0.7402,-527.15,-0.7402,-0.0017,-0.7258,-20.8000,-0.6842,-104.0000,-0.6842,-0.0028,-0.6470,,,-83.0000,-0.7094,,,,
HUNGRY BYO Cauliflower & Potato Bowl,5ef40fa5b725328d79dc949b816ab4c5,294.00,294.00,0.0010,28.0000,28,0.0009,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Burrito,0ce9930d26d4eadb01c2e82930e01443,64.01,320.03,0.0011,5.2000,26,0.0008,,23,,,2025-03-31,2025-04-27,1401.08,7005.42,0.0234,128.0000,640.0000,0.0182,19.87,551.0000,0.1978,0.0508,-1337.08,-0.9543,-6685.39,-0.9543,-0.0222,-0.9518,-122.8000,-0.9594,-614.0000,-0.9594,-0.0174,-0.9546,,,-528.0000,-0.9583,,,,
Aramark Marriott Spicy Chicken Avocado Bowl,38831841fd381a255fd8bf9341f2faae,609.90,609.90,0.0021,38.0000,38,0.0012,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Fire Hot Sauce (Bottle),7ae3bbc205a3328f25e2d5981234643d,12.00,36.00,0.0001,1.3333,4,0.0001,,4,,,2025-03-31,2025-04-27,27.90,139.50,0.0005,3.2000,16.0000,0.0005,,16.0000,0.3125,0.0000,-15.90,-0.5699,-103.50,-0.7419,-0.0003,-0.7276,-1.8667,-0.5833,-12.0000,,-0.0003,-0.7209,,,-12.0000,,,,,
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,251.94,251.94,0.0009,39.0000,39,0.0012,,0,,,2025-03-31,2025-04-27,555.56,555.56,0.0019,86.0000,86.0000,0.0024,,0.0000,0.0000,0.0000,-303.62,-0.5465,-303.62,-0.5465,-0.0010,-0.5213,-47.0000,-0.5465,-47.0000,,-0.0012,-0.4931,,,0.0000,,,,,
Aramark Tandoori Paneer Bowl,5632e59bde719e60562d9ae604b2d427,1023.40,1023.40,0.0036,68.0000,68,0.0022,,0,,,2025-03-31,2025-04-27,2665.62,2665.62,0.0089,177.0000,177.0000,0.0050,,0.0000,0.0000,0.0000,-1642.22,-0.6161,-1642.22,-0.6161,-0.0053,-0.5947,-109.0000,-0.6158,-109.0000,-0.6158,-0.0029,-0.5707,,,0.0000,,,,,
Aramark Harvest Vegetables Bowl,9688e7194cb1feea9d2b1d125e3ac3c5,138.50,138.50,0.0005,10.0000,10,0.0003,,0,,,2025-03-31,2025-04-27,469.56,939.12,0.0031,34.0000,68.0000,0.0019,,0.0000,0.0000,0.0000,-331.06,-0.7050,-800.62,-0.8525,-0.0026,-0.8443,-24.0000,-0.7059,-58.0000,,-0.0016,-0.8357,,,0.0000,,,,,
Aramark Marriott Tandoori Paneer Bowl,3f8951b8e0b2a47d7de013a64ea174a2,172.48,172.48,0.0006,11.0000,11,0.0003,,0,,,2025-03-31,2025-04-27,1106.72,1106.72,0.0037,72.0000,72.0000,0.0020,,0.0000,0.0000,0.0000,-934.24,-0.8442,-934.24,-0.8442,-0.0031,-0.8355,-61.0000,-0.8472,-61.0000,,-0.0017,-0.8292,,,0.0000,,,,,
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,2.75,5.50,0.0000,6.0000,12,0.0004,,11,,,2025-03-31,2025-04-27,1.34,2.68,0.0000,3.0000,6.0000,0.0002,,4.0000,0.7500,0.2500,1.41,1.0522,2.82,,0.0000,1.1664,3.0000,1.0000,6.0000,,0.0002,1.2339,,,7.0000,,,,,
Aramark Marriott Chicken Tikka Masala,8d5b32e1a1ac90d72c43a4bce72bae6d,469.26,469.26,0.0017,33.0000,33,0.0010,,0,,,2025-03-31,2025-04-27,1137.57,1137.57,0.0038,80.0000,80.0000,0.0023,,0.0000,0.0000,0.0000,-668.31,-0.5875,-668.31,-0.5875,-0.0021,-0.5645,-47.0000,-0.5875,-47.0000,,-0.0012,-0.5389,,,0.0000,,,,,
BYO MARRIOT,d487fb8c91d04496604d78d6feff327c,1649.63,3299.27,0.0116,3.5000,7,0.0002,,2,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurest Premium Bowl,105e6e46e27685dcafd676eb7f082ec9,1153.83,3461.50,0.0122,71.6667,215,0.0068,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Spiced Beef and Chickpea Bowl,8970e7f3fd1aa52d192ea89f6ef5bc79,100.92,100.92,0.0004,12.0000,12,0.0004,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USHOR Mango Lassi,08d5196165a772f3132e80aadba27b4d,72.00,144.00,0.0005,12.0000,24,0.0008,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,8104.38,40521.89,0.1427,703.4000,3517,0.1119,19.60,2795,,,2025-03-31,2025-04-27,6302.60,31512.99,0.1051,594.8000,2974.0000,0.0846,18.61,2271.0000,0.2532,0.1519,1801.78,0.2859,9008.90,0.2859,0.0376,0.3574,108.6000,0.1826,543.0000,0.1826,0.0272,0.3216,0.99,0.0530,524.0000,0.2307,,,,
Blossom Lassi,6c09d93c3dca4c4768fd5830f10d2afb,389.87,1949.34,0.0069,90.0000,450,0.0143,19.86,327,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rupee Lager,c9498895e746193d9ea035f9a81c3e40,128.00,512.00,0.0018,17.0000,68,0.0022,,53,,,2025-03-31,2025-04-27,442.00,1768.00,0.0059,57.5000,230.0000,0.0065,,68.0000,0.1176,0.0588,-314.00,-0.7104,-1256.00,-0.7104,-0.0041,-0.6943,-40.5000,-0.7043,-162.0000,-0.7043,-0.0044,-0.6696,,,-15.0000,,,,,
Offsite Pop-Up Mango Lassi,8c04e63c7ef00004642cfeb2328f26e2,294.00,588.00,0.0021,49.0000,98,0.0031,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homemade Juice,d6f19fa56665e191989db7a893806ea1,670.67,3353.36,0.0118,216.2000,1081,0.0344,21.62,867,,,2025-03-31,2025-04-27,1181.80,5909.01,0.0197,404.0000,2020.0000,0.0575,21.51,1564.0000,0.2129,0.1292,-511.13,-0.4325,-2555.65,-0.4325,-0.0079,-0.4009,-187.8000,-0.4649,-939.0000,-0.4649,-0.0231,-0.4019,0.12,0.0055,-697.0000,-0.4457,,,,
Burrito,19dfcc1e39e0cab78562faa5ab55adbb,412.22,2061.12,0.0073,31.8000,159,0.0051,22.61,135,,,2025-03-31,2025-04-27,256.16,1280.79,0.0043,20.2000,101.0000,0.0029,,88.0000,0.2159,0.0341,156.07,0.6093,780.33,0.6093,0.0030,0.6988,11.6000,0.5743,58.0000,0.5743,0.0022,0.7593,,,47.0000,,,,,
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,2711.24,13556.22,0.0477,206.2000,1031,0.0328,25.37,896,,,2025-03-31,2025-04-27,2586.02,12930.08,0.0431,207.0000,1035.0000,0.0295,30.02,851.0000,0.2585,0.1680,125.23,0.0484,626.14,0.0484,0.0046,0.1067,-0.8000,-0.0039,-4.0000,-0.0039,0.0033,0.1133,-4.65,-0.1550,45.0000,0.0529,,,,
Vanilla Mango Lassi Soft Serve,7d7ff21d8d65e0aec403985229bec204,179.40,897.00,0.0032,43.4000,217,0.0069,9.36,154,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,1224.05,6120.25,0.0216,86.8000,434,0.0138,28.12,387,,,2025-03-31,2025-04-27,48.92,195.69,0.0007,4.2500,17.0000,0.0005,,13.0000,0.2308,0.0769,1175.13,24.0202,5924.56,30.2752,0.0209,32.0149,82.5500,19.4235,417.0000,,0.0133,27.5227,,,374.0000,,,,,
Maine Root Fountain Soda,53b139407870a7205e24a64b2ccf9eb2,497.25,1989.00,0.0070,158.0000,632,0.0201,23.01,526,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samosa Chaat,ed1b49254bb3de73aa66c7b747f245fd,488.50,2442.52,0.0086,89.4000,447,0.0142,20.77,385,,,2025-03-31,2025-04-27,386.26,1931.29,0.0064,70.0000,350.0000,0.0100,22.40,315.0000,0.2000,0.0857,102.25,0.2647,511.23,0.2647,0.0022,0.3351,19.4000,0.2771,97.0000,0.2771,0.0043,0.4272,-1.64,-0.0731,70.0000,0.2222,,,,
Sweet Cardamom Yogurt,ce73831089aa1e7767f4bbc5146ccd31,58.80,294.00,0.0010,18.4000,92,0.0029,,79,,,2025-03-31,2025-04-27,81.72,408.59,0.0014,28.8000,144.0000,0.0041,18.28,122.0000,0.2459,0.0902,-22.92,-0.2805,-114.59,-0.2805,-0.0003,-0.2404,-10.4000,-0.3611,-52.0000,-0.3611,-0.0012,-0.2860,,,-43.0000,-0.3525,,,,
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,16.67,50.00,0.0002,3.6667,11,0.0003,,10,,,2025-03-31,2025-04-27,110.09,550.45,0.0018,31.4000,157.0000,0.0045,9.87,99.0000,0.2929,0.1212,-93.42,-0.8486,-500.45,-0.9092,-0.0017,-0.9041,-27.7333,-0.8832,-146.0000,-0.9299,-0.0041,-0.9217,,,-89.0000,,,,,
Aramark Chicken Bowl,9cf0f29fbbe6a8aa70f146f26519c16b,5456.90,5456.90,0.0192,394.0000,394,0.0125,,0,,,2025-03-31,2025-04-27,3705.23,11115.68,0.0371,267.3333,802.0000,0.0228,,0.0000,0.0000,0.0000,1751.67,0.4728,-5658.78,-0.5091,-0.0179,-0.4818,126.6667,0.4738,-408.0000,-0.5087,-0.0103,-0.4509,,,0.0000,,,,,
Chocolate Chai Soft Serve,78655f7be72fdfe241f44722d389b9a0,88.00,440.00,0.0015,24.4000,122,0.0039,8.80,78,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Water Sparkling Water,bd334657d0647a944bf877236ce1ddf7,64.20,321.00,0.0011,23.8000,119,0.0038,20.56,95,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Spiced Sweet Potato,8225388c3fe824cb6d91feda36d711cb,356.50,356.50,0.0013,46.0000,46,0.0015,,0,,,2025-03-31,2025-04-27,565.75,565.75,0.0019,73.0000,73.0000,0.0021,,0.0000,0.0000,0.0000,-209.25,-0.3699,-209.25,-0.3699,-0.0006,-0.3348,-27.0000,-0.3699,-27.0000,,-0.0006,-0.2960,,,0.0000,,,,,
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,303.20,1516.01,0.0053,24.4000,122,0.0039,17.54,98,,,2025-03-31,2025-04-27,259.00,1295.00,0.0043,20.0000,100.0000,0.0028,,78.0000,0.3974,0.1282,44.20,0.1707,221.01,0.1707,0.0010,0.2358,4.4000,0.2200,22.0000,,0.0010,0.3637,,,20.0000,,,,,
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,3296.70,3296.70,0.0116,222.0000,222,0.0071,,0,,,2025-03-31,2025-04-27,2627.01,7881.03,0.0263,177.0000,531.0000,0.0151,,0.0000,0.0000,0.0000,669.69,0.2549,-4584.33,-0.5817,-0.0147,-0.5584,45.0000,0.2542,-309.0000,-0.5819,-0.0081,-0.5327,,,0.0000,,,,,
Indaba Sauvignon Blanc-gl,c95747c2f48508d23228980862fbc7ec,19.50,39.00,0.0001,3.0000,6,0.0002,,5,,,2025-03-31,2025-04-27,47.50,95.00,0.0003,6.5000,13.0000,0.0004,,7.0000,0.0000,0.0000,-28.00,-0.5895,-56.00,,-0.0002,-0.5666,-3.5000,-0.5385,-7.0000,,-0.0002,-0.4838,,,-2.0000,,,,,
Eurest Mango Lassi,d87057232036bef6add8e36635d0fa32,124.00,372.00,0.0013,20.6667,62,0.0020,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USHOR Bowl,25ffdb49a398fa0d4dccb7d664b8f116,1230.00,2460.00,0.0087,82.0000,164,0.0052,,0,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pick 2 Combo Plate,d12f9ec63617f8719dc1657b8e76514e,36.25,145.00,0.0005,2.5000,10,0.0003,,10,,,2025-03-31,2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borsao Granache-gl,998ea9ae9225821e59f21b9bc4cbfe56,11.00,44.00,0.0002,1.7500,7,0.0002,,5,,,2025-03-31,2025-04-27,17.67,53.00,0.0002,2.3333,7.0000,0.0002,,5.0000,0.0000,0.0000,-6.67,-0.3774,-9.00,,-0.0000,-0.1236,-0.5833,-0.2500,0.0000,,0.0000,0.1206,,,0.0000,,,,,
