Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Aramark Marriott Extra Chicken,6af59d4f9e1522a48fc4d6daeb9f8b03,10.98,10.98,0.0001,3.0000,3,0.0001,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Fire Hot Sauce (Bottle),7ae3bbc205a3328f25e2d5981234643d,27.00,108.00,0.0005,3.0000,12,0.0005,,7,0.1429,0.0000,2024-12-30,2025-01-26,30.60,153.00,0.0008,3.4000,17.0000,0.0008,,16.0000,0.5000,0.0000,-3.60,-0.1176,-45.00,-0.2941,-0.0003,-0.3416,-0.4000,-0.1176,-5.0000,,-0.0003,-0.3193,,,-9.0000,,-0.3571,-0.7143,0.0000,0.0000
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,2681.63,13408.15,0.0681,207.0000,1035,0.0461,22.78,855,0.2433,0.1228,2024-12-30,2025-01-26,2228.98,11144.89,0.0607,185.2000,926.0000,0.0428,20.81,753.0000,0.2736,0.1421,452.65,0.2031,2263.26,0.2031,0.0074,0.1222,21.8000,0.1177,109.0000,0.1177,0.0033,0.0770,1.97,0.0947,102.0000,0.1355,-0.0303,-0.1107,-0.0193,-0.1358
Kingfisher,ac4b1052eb1e709f36c70fd1f6f49be8,57.00,114.00,0.0006,13.5000,27,0.0012,,20,0.2000,0.1000,2024-12-30,2025-01-26,20.13,60.38,0.0003,4.3333,13.0000,0.0006,,10.0000,0.4000,0.1000,36.87,1.8321,53.62,,0.0003,0.7611,9.1667,2.1154,14.0000,,0.0006,1.0017,,,10.0000,,-0.2000,-0.5000,0.0000,0.0000
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,836.76,4183.80,0.0213,68.2000,341,0.0152,19.76,272,0.3787,0.1838,2024-12-30,2025-01-26,1117.25,5586.27,0.0304,94.4000,472.0000,0.0218,17.08,373.0000,0.3887,0.1877,-280.49,-0.2511,-1402.47,-0.2511,-0.0092,-0.3014,-26.2000,-0.2775,-131.0000,-0.2775,-0.0066,-0.3039,2.68,0.1567,-101.0000,-0.2708,-0.0101,-0.0259,-0.0038,-0.0205
Mont Gravet Rose-gl,164ba12383ac667eb06ece5c9fccfefd,14.50,29.00,0.0001,2.0000,4,0.0002,,4,0.2500,0.0000,2024-12-30,2025-01-26,15.50,62.00,0.0003,2.5000,10.0000,0.0005,,8.0000,0.1250,0.1250,-1.00,-0.0645,-33.00,,-0.0002,-0.5637,-0.5000,-0.2000,-6.0000,,-0.0003,-0.6156,,,-4.0000,,0.1250,1.0000,-0.1250,-1.0000
HUNGRY Grains,b67b1b2b7a9bd2b0c3164da711efaaf0,75.00,75.00,0.0004,5.0000,5,0.0002,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,1391.57,6957.84,0.0354,280.2000,1401,0.0624,22.07,1019,0.2414,0.1511,2024-12-30,2025-01-26,1279.35,6396.74,0.0348,285.4000,1427.0000,0.0660,29.93,961.0000,0.2591,0.1904,112.22,0.0877,561.10,0.0877,0.0005,0.0146,-5.2000,-0.0182,-26.0000,-0.0182,-0.0036,-0.0540,-7.86,-0.2627,58.0000,0.0604,-0.0177,-0.0683,-0.0393,-0.2064
Paneer Butter Masala,529fd125fd5bc47236ae9c0242d971ee,311.38,1556.90,0.0079,24.2000,121,0.0054,25.80,104,0.1923,0.0385,2024-12-30,2025-01-26,11.65,11.65,0.0001,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,299.73,25.7279,1545.25,,0.0078,123.6524,23.2000,23.2000,120.0000,,0.0053,116.2391,,,103.0000,,0.1923,0.0000,0.0385,0.0000
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,71.00,355.00,0.0018,19.8000,99,0.0044,,69,0.1594,0.0145,2024-12-30,2025-01-26,65.49,327.47,0.0018,13.8000,69.0000,0.0032,,63.0000,0.1905,0.0794,5.51,0.0841,27.53,0.0841,0.0000,0.0112,6.0000,0.4348,30.0000,,0.0012,0.3826,,,6.0000,,-0.0311,-0.1630,-0.0649,-0.8174
Olipop - Cola,4d0b025abdd9a6e15ab6db940ec09ec9,57.75,288.75,0.0015,17.0000,85,0.0038,,74,0.1351,0.0270,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Lassi,6c09d93c3dca4c4768fd5830f10d2afb,5.50,5.50,0.0000,12.0000,12,0.0005,,1,1.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Lassi,848bdd83bf207aa9ceca2927f4112998,11.25,45.00,0.0002,1.5000,6,0.0003,,6,0.0000,0.0000,2024-12-30,2025-01-26,56.57,282.84,0.0015,7.0000,35.0000,0.0016,,29.0000,0.1379,0.0690,-45.32,-0.8011,-237.84,-0.8409,-0.0013,-0.8516,-5.5000,-0.7857,-29.0000,,-0.0014,-0.8351,,,-23.0000,,-0.1379,-1.0000,-0.0690,-1.0000
Fooda Aramark Eurest Masala Chai Cookies,99f7266c90ada61b8b7d53f6da93de65,7.50,7.50,0.0000,3.0000,3,0.0001,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Lamb Bowl,6e3e799a4f29f2f1d4705368c65c296e,990.00,990.00,0.0050,60.0000,60,0.0027,,0,0.0000,0.0000,2024-12-30,2025-01-26,825.00,825.00,0.0045,50.0000,50.0000,0.0023,,0.0000,0.0000,0.0000,165.00,0.2000,165.00,0.2000,0.0005,0.1193,10.0000,0.2000,10.0000,,0.0004,0.1561,,,0.0000,,0.0000,0.0000,0.0000,0.0000
LaCroix - Lime,faf62b12fed0aaa5f2949360cbaacec8,19.95,19.95,0.0001,7.0000,7,0.0003,,7,0.1429,0.0000,2024-12-30,2025-01-26,27.07,108.30,0.0006,9.7500,39.0000,0.0018,,37.0000,0.2973,0.0541,-7.12,-0.2632,-88.35,-0.8158,-0.0005,-0.8282,-2.7500,-0.2821,-32.0000,,-0.0015,-0.8271,,,-30.0000,,-0.1544,-0.5195,-0.0541,-1.0000
Aramark Marriott Extra Harvest Veggies,4295b38b8db3be07ece999d1a27464c6,65.88,65.88,0.0003,18.0000,18,0.0008,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,267.38,1336.91,0.0068,140.0000,700,0.0312,22.66,511,0.2427,0.1233,2024-12-30,2025-01-26,196.93,984.67,0.0054,96.0000,480.0000,0.0222,22.43,395.0000,0.2354,0.1063,70.45,0.3577,352.24,0.3577,0.0014,0.2664,44.0000,0.4583,220.0000,0.4583,0.0090,0.4051,0.23,0.0101,116.0000,0.2937,0.0072,0.0307,0.0170,0.1595
Aramark Marriott Chicken Curry Bowl,39ad98dff9725e094b5847c34e1cc598,440.82,440.82,0.0022,31.0000,31,0.0014,,0,0.0000,0.0000,2024-12-30,2025-01-26,1633.76,1633.76,0.0089,115.0000,115.0000,0.0053,,0.0000,0.0000,0.0000,-1192.94,-0.7302,-1192.94,-0.7302,-0.0067,-0.7483,-84.0000,-0.7304,-84.0000,-0.7304,-0.0039,-0.7402,,,0.0000,,0.0000,0.0000,0.0000,0.0000
LaCroix - Grapefruit,f4c503509996a4d89dcff32e616b5b80,15.20,45.60,0.0002,5.3333,16,0.0007,,15,0.0000,0.0000,2024-12-30,2025-01-26,29.82,119.27,0.0006,11.2500,45.0000,0.0021,,38.0000,0.2632,0.0789,-14.62,-0.4902,-73.67,-0.6177,-0.0004,-0.6434,-5.9167,-0.5259,-29.0000,,-0.0014,-0.6574,,,-23.0000,,-0.2632,-1.0000,-0.0789,-1.0000
Roti,c939c164798efd50698e30c2a594b2d4,8.18,16.35,0.0001,5.5000,11,0.0005,,4,0.5000,0.2500,2024-12-30,2025-01-26,4.00,12.00,0.0001,2.6667,8.0000,0.0004,,7.0000,0.2857,0.0000,4.18,1.0438,4.35,,0.0000,0.2709,2.8333,1.0625,3.0000,,0.0001,0.3243,,,-3.0000,,0.2143,0.7500,0.2500,0.0000
White Claw Ruby Grapefruit,05177b7de4ad14b1affb6d7163cd33cf,23.00,23.00,0.0001,5.0000,5,0.0002,,5,0.0000,0.0000,2024-12-30,2025-01-26,10.00,10.00,0.0001,2.0000,2.0000,0.0001,,2.0000,1.0000,0.0000,13.00,1.3000,13.00,,0.0001,1.1453,3.0000,1.5000,3.0000,,0.0001,1.3978,,,3.0000,,-1.0000,-1.0000,0.0000,0.0000
Aramark Marriott Avocado,a2d83aafd0b910b46651aa44f6865672,47.50,47.50,0.0002,19.0000,19,0.0008,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USHOR Bowl,25ffdb49a398fa0d4dccb7d664b8f116,4335.00,4335.00,0.0220,289.0000,289,0.0129,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,1772.35,8861.73,0.0450,138.2000,691,0.0308,22.84,588,0.2500,0.1361,2024-12-30,2025-01-26,1399.56,6997.79,0.0381,113.6000,568.0000,0.0263,23.31,470.0000,0.2979,0.1702,372.79,0.2664,1863.94,0.2664,0.0069,0.1812,24.6000,0.2165,123.0000,0.2165,0.0045,0.1722,-0.47,-0.0202,118.0000,0.2511,-0.0479,-0.1607,-0.0342,-0.2007
Rupee Lager,c9498895e746193d9ea035f9a81c3e40,55.00,220.00,0.0011,7.5000,30,0.0013,,28,0.1071,0.0357,2024-12-30,2025-01-26,58.40,175.20,0.0010,8.0000,24.0000,0.0011,,19.0000,0.2632,0.1579,-3.40,-0.0582,44.80,0.2557,0.0002,0.1713,-0.5000,-0.0625,6.0000,,0.0002,0.2045,,,9.0000,,-0.1560,-0.5929,-0.1222,-0.7738
USHOR Mango Lassi,08d5196165a772f3132e80aadba27b4d,72.00,72.00,0.0004,12.0000,12,0.0005,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Marriott BYO Chicken Bowl,f351249659d93d739d7a2873d0c5cd18,611.46,611.46,0.0031,43.0000,43,0.0019,,0,0.0000,0.0000,2024-12-30,2025-01-26,653.53,653.53,0.0036,46.0000,46.0000,0.0021,,0.0000,0.0000,0.0000,-42.07,-0.0644,-42.07,-0.0644,-0.0005,-0.1273,-3.0000,-0.0652,-3.0000,,-0.0002,-0.0996,,,0.0000,,0.0000,0.0000,0.0000,0.0000
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,4.00,4.00,0.0000,8.0000,8,0.0004,,6,0.0000,0.0000,2024-12-30,2025-01-26,1.67,5.00,0.0000,3.3333,10.0000,0.0005,,9.0000,0.5556,0.2222,2.33,1.4000,-1.00,,-0.0000,-0.2538,4.6667,1.4000,-2.0000,,-0.0001,-0.2289,,,-3.0000,,-0.5556,-1.0000,-0.2222,-1.0000
Fresh Young Coconut,a2c7e426db993ca42549fef34557ea24,14.00,56.00,0.0003,1.7500,7,0.0003,,7,0.1429,0.0000,2024-12-30,2025-01-26,70.95,354.74,0.0019,10.0000,50.0000,0.0023,,44.0000,0.1818,0.0682,-56.95,-0.8027,-298.74,-0.8421,-0.0016,-0.8528,-8.2500,-0.8250,-43.0000,,-0.0020,-0.8651,,,-37.0000,,-0.0390,-0.2143,-0.0682,-1.0000
Eurest APL Premium Bowl,5a4b4337af0e6c18a29cbff816f4f90b,334.80,334.80,0.0017,20.0000,20,0.0009,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter Chicken,9c31e042dca639957d77cf56d13f5e1d,1567.80,7839.00,0.0398,114.6000,573,0.0255,26.62,495,0.1737,0.0727,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,1399.16,6995.82,0.0355,105.6000,528,0.0235,23.85,436,0.2041,0.0780,2024-12-30,2025-01-26,909.09,4545.43,0.0248,72.2000,361.0000,0.0167,24.21,313.0000,0.2524,0.0703,490.08,0.5391,2450.39,0.5391,0.0108,0.4356,33.4000,0.4626,167.0000,0.4626,0.0068,0.4093,-0.37,-0.0151,123.0000,0.3930,-0.0483,-0.1912,0.0077,0.1095
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,89.93,449.63,0.0023,16.0000,80,0.0036,,62,0.3226,0.0645,2024-12-30,2025-01-26,99.34,496.68,0.0027,16.8000,84.0000,0.0039,,58.0000,0.3276,0.1552,-9.41,-0.0947,-47.05,-0.0947,-0.0004,-0.1556,-0.8000,-0.0476,-4.0000,,-0.0003,-0.0824,,,4.0000,,-0.0050,-0.0153,-0.0907,-0.5842
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,87.00,435.00,0.0022,18.6000,93,0.0041,,80,0.2000,0.0750,2024-12-30,2025-01-26,78.76,393.79,0.0021,37.4000,187.0000,0.0086,,80.0000,0.2750,0.0625,8.24,0.1046,41.21,0.1046,0.0001,0.0304,-18.8000,-0.5027,-94.0000,-0.5027,-0.0045,-0.5208,,,0.0000,,-0.0750,-0.2727,0.0125,0.2000
Masala Chai Cookies,25a7af37faf799e0226041f2b0b2e282,148.62,743.09,0.0038,67.6000,338,0.0151,67.48,225,0.2311,0.0889,2024-12-30,2025-01-26,140.18,700.88,0.0038,70.6000,353.0000,0.0163,58.61,202.0000,0.2574,0.1188,8.44,0.0602,42.21,0.0602,-0.0000,-0.0111,-3.0000,-0.0425,-15.0000,-0.0425,-0.0013,-0.0774,8.87,0.1514,23.0000,0.1139,-0.0263,-0.1022,-0.0299,-0.2519
Swirl Soft Serve,5c81ddf65ea7d6a47fd8bbbc27c484aa,30.00,150.00,0.0008,6.8000,34,0.0015,,25,0.2400,0.0800,2024-12-30,2025-01-26,53.00,265.00,0.0014,12.6000,63.0000,0.0029,,42.0000,0.3571,0.1429,-23.00,-0.4340,-115.00,-0.4340,-0.0007,-0.4720,-5.8000,-0.4603,-29.0000,,-0.0014,-0.4801,,,-17.0000,,-0.1171,-0.3280,-0.0629,-0.4400
Sweet Cardamom Yogurt,ce73831089aa1e7767f4bbc5146ccd31,55.92,279.61,0.0014,17.4000,87,0.0039,,70,0.2857,0.0857,2024-12-30,2025-01-26,52.22,261.11,0.0014,19.2000,96.0000,0.0044,,58.0000,0.3448,0.2069,3.70,0.0709,18.50,0.0709,-0.0000,-0.0012,-1.8000,-0.0938,-9.0000,,-0.0006,-0.1268,,,12.0000,,-0.0591,-0.1714,-0.1212,-0.5857
Side of Grain,343ce46c5489f43ec64a165e5323783f,18.00,90.00,0.0005,6.2000,31,0.0014,,24,0.2500,0.0417,2024-12-30,2025-01-26,37.71,188.55,0.0010,12.8000,64.0000,0.0030,,43.0000,0.4884,0.2558,-19.71,-0.5227,-98.55,-0.5227,-0.0006,-0.5548,-6.6000,-0.5156,-33.0000,,-0.0016,-0.5331,,,-19.0000,,-0.2384,-0.4881,-0.2141,-0.8371
Vanilla Mango Lassi Soft Serve,7d7ff21d8d65e0aec403985229bec204,83.00,415.00,0.0021,21.0000,105,0.0047,,67,0.1791,0.0896,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bag,f6b5ab5a96e017f867590689d1e594a0,0.40,1.21,0.0000,40.3333,121,0.0054,17.31,120,0.4000,0.0417,2024-12-30,2025-01-26,0.00,0.00,0.0000,1.5000,3.0000,0.0001,,3.0000,0.3333,0.0000,0.40,0.0000,1.21,,0.0000,0.0000,38.8333,25.8889,118.0000,,0.0053,37.7986,,,117.0000,,0.0667,0.2000,0.0417,0.0000
Indaba Sauvignon Blanc-gl,c95747c2f48508d23228980862fbc7ec,21.00,42.00,0.0002,3.0000,6,0.0003,,5,0.2000,0.0000,2024-12-30,2025-01-26,8.00,8.00,0.0000,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,13.00,1.6250,34.00,,0.0002,3.8969,2.0000,2.0000,5.0000,,0.0002,4.8043,,,4.0000,,0.2000,0.0000,0.0000,0.0000
Aramark Marriott Spicy Chicken Avocado Bowl,38831841fd381a255fd8bf9341f2faae,353.10,353.10,0.0018,22.0000,22,0.0010,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
