Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Spindrift - Grapefruit,7eb389cafb173c3fe430a2ef7af062b5,73.16,365.80,0.0019,27.6000,138,0.0062,25.14,113,0.1593,0.0531,2024-12-30,2025-01-26,64.20,320.98,0.0017,23.6000,118.0000,0.0055,22.26,109.0000,0.1651,0.0459,8.96,0.1396,44.82,0.1396,0.0001,0.0630,4.0000,0.1695,20.0000,0.1695,0.0007,0.1268,2.88,0.1293,4.0000,0.0367,-0.0058,-0.0354,0.0072,0.1575
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,1109.38,5546.89,0.0282,82.2000,411,0.0183,27.04,340,0.1706,0.0882,2024-12-30,2025-01-26,34.95,69.90,0.0004,3.0000,6.0000,0.0003,,6.0000,0.0000,0.0000,1074.43,30.7419,5476.99,,0.0278,73.0182,79.2000,26.4000,405.0000,,0.0180,64.8885,,,334.0000,,0.1706,0.0000,0.0882,0.0000
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,95.14,475.68,0.0024,26.8000,134,0.0060,25.10,121,0.1653,0.0248,2024-12-30,2025-01-26,78.04,390.19,0.0021,22.2000,111.0000,0.0051,25.71,97.0000,0.1856,0.0206,17.10,0.2191,85.49,0.2191,0.0003,0.1371,4.6000,0.2072,23.0000,0.2072,0.0008,0.1632,-0.62,-0.0240,24.0000,,-0.0203,-0.1093,0.0042,0.2024
Spicy Chicken Burrito,0f9c19dd694d3299d402c77c69c32f52,102.30,511.52,0.0026,8.8000,44,0.0020,,35,0.2571,0.0571,2024-12-30,2025-01-26,516.27,2581.35,0.0141,41.8000,209.0000,0.0097,22.83,182.0000,0.2418,0.1099,-413.97,-0.8018,-2069.83,-0.8018,-0.0115,-0.8152,-33.0000,-0.7895,-165.0000,-0.7895,-0.0077,-0.7971,,,-147.0000,-0.8077,0.0154,0.0636,-0.0527,-0.4800
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,38.76,193.80,0.0010,8.4000,42,0.0019,,31,0.4194,0.2258,2024-12-30,2025-01-26,46.98,187.94,0.0010,9.2500,37.0000,0.0017,,25.0000,0.4800,0.3200,-8.23,-0.1751,5.86,0.0312,-0.0000,-0.0382,-0.8500,-0.0919,5.0000,,0.0002,0.0941,,,6.0000,,-0.0606,-0.1263,-0.0942,-0.2944
Chips + Chutney,405726360fa559701e5084184da18f6a,9.00,9.00,0.0000,3.0000,3,0.0001,,2,1.0000,0.5000,2024-12-30,2025-01-26,24.80,124.00,0.0007,8.0000,40.0000,0.0019,,37.0000,0.1892,0.1081,-15.80,-0.6371,-115.00,-0.9274,-0.0006,-0.9323,-5.0000,-0.6250,-37.0000,,-0.0017,-0.9276,,,-35.0000,,0.8108,4.2857,0.3919,3.6250
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,15.30,45.90,0.0002,3.0000,9,0.0004,,6,0.3333,0.0000,2024-12-30,2025-01-26,8.50,25.50,0.0001,1.6667,5.0000,0.0002,,5.0000,0.0000,0.0000,6.80,0.8000,20.40,,0.0001,0.6790,1.3333,0.8000,4.0000,,0.0002,0.7359,,,1.0000,,0.3333,0.0000,0.0000,0.0000
Aramark Marriott BYO Harvest Veg Bowl,627a4bf5a73627cda4e20bf100369d99,42.66,42.66,0.0002,3.0000,3,0.0001,,0,0.0000,0.0000,2024-12-30,2025-01-26,326.66,326.66,0.0018,23.0000,23.0000,0.0011,,0.0000,0.0000,0.0000,-284.00,-0.8694,-284.00,-0.8694,-0.0016,-0.8782,-20.0000,-0.8696,-20.0000,,-0.0009,-0.8741,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Open Water Still Water,924a62abf03e0973f0882c9bc80cf78d,74.52,372.60,0.0019,28.0000,140,0.0062,22.57,108,0.2130,0.1019,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,479.27,2396.35,0.0122,39.4000,197,0.0088,24.90,162,0.1728,0.0988,2024-12-30,2025-01-26,376.87,1884.33,0.0103,31.0000,155.0000,0.0072,23.20,131.0000,0.2748,0.1221,102.40,0.2717,512.02,0.2717,0.0019,0.1862,8.4000,0.2710,42.0000,0.2710,0.0016,0.2247,1.70,0.0731,31.0000,0.2366,-0.1020,-0.3711,-0.0234,-0.1914
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,770.42,3852.09,0.0196,63.2000,316,0.0141,23.03,222,0.2162,0.1081,2024-12-30,2025-01-26,628.59,3142.97,0.0171,50.4000,252.0000,0.0117,23.94,220.0000,0.2091,0.1000,141.82,0.2256,709.12,0.2256,0.0025,0.1432,12.8000,0.2540,64.0000,0.2540,0.0024,0.2082,-0.90,-0.0378,2.0000,0.0091,0.0071,0.0341,0.0081,0.0811
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,63.80,319.00,0.0016,13.0000,65,0.0029,,51,0.1961,0.0196,2024-12-30,2025-01-26,65.52,327.62,0.0018,14.0000,70.0000,0.0032,,61.0000,0.2131,0.0656,-1.72,-0.0263,-8.62,-0.0263,-0.0002,-0.0918,-1.0000,-0.0714,-5.0000,,-0.0003,-0.1053,,,-10.0000,,-0.0170,-0.0799,-0.0460,-0.7010
Mumbai Mule,67d1bfb9997e4b071ac784559db138e7,20.00,20.00,0.0001,2.0000,2,0.0001,,2,0.0000,0.0000,2024-12-30,2025-01-26,18.50,92.50,0.0005,2.8000,14.0000,0.0006,,12.0000,0.3333,0.0000,1.50,0.0811,-72.50,,-0.0004,-0.7983,-0.8000,-0.2857,-12.0000,,-0.0006,-0.8627,,,-10.0000,,-0.3333,-1.0000,0.0000,0.0000
Territory Coconut Curry Chickpeas,56c1e2887ea6a5737fd62057b175a642,114.72,114.72,0.0006,16.0000,16,0.0007,,0,0.0000,0.0000,2024-12-30,2025-01-26,129.06,129.06,0.0007,18.0000,18.0000,0.0008,,0.0000,0.0000,0.0000,-14.34,-0.1111,-14.34,-0.1111,-0.0001,-0.1709,-2.0000,-0.1111,-2.0000,,-0.0001,-0.1441,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,75.52,377.59,0.0019,30.0000,150,0.0067,20.59,105,0.2476,0.1333,2024-12-30,2025-01-26,57.57,287.85,0.0016,20.8000,104.0000,0.0048,25.04,97.0000,0.2062,0.0722,17.95,0.3118,89.74,0.3118,0.0004,0.2235,9.2000,0.4423,46.0000,0.4423,0.0019,0.3898,-4.45,-0.1777,8.0000,,0.0414,0.2009,0.0612,0.8476
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,548.43,2742.14,0.0139,226.4000,1132,0.0505,20.89,847,0.2491,0.1499,2024-12-30,2025-01-26,540.37,2701.86,0.0147,218.2000,1091.0000,0.0505,20.98,838.0000,0.2578,0.1444,8.06,0.0149,40.28,0.0149,-0.0008,-0.0533,8.2000,0.0376,41.0000,0.0376,-0.0000,-0.0003,-0.09,-0.0043,9.0000,0.0107,-0.0086,-0.0335,0.0056,0.0384
Cucumber Raita,b6aef261062648a464a75abf3a88d636,44.27,221.36,0.0011,16.0000,80,0.0036,,61,0.1803,0.0820,2024-12-30,2025-01-26,15.00,75.00,0.0004,5.4000,27.0000,0.0012,,23.0000,0.2609,0.0435,29.27,1.9515,146.36,,0.0007,1.7530,10.6000,1.9630,53.0000,,0.0023,1.8543,,,38.0000,,-0.0805,-0.3087,0.0385,0.8853
Burrito,19dfcc1e39e0cab78562faa5ab55adbb,232.71,1163.55,0.0059,18.4000,92,0.0041,,81,0.2593,0.0617,2024-12-30,2025-01-26,151.23,756.17,0.0041,13.6000,68.0000,0.0031,,52.0000,0.3077,0.0769,81.48,0.5387,407.38,0.5387,0.0018,0.4353,4.8000,0.3529,24.0000,,0.0010,0.3037,,,29.0000,,-0.0484,-0.1574,-0.0152,-0.1975
Territory Sesame Peanut Noodle,4b6d98a10d0fb75d660e034ff484a476,400.64,400.64,0.0020,64.0000,64,0.0029,,0,0.0000,0.0000,2024-12-30,2025-01-26,287.96,287.96,0.0016,46.0000,46.0000,0.0021,,0.0000,0.0000,0.0000,112.68,0.3913,112.68,0.3913,0.0005,0.2977,18.0000,0.3913,18.0000,,0.0007,0.3402,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,2867.98,2867.98,0.0146,193.0000,193,0.0086,,0,0.0000,0.0000,2024-12-30,2025-01-26,899.03,1798.06,0.0098,60.5000,121.0000,0.0056,,0.0000,0.0000,0.0000,1968.95,2.1901,1069.92,0.5950,0.0048,0.4878,132.5000,2.1901,72.0000,0.5950,0.0030,0.5367,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Harvest Vegetables Bowl,9688e7194cb1feea9d2b1d125e3ac3c5,83.16,83.16,0.0004,6.0000,6,0.0003,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,183.22,916.10,0.0047,39.0000,195,0.0087,21.79,141,0.1489,0.0567,2024-12-30,2025-01-26,123.63,618.14,0.0034,34.4000,172.0000,0.0080,17.32,120.0000,0.1667,0.0417,59.59,0.4820,297.96,0.4820,0.0013,0.3824,4.6000,0.1337,23.0000,0.1337,0.0007,0.0924,4.47,0.2581,21.0000,0.1750,-0.0177,-0.1064,0.0151,0.3617
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,1703.80,8519.01,0.0433,142.8000,714,0.0318,21.30,570,0.2140,0.1140,2024-12-30,2025-01-26,1038.19,5190.94,0.0283,93.6000,468.0000,0.0216,20.35,395.0000,0.2203,0.0861,665.61,0.6411,3328.07,0.6411,0.0150,0.5308,49.2000,0.5256,246.0000,0.5256,0.0102,0.4700,0.95,0.0468,175.0000,0.4430,-0.0062,-0.0282,0.0280,0.3248
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,196.42,982.10,0.0050,15.8000,79,0.0035,,70,0.4286,0.1571,2024-12-30,2025-01-26,263.58,1317.90,0.0072,21.2000,106.0000,0.0049,,91.0000,0.3956,0.0659,-67.16,-0.2548,-335.80,-0.2548,-0.0022,-0.3049,-5.4000,-0.2547,-27.0000,-0.2547,-0.0014,-0.2819,,,-21.0000,,0.0330,0.0833,0.0912,1.3833
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,50.00,150.00,0.0008,12.3333,37,0.0016,,23,0.1739,0.0000,2024-12-30,2025-01-26,146.20,731.00,0.0040,39.0000,195.0000,0.0090,16.90,108.0000,0.2130,0.1019,-96.20,-0.6580,-581.00,-0.7948,-0.0032,-0.8086,-26.6667,-0.6838,-158.0000,-0.8103,-0.0074,-0.8172,,,-85.0000,-0.7870,-0.0391,-0.1834,-0.1019,-1.0000
Territory Ginger Curry Beef with Lemon Rice,038d29e5df63b8025e2c131c47b2cca1,486.20,486.20,0.0025,55.0000,55,0.0025,,0,0.0000,0.0000,2024-12-30,2025-01-26,380.12,380.12,0.0021,43.0000,43.0000,0.0020,,0.0000,0.0000,0.0000,106.08,0.2791,106.08,0.2791,0.0004,0.1931,12.0000,0.2791,12.0000,,0.0005,0.2323,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Spicy Peanut Noodle Bowl,f32b2b8ca579af2c075862176a0ea7a2,537.66,537.66,0.0027,58.0000,58,0.0026,,0,0.0000,0.0000,2024-12-30,2025-01-26,787.95,787.95,0.0043,85.0000,85.0000,0.0039,,0.0000,0.0000,0.0000,-250.29,-0.3176,-250.29,-0.3176,-0.0016,-0.3635,-27.0000,-0.3176,-27.0000,,-0.0013,-0.3426,,,0.0000,,0.0000,0.0000,0.0000,0.0000
HUNGRY Toppings,a379e37635c5f1713bd49e951e27dce4,72.00,72.00,0.0004,4.0000,4,0.0002,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,44.76,223.81,0.0011,10.2000,51,0.0023,,50,0.2000,0.0200,2024-12-30,2025-01-26,58.71,293.57,0.0016,13.6000,68.0000,0.0031,,62.0000,0.1935,0.0323,-13.95,-0.2376,-69.76,-0.2376,-0.0005,-0.2889,-3.4000,-0.2500,-17.0000,,-0.0009,-0.2773,,,-12.0000,,0.0065,0.0333,-0.0123,-0.3800
Kids BYO,66c163b662cda637cb2478e2112386c7,384.80,1923.99,0.0098,55.6000,278,0.0124,21.52,205,0.3073,0.2293,2024-12-30,2025-01-26,498.59,2492.96,0.0136,72.8000,364.0000,0.0168,22.59,237.0000,0.2954,0.2152,-113.79,-0.2282,-568.97,-0.2282,-0.0038,-0.2801,-17.2000,-0.2363,-86.0000,-0.2363,-0.0044,-0.2641,-1.07,-0.0474,-32.0000,-0.1350,0.0120,0.0405,0.0141,0.0654
Harvest Chicken Bowl,9fc12ff30ff414536e6f6d0bf1d8c0ef,21.05,105.25,0.0005,2.8000,14,0.0006,,8,0.2500,0.0000,2024-12-30,2025-01-26,489.78,2448.90,0.0133,39.2000,196.0000,0.0091,24.53,176.0000,0.2614,0.1023,-468.73,-0.9570,-2343.65,-0.9570,-0.0128,-0.9599,-36.4000,-0.9286,-182.0000,-0.9286,-0.0084,-0.9312,,,-168.0000,-0.9545,-0.0114,-0.0435,-0.1023,-1.0000
Chocolate Chai Soft Serve,78655f7be72fdfe241f44722d389b9a0,39.00,195.00,0.0010,13.0000,65,0.0029,,35,0.2571,0.0857,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,18.33,55.00,0.0003,3.6667,11,0.0005,,9,0.2222,0.0000,2024-12-30,2025-01-26,65.69,328.43,0.0018,18.0000,90.0000,0.0042,,56.0000,0.3571,0.1071,-47.35,-0.7209,-273.43,-0.8325,-0.0015,-0.8438,-14.3333,-0.7963,-79.0000,,-0.0037,-0.8823,,,-47.0000,,-0.1349,-0.3778,-0.1071,-1.0000
Aramark Marriott Chicken Tikka Masala,8d5b32e1a1ac90d72c43a4bce72bae6d,995.40,995.40,0.0051,70.0000,70,0.0031,,0,0.0000,0.0000,2024-12-30,2025-01-26,1363.83,1363.83,0.0074,96.0000,96.0000,0.0044,,0.0000,0.0000,0.0000,-368.43,-0.2701,-368.43,-0.2701,-0.0024,-0.3192,-26.0000,-0.2708,-26.0000,,-0.0013,-0.2973,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Marriott Tandoori Paneer Bowl,3f8951b8e0b2a47d7de013a64ea174a2,642.88,642.88,0.0033,41.0000,41,0.0018,,0,0.0000,0.0000,2024-12-30,2025-01-26,626.72,626.72,0.0034,40.0000,40.0000,0.0019,,0.0000,0.0000,0.0000,16.16,0.0258,16.16,0.0258,-0.0001,-0.0432,1.0000,0.0250,1.0000,,-0.0000,-0.0124,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,8738.57,43692.87,0.2220,696.8000,3484,0.1553,18.64,2518,0.3245,0.2299,2024-12-30,2025-01-26,9679.72,48398.61,0.2636,806.8000,4034.0000,0.1866,18.40,2793.0000,0.3230,0.2538,-941.15,-0.0972,-4705.74,-0.0972,-0.0416,-0.1579,-110.0000,-0.1363,-550.0000,-0.1363,-0.0313,-0.1678,0.24,0.0133,-275.0000,-0.0985,0.0015,0.0047,-0.0239,-0.0942
Samosa Chaat,ed1b49254bb3de73aa66c7b747f245fd,364.64,1823.20,0.0093,69.4000,347,0.0155,19.58,267,0.2210,0.1198,2024-12-30,2025-01-26,180.43,902.16,0.0049,34.6000,173.0000,0.0080,21.05,135.0000,0.2815,0.1556,184.21,1.0209,921.04,1.0209,0.0043,0.8850,34.8000,1.0058,174.0000,1.0058,0.0075,0.9326,-1.47,-0.0697,132.0000,0.9778,-0.0605,-0.2150,-0.0357,-0.2295
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,172.80,864.00,0.0044,14.2000,71,0.0032,,59,0.2373,0.0508,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Tandoori Paneer Bowl,5632e59bde719e60562d9ae604b2d427,828.30,828.30,0.0042,55.0000,55,0.0025,,0,0.0000,0.0000,2024-12-30,2025-01-26,753.00,753.00,0.0041,50.0000,50.0000,0.0023,,0.0000,0.0000,0.0000,75.30,0.1000,75.30,0.1000,0.0001,0.0260,5.0000,0.1000,5.0000,,0.0001,0.0597,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Gift Card,e9baacf6e24fcad141d621243a818dcb,130.00,130.00,0.0007,3.0000,3,0.0001,,2,0.5000,0.5000,2024-12-30,2025-01-26,137.50,275.00,0.0015,2.0000,4.0000,0.0002,,3.0000,0.0000,0.0000,-7.50,-0.0545,-145.00,-0.5273,-0.0008,-0.5591,1.0000,0.5000,-1.0000,,-0.0001,-0.2757,,,-1.0000,,0.5000,0.0000,0.5000,0.0000
Territory Spiced Beef and Chickpea Bowl,8970e7f3fd1aa52d192ea89f6ef5bc79,260.71,260.71,0.0013,31.0000,31,0.0014,,0,0.0000,0.0000,2024-12-30,2025-01-26,109.33,109.33,0.0006,13.0000,13.0000,0.0006,,0.0000,0.0000,0.0000,151.38,1.3846,151.38,1.3846,0.0007,1.2243,18.0000,1.3846,18.0000,,0.0008,1.2995,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Eurest APL Double Protein,f93b5c2041a8beb0952ef3dd9b04455d,36.80,36.80,0.0002,2.0000,2,0.0001,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY Mains,74e7de0f09101a7be561b5d3d3058564,402.00,402.00,0.0020,7.0000,7,0.0003,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cauliflower + Quinoa,9e1e06a082e1a9f97e7cde96e99f413d,830.27,4151.33,0.0211,72.0000,360,0.0160,23.45,294,0.2381,0.1088,2024-12-30,2025-01-26,437.27,2186.35,0.0119,42.8000,214.0000,0.0099,21.89,173.0000,0.3064,0.1387,393.00,0.8987,1964.98,0.8987,0.0092,0.7711,29.2000,0.6822,146.0000,0.6822,0.0061,0.6209,1.57,0.0715,121.0000,0.6994,-0.0683,-0.2228,-0.0299,-0.2154
Olipop - Root Beer,c16064aeb99eec0b8f7e38e0536ef4cd,72.50,217.50,0.0011,21.6667,65,0.0029,,57,0.2456,0.0175,2024-12-30,2025-01-26,82.49,412.45,0.0022,23.4000,117.0000,0.0054,25.77,102.0000,0.1667,0.0294,-9.99,-0.1211,-194.95,-0.4727,-0.0011,-0.5081,-1.7333,-0.0741,-52.0000,-0.4444,-0.0025,-0.4647,,,-45.0000,-0.4412,0.0789,0.4737,-0.0119,-0.4035
Offsite Pop-Up Mango Lassi,8c04e63c7ef00004642cfeb2328f26e2,222.00,444.00,0.0023,37.0000,74,0.0033,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramark Chicken Bowl,9cf0f29fbbe6a8aa70f146f26519c16b,4171.86,4171.86,0.0212,301.0000,301,0.0134,,0,0.0000,0.0000,2024-12-30,2025-01-26,1787.94,3575.88,0.0195,129.0000,258.0000,0.0119,,0.0000,0.0000,0.0000,2383.92,1.3333,595.98,0.1667,0.0017,0.0882,172.0000,1.3333,43.0000,0.1667,0.0015,0.1242,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Eurest APL Cookies,876494b245991dc3f32332f4d0040317,5.20,5.20,0.0000,2.0000,2,0.0001,,0,0.0000,0.0000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,5529.77,27648.85,0.1405,487.2000,2436,0.1086,18.74,1905,0.2640,0.1664,2024-12-30,2025-01-26,3924.49,19622.45,0.1069,379.8000,1899.0000,0.0878,18.24,1439.0000,0.2675,0.1612,1605.28,0.4090,8026.40,0.4090,0.0336,0.3143,107.4000,0.2828,537.0000,0.2828,0.0207,0.2360,0.51,0.0277,466.0000,0.3238,-0.0035,-0.0131,0.0052,0.0321
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,66.00,330.00,0.0017,14.6000,73,0.0033,,61,0.0984,0.0164,2024-12-30,2025-01-26,81.72,408.60,0.0022,16.8000,84.0000,0.0039,,74.0000,0.2838,0.1216,-15.72,-0.1924,-78.60,-0.1924,-0.0005,-0.2467,-2.2000,-0.1310,-11.0000,,-0.0006,-0.1627,,,-13.0000,,-0.1854,-0.6534,-0.1052,-0.8652
Maine Root Fountain Soda,53b139407870a7205e24a64b2ccf9eb2,392.45,1177.36,0.0060,124.3333,373,0.0166,23.95,305,0.1902,0.0951,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Water Sparkling Water,bd334657d0647a944bf877236ce1ddf7,16.80,84.00,0.0004,9.2000,46,0.0021,,30,0.2667,0.2000,2024-12-30,2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,284.24,284.24,0.0014,44.0000,44,0.0020,,0,0.0000,0.0000,2024-12-30,2025-01-26,691.22,691.22,0.0038,107.0000,107.0000,0.0049,,0.0000,0.0000,0.0000,-406.98,-0.5888,-406.98,-0.5888,-0.0023,-0.6164,-63.0000,-0.5888,-63.0000,-0.5888,-0.0030,-0.6038,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Aramark Marriott BYO Spicy Chicken Bowl,648cab9548da70f671a9b6b94b287628,383.34,383.34,0.0019,22.0000,22,0.0010,,0,0.0000,0.0000,2024-12-30,2025-01-26,801.99,801.99,0.0044,50.0000,50.0000,0.0023,,0.0000,0.0000,0.0000,-418.65,-0.5220,-418.65,-0.5220,-0.0024,-0.5542,-28.0000,-0.5600,-28.0000,,-0.0013,-0.5763,,,0.0000,,0.0000,0.0000,0.0000,0.0000
