Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Samosa Chaat,ed1b49254bb3de73aa66c7b747f245fd,451.47,2257.33,0.0085,82.6000,413,0.0135,19.78,349,0.2407,0.1547,2024-10-28,2024-12-01,373.88,1869.40,0.0064,68.8000,344.0000,0.0107,21.06,304.0000,0.2566,0.1086,77.59,0.2075,387.93,0.2075,0.0021,0.3251,13.8000,0.2006,69.0000,0.2006,0.0028,0.2614,-1.27,-0.0605,45.0000,0.1480,-0.0159,-0.0619,0.0462,0.4254
Burrito,19dfcc1e39e0cab78562faa5ab55adbb,276.02,1380.09,0.0052,21.4000,107,0.0035,,96,0.1875,0.0729,2024-10-28,2024-12-01,199.85,999.25,0.0034,15.6000,78.0000,0.0024,,69.0000,0.2754,0.0435,76.17,0.3811,380.84,0.3811,0.0018,0.5156,5.8000,0.3718,29.0000,,0.0011,0.4412,,,27.0000,,-0.0879,-0.3191,0.0294,0.6771
RAIN Water,c9e2ba806dc2619ee6b7181e15ef6628,66.75,267.00,0.0010,23.0000,92,0.0030,,74,0.2027,0.0270,2024-10-28,2024-12-01,139.05,695.27,0.0024,47.4000,237.0000,0.0074,21.65,192.0000,0.1719,0.0156,-72.30,-0.5200,-428.27,-0.6160,-0.0014,-0.5786,-24.4000,-0.5148,-145.0000,-0.6118,-0.0044,-0.5921,,,-118.0000,-0.6146,0.0308,0.1794,0.0114,0.7297
Aramark Spicy Chicken Bowl,e5e070ba3de69a0c6db58c04cda5d8f3,3001.72,3001.72,0.0113,202.0000,202,0.0066,,0,0.0000,0.0000,2024-10-28,2024-12-01,1337.40,2674.80,0.0092,90.0000,180.0000,0.0056,,0.0000,0.0000,0.0000,1664.32,1.2444,326.92,0.1222,0.0021,0.2315,112.0000,1.2444,22.0000,0.1222,0.0010,0.1791,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Taher Mango Lassi,54320db76bbddc99127d3f117b123882,24.00,24.00,0.0001,4.0000,4,0.0001,,0,0.0000,0.0000,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaCroix - Grapefruit,f4c503509996a4d89dcff32e616b5b80,4.75,14.25,0.0001,1.6667,5,0.0002,,5,0.2000,0.0000,2024-10-28,2024-12-01,80.72,322.88,0.0011,28.7500,115.0000,0.0036,23.52,107.0000,0.1963,0.0280,-75.97,-0.9412,-308.63,-0.9559,-0.0011,-0.9516,-27.0833,-0.9420,-110.0000,-0.9565,-0.0034,-0.9543,,,-102.0000,-0.9533,0.0037,0.0190,-0.0280,-1.0000
Tamarind Margarita,207daa5e782d92a1b35d4c847b42eb8c,20.00,20.00,0.0001,2.0000,2,0.0001,,2,0.0000,0.0000,2024-10-28,2024-12-01,102.81,411.25,0.0014,13.2500,53.0000,0.0017,,43.0000,0.1163,0.0233,-82.81,-0.8055,-391.25,-0.9514,-0.0013,-0.9466,-11.2500,-0.8491,-51.0000,,-0.0016,-0.9600,,,-41.0000,,-0.1163,-1.0000,-0.0233,-1.0000
Eurest Premium Bowl,105e6e46e27685dcafd676eb7f082ec9,756.70,756.70,0.0028,47.0000,47,0.0015,,0,0.0000,0.0000,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY BYO Chicken Tikka Bowl,98f78c1284b00cc23dfc5cd33cdba7a8,283.50,283.50,0.0011,27.0000,27,0.0009,,0,0.0000,0.0000,2024-10-28,2024-12-01,262.50,262.50,0.0009,25.0000,25.0000,0.0008,,0.0000,0.0000,0.0000,21.00,0.0800,21.00,0.0800,0.0002,0.1851,2.0000,0.0800,2.0000,,0.0001,0.1348,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,1567.15,7835.75,0.0294,116.2000,581,0.0190,26.40,485,0.1526,0.0639,2024-10-28,2024-12-01,56.34,225.35,0.0008,4.7500,19.0000,0.0006,,18.0000,0.0556,0.0000,1510.81,26.8172,7610.40,33.7715,0.0287,37.1568,111.4500,23.4632,562.0000,,0.0184,31.1503,,,467.0000,,0.0970,1.7464,0.0639,0.0000
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,786.75,3933.76,0.0148,316.0000,1580,0.0518,20.98,1200,0.2158,0.1133,2024-10-28,2024-12-01,949.33,4746.67,0.0163,372.4000,1862.0000,0.0580,21.59,1411.0000,0.2346,0.1141,-162.58,-0.1713,-812.91,-0.1713,-0.0015,-0.0906,-56.4000,-0.1515,-282.0000,-0.1515,-0.0063,-0.1084,-0.61,-0.0283,-211.0000,-0.1495,-0.0188,-0.0799,-0.0008,-0.0067
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,85.64,428.21,0.0016,19.2000,96,0.0031,,76,0.1316,0.0395,2024-10-28,2024-12-01,85.92,429.62,0.0015,17.8000,89.0000,0.0028,,82.0000,0.3049,0.0488,-0.28,-0.0033,-1.41,-0.0033,0.0001,0.0938,1.4000,0.0787,7.0000,,0.0004,0.1333,,,-6.0000,,-0.1733,-0.5684,-0.0093,-0.1908
Indaba Sauvignon Blanc-gl,c95747c2f48508d23228980862fbc7ec,31.50,94.49,0.0004,4.3333,13,0.0004,,8,0.0000,0.0000,2024-10-28,2024-12-01,20.17,60.50,0.0002,3.3333,10.0000,0.0003,,10.0000,0.3000,0.1000,11.33,0.5618,33.99,,0.0001,0.7139,1.0000,0.3000,3.0000,,0.0001,0.3654,,,-2.0000,,-0.3000,-1.0000,-0.1000,-1.0000
Cardamom Mint Julep,a724e602ed65baaaa5eb27b04efef66e,5.00,10.00,0.0000,1.0000,2,0.0001,,2,0.5000,0.0000,2024-10-28,2024-12-01,34.58,103.75,0.0004,4.6667,14.0000,0.0004,,13.0000,0.2308,0.1538,-29.58,-0.8554,-93.75,-0.9036,-0.0003,-0.8942,-3.6667,-0.7857,-12.0000,,-0.0004,-0.8486,,,-11.0000,,0.2692,1.1667,-0.1538,-1.0000
Eurest Mango Lassi,d87057232036bef6add8e36635d0fa32,108.00,108.00,0.0004,18.0000,18,0.0006,,0,0.0000,0.0000,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Territory Chickpea Bowl with Lemon Rice,f5d681c41318115585992251efa9ac4c,361.76,361.76,0.0014,56.0000,56,0.0018,,0,0.0000,0.0000,2024-10-28,2024-12-01,536.18,536.18,0.0018,83.0000,83.0000,0.0026,,0.0000,0.0000,0.0000,-174.42,-0.3253,-174.42,-0.3253,-0.0005,-0.2596,-27.0000,-0.3253,-27.0000,,-0.0008,-0.2910,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Spindrift - Grapefruit,7eb389cafb173c3fe430a2ef7af062b5,107.89,539.45,0.0020,36.6000,183,0.0060,27.41,166,0.1506,0.0482,2024-10-28,2024-12-01,109.21,546.06,0.0019,38.6000,193.0000,0.0060,24.46,182.0000,0.1264,0.0275,-1.32,-0.0121,-6.61,-0.0121,0.0002,0.0841,-2.0000,-0.0518,-10.0000,-0.0518,-0.0000,-0.0037,2.94,0.1203,-16.0000,-0.0879,0.0242,0.1917,0.0207,0.7542
Open Water Still Water,924a62abf03e0973f0882c9bc80cf78d,123.67,494.70,0.0019,48.7500,195,0.0064,22.81,139,0.1727,0.0719,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,1034.73,5173.63,0.0194,79.4000,397,0.0130,23.68,321,0.1900,0.0779,2024-10-28,2024-12-01,1124.90,5624.50,0.0193,87.0000,435.0000,0.0136,24.70,403.0000,0.1886,0.0744,-90.17,-0.0802,-450.87,-0.0802,0.0002,0.0094,-7.6000,-0.0874,-38.0000,-0.0874,-0.0006,-0.0411,-1.02,-0.0413,-82.0000,-0.2035,0.0014,0.0077,0.0034,0.0462
Premium Options Upcharge,d487fb8c91d04496604d78d6feff327c,250.75,501.50,0.0019,1.0000,2,0.0001,,1,0.0000,0.0000,2024-10-28,2024-12-01,8522.44,17044.88,0.0584,2.5000,5.0000,0.0002,,3.0000,0.3333,0.0000,-8271.69,-0.9706,-16543.38,-0.9706,-0.0565,-0.9677,-1.5000,-0.6000,-3.0000,,-0.0001,-0.5769,,,-2.0000,,-0.3333,-1.0000,0.0000,0.0000
Maine Root Fountain Soda,53b139407870a7205e24a64b2ccf9eb2,433.94,2169.68,0.0082,135.0000,675,0.0221,24.31,534,0.1536,0.0674,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cucumber Raita,b6aef261062648a464a75abf3a88d636,56.22,281.09,0.0011,18.8000,94,0.0031,,81,0.2099,0.1235,2024-10-28,2024-12-01,32.62,163.09,0.0006,11.0000,55.0000,0.0017,,51.0000,0.1765,0.0588,23.60,0.7235,118.00,0.7235,0.0005,0.8913,7.8000,0.7091,39.0000,,0.0014,0.7953,,,30.0000,,0.0334,0.1893,0.0646,1.0988
Shutdown Bowl - Veg,8143ebb55d1b82045a1db569f98b01e5,118.75,475.00,0.0018,12.0000,48,0.0016,,43,0.3488,0.0698,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,174.26,871.32,0.0033,47.2000,236,0.0077,28.76,211,0.1090,0.0427,2024-10-28,2024-12-01,122.64,613.20,0.0021,33.8000,169.0000,0.0053,24.40,157.0000,0.1401,0.0637,51.62,0.4209,258.12,0.4209,0.0012,0.5593,13.4000,0.3964,67.0000,0.3965,0.0025,0.4673,4.36,0.1788,54.0000,0.3439,-0.0311,-0.2221,-0.0210,-0.3303
Iced Oat Masala Chai,4b20ca2314d50af8a833d825f8497f0e,104.33,521.67,0.0020,20.6000,103,0.0034,,88,0.1591,0.0568,2024-10-28,2024-12-01,164.75,823.76,0.0028,36.0000,180.0000,0.0056,20.85,157.0000,0.2420,0.0510,-60.42,-0.3667,-302.09,-0.3667,-0.0009,-0.3051,-15.4000,-0.4278,-77.0000,-0.4278,-0.0022,-0.3988,,,-69.0000,-0.4395,-0.0829,-0.3427,0.0059,0.1151
