Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
DC Brau Pils,2a37fc9d4800d991427805654631c096,47.00,188.00,0.0007,8.0000,32,0.0010,,29,0.0345,0.0000,2024-10-28,2024-12-01,28.33,85.00,0.0003,5.0000,15.0000,0.0005,,14.0000,0.0000,0.0000,18.67,0.6588,103.00,,0.0004,1.4271,3.0000,0.6000,17.0000,,0.0006,1.2393,,,15.0000,,0.0345,0.0000,0.0000,0.0000
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,18.75,75.00,0.0003,5.2500,21,0.0007,,14,0.0000,0.0000,2024-10-28,2024-12-01,122.29,611.45,0.0021,25.6000,128.0000,0.0040,13.88,105.0000,0.2476,0.1333,-103.54,-0.8467,-536.45,-0.8773,-0.0018,-0.8654,-20.3500,-0.7949,-107.0000,-0.8359,-0.0033,-0.8276,,,-91.0000,-0.8667,-0.2476,-1.0000,-0.1333,-1.0000
Sixpoint Bengali IPA,fccad93ac8445f7de26a4583bcaf8796,138.00,138.00,0.0005,27.0000,27,0.0009,,21,0.0476,0.0000,2024-10-28,2024-12-01,47.00,94.00,0.0003,8.5000,17.0000,0.0005,,17.0000,0.1765,0.0588,91.00,1.9362,44.00,,0.0002,0.6110,18.5000,2.1765,10.0000,,0.0004,0.6679,,,4.0000,,-0.1289,-0.7302,-0.0588,-1.0000
Territory Sesame Peanut Noodle,4b6d98a10d0fb75d660e034ff484a476,363.08,363.08,0.0014,58.0000,58,0.0019,,0,0.0000,0.0000,2024-10-28,2024-12-01,544.62,544.62,0.0019,87.0000,87.0000,0.0027,,0.0000,0.0000,0.0000,-181.54,-0.3333,-181.54,-0.3333,-0.0005,-0.2684,-29.0000,-0.3333,-29.0000,,-0.0008,-0.2994,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Spiked Coconut,635098a2bf60f4c5caf5ef4399d862f2,60.00,60.00,0.0002,4.0000,4,0.0001,,4,0.0000,0.0000,2024-10-28,2024-12-01,56.59,282.95,0.0010,3.8000,19.0000,0.0006,,15.0000,0.0000,0.0000,3.41,0.0603,-222.95,-0.7879,-0.0007,-0.7673,0.2000,0.0526,-15.0000,,-0.0005,-0.7787,,,-11.0000,,0.0000,0.0000,0.0000,0.0000
Kids BYO,66c163b662cda637cb2478e2112386c7,727.51,3637.54,0.0137,102.6000,513,0.0168,22.14,361,0.2161,0.1634,2024-10-28,2024-12-01,673.12,3365.62,0.0115,94.2000,471.0000,0.0147,24.07,340.0000,0.2441,0.1647,54.38,0.0808,271.92,0.0808,0.0021,0.1860,8.4000,0.0892,42.0000,0.0892,0.0021,0.1444,-1.93,-0.0801,21.0000,0.0618,-0.0281,-0.1149,-0.0013,-0.0077
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,264.80,1324.00,0.0050,20.0000,100,0.0033,,93,0.1828,0.0430,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saag Paneer,b2e5e331828a4748468e0853ec4d1f52,750.35,3751.74,0.0141,56.6000,283,0.0093,28.32,260,0.1423,0.0462,2024-10-28,2024-12-01,11.65,23.30,0.0001,1.0000,2.0000,0.0001,,2.0000,0.0000,0.0000,738.70,63.4076,3728.44,,0.0140,175.6956,55.6000,55.6000,281.0000,,0.0092,148.5323,,,258.0000,,0.1423,0.0000,0.0462,0.0000
Harvest Chicken Bowl,9fc12ff30ff414536e6f6d0bf1d8c0ef,33.15,165.75,0.0006,3.6000,18,0.0006,,11,0.4545,0.0000,2024-10-28,2024-12-01,869.00,4345.02,0.0149,70.8000,354.0000,0.0110,23.17,327.0000,0.2141,0.0765,-835.85,-0.9619,-4179.27,-0.9619,-0.0143,-0.9581,-67.2000,-0.9492,-336.0000,-0.9492,-0.0104,-0.9465,,,-316.0000,-0.9664,0.2405,1.1234,-0.0765,-1.0000
Kingfisher - Happy Hour,3f4f4be5dc8d87fa8b1c17dc36df8ae0,12.00,12.00,0.0000,3.0000,3,0.0001,,2,0.5000,0.0000,2024-10-28,2024-12-01,24.00,24.00,0.0001,6.0000,6.0000,0.0002,,3.0000,0.0000,0.0000,-12.00,-0.5000,-12.00,,-0.0000,-0.4513,-3.0000,-0.5000,-3.0000,,-0.0001,-0.4759,,,-1.0000,,0.5000,0.0000,0.0000,0.0000
Roti,c939c164798efd50698e30c2a594b2d4,1.50,4.50,0.0000,1.0000,3,0.0001,,3,0.0000,0.0000,2024-10-28,2024-12-01,4.53,13.60,0.0000,3.3333,10.0000,0.0003,,9.0000,0.1111,0.0000,-3.03,-0.6691,-9.10,,-0.0000,-0.6369,-2.3333,-0.7000,-7.0000,,-0.0002,-0.6859,,,-6.0000,,-0.1111,-1.0000,0.0000,0.0000
Territory Coconut Curry Chickpeas,56c1e2887ea6a5737fd62057b175a642,57.36,57.36,0.0002,8.0000,8,0.0003,,0,0.0000,0.0000,2024-10-28,2024-12-01,71.70,71.70,0.0002,10.0000,10.0000,0.0003,,0.0000,0.0000,0.0000,-14.34,-0.2000,-14.34,,-0.0000,-0.1221,-2.0000,-0.2000,-2.0000,,-0.0001,-0.1603,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,1981.90,9909.48,0.0372,411.4000,2057,0.0674,22.47,1483,0.2151,0.1450,2024-10-28,2024-12-01,2013.77,10068.86,0.0345,453.6000,2268.0000,0.0707,26.32,1649.0000,0.2492,0.1577,-31.88,-0.0158,-159.38,-0.0158,0.0028,0.0800,-42.2000,-0.0930,-211.0000,-0.0930,-0.0033,-0.0470,-3.85,-0.1462,-166.0000,-0.1007,-0.0341,-0.1370,-0.0127,-0.0805
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,408.37,2041.83,0.0077,201.6000,1008,0.0330,22.99,776,0.2023,0.1121,2024-10-28,2024-12-01,317.09,1585.45,0.0054,153.4000,767.0000,0.0239,21.44,632.0000,0.2484,0.1203,91.28,0.2879,456.38,0.2879,0.0022,0.4132,48.2000,0.3142,241.0000,0.3142,0.0091,0.3809,1.55,0.0722,144.0000,0.2278,-0.0461,-0.1856,-0.0081,-0.0677
Borsao Granache-gl,998ea9ae9225821e59f21b9bc4cbfe56,27.83,83.50,0.0003,4.0000,12,0.0004,,11,0.1818,0.0000,2024-10-28,2024-12-01,14.25,57.00,0.0002,2.2500,9.0000,0.0003,,9.0000,0.1111,0.0000,13.58,0.9532,26.50,,0.0001,0.6075,1.7500,0.7778,3.0000,,0.0001,0.3986,,,2.0000,,0.0707,0.6364,0.0000,0.0000
Spiked Lassi - Happy Hour,8582d04a830359502c418c9cf3545971,60.00,60.00,0.0002,12.0000,12,0.0004,,7,0.0000,0.0000,2024-10-28,2024-12-01,35.00,35.00,0.0001,9.0000,9.0000,0.0003,,7.0000,0.1429,0.0000,25.00,0.7143,25.00,,0.0001,0.8812,3.0000,0.3333,3.0000,,0.0001,0.3986,,,0.0000,,-0.1429,-1.0000,0.0000,0.0000
That Fire Hot Sauce (Bottle),7ae3bbc205a3328f25e2d5981234643d,21.60,108.00,0.0004,2.4000,12,0.0004,,10,0.1000,0.0000,2024-10-28,2024-12-01,37.09,185.47,0.0006,4.2000,21.0000,0.0007,,21.0000,0.1429,0.0476,-15.49,-0.4177,-77.47,-0.4177,-0.0002,-0.3610,-1.8000,-0.4286,-9.0000,,-0.0003,-0.4000,,,-11.0000,,-0.0429,-0.3000,-0.0476,-1.0000
Territory Spiced Beef and Chickpea Bowl,8970e7f3fd1aa52d192ea89f6ef5bc79,361.63,361.63,0.0014,43.0000,43,0.0014,,0,0.0000,0.0000,2024-10-28,2024-12-01,151.38,151.38,0.0005,18.0000,18.0000,0.0006,,0.0000,0.0000,0.0000,210.25,1.3889,210.25,1.3889,0.0008,1.6215,25.0000,1.3889,25.0000,,0.0008,1.5116,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Territory Coconut Curry Beef,0cfc6c1e1d140ee28906140b54a114ec,605.90,605.90,0.0023,73.0000,73,0.0024,,0,0.0000,0.0000,2024-10-28,2024-12-01,771.90,771.90,0.0026,93.0000,93.0000,0.0029,,0.0000,0.0000,0.0000,-166.00,-0.2151,-166.00,-0.2151,-0.0004,-0.1386,-20.0000,-0.2151,-20.0000,,-0.0005,-0.1752,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,2198.93,10994.64,0.0413,177.6000,888,0.0291,22.85,759,0.1726,0.0856,2024-10-28,2024-12-01,2281.87,11409.34,0.0391,201.6000,1008.0000,0.0314,20.75,898.0000,0.2138,0.0746,-82.94,-0.0363,-414.70,-0.0363,0.0022,0.0575,-24.0000,-0.1190,-120.0000,-0.1190,-0.0023,-0.0743,2.10,0.1013,-139.0000,-0.1548,-0.0412,-0.1928,0.0110,0.1478
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,129.08,645.39,0.0024,26.4000,132,0.0043,22.63,103,0.2136,0.0583,2024-10-28,2024-12-01,131.40,656.99,0.0023,32.2000,161.0000,0.0050,19.47,122.0000,0.2541,0.0902,-2.32,-0.0177,-11.60,-0.0177,0.0002,0.0780,-5.8000,-0.1801,-29.0000,-0.1801,-0.0007,-0.1385,3.16,0.1621,-19.0000,-0.1557,-0.0405,-0.1594,-0.0319,-0.3539
Spiked Lassi,848bdd83bf207aa9ceca2927f4112998,35.00,140.00,0.0005,4.0000,16,0.0005,,15,0.2667,0.0000,2024-10-28,2024-12-01,69.73,348.64,0.0012,8.6000,43.0000,0.0013,,37.0000,0.1351,0.0000,-34.73,-0.4980,-208.64,-0.5984,-0.0007,-0.5593,-4.6000,-0.5349,-27.0000,,-0.0008,-0.6092,,,-22.0000,,0.1315,0.9733,0.0000,0.0000
Cauliflower + Quinoa,9e1e06a082e1a9f97e7cde96e99f413d,908.06,4540.31,0.0171,78.0000,390,0.0128,23.82,337,0.2047,0.0682,2024-10-28,2024-12-01,688.72,3443.62,0.0118,61.2000,306.0000,0.0095,23.07,277.0000,0.2635,0.0939,219.34,0.3185,1096.69,0.3185,0.0053,0.4468,16.8000,0.2745,84.0000,0.2745,0.0032,0.3392,0.76,0.0328,60.0000,0.2166,-0.0588,-0.2231,-0.0256,-0.2729
Gift Card,e9baacf6e24fcad141d621243a818dcb,36.25,145.00,0.0005,1.0000,4,0.0001,,4,0.2500,0.0000,2024-10-28,2024-12-01,150.00,150.00,0.0005,2.0000,2.0000,0.0001,,1.0000,0.0000,0.0000,-113.75,-0.7583,-5.00,-0.0333,0.0000,0.0608,-1.0000,-0.5000,2.0000,,0.0001,1.1129,,,3.0000,,0.2500,0.0000,0.0000,0.0000
Aramark Lamb Bowl,6e3e799a4f29f2f1d4705368c65c296e,1369.50,1369.50,0.0051,83.0000,83,0.0027,,0,0.0000,0.0000,2024-10-28,2024-12-01,676.50,1353.00,0.0046,41.0000,82.0000,0.0026,,0.0000,0.0000,0.0000,693.00,1.0244,16.50,0.0122,0.0005,0.1107,42.0000,1.0244,1.0000,,0.0002,0.0638,,,0.0000,,0.0000,0.0000,0.0000,0.0000
HUNGRY Grains,b67b1b2b7a9bd2b0c3164da711efaaf0,225.00,225.00,0.0008,15.0000,15,0.0005,,0,0.0000,0.0000,2024-10-28,2024-12-01,110.00,110.00,0.0004,6.0000,6.0000,0.0002,,0.0000,0.0000,0.0000,115.00,1.0455,115.00,1.0455,0.0005,1.2446,9.0000,1.5000,9.0000,,0.0003,1.6257,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,1099.31,5496.54,0.0207,90.6000,453,0.0148,18.23,364,0.3104,0.1786,2024-10-28,2024-12-01,2387.25,11936.25,0.0409,191.8000,959.0000,0.0299,19.02,744.0000,0.3065,0.1734,-1287.94,-0.5395,-6439.71,-0.5395,-0.0202,-0.4947,-101.2000,-0.5276,-506.0000,-0.5276,-0.0151,-0.5036,-0.78,-0.0412,-380.0000,-0.5108,0.0040,0.0130,0.0052,0.0299
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,57.31,229.25,0.0009,14.2500,57,0.0019,,39,0.2564,0.0000,2024-10-28,2024-12-01,243.75,1218.75,0.0042,51.2000,256.0000,0.0080,15.24,210.0000,0.2286,0.0857,-186.44,-0.7649,-989.50,-0.8119,-0.0033,-0.7936,-36.9500,-0.7217,-199.0000,-0.7773,-0.0061,-0.7661,,,-171.0000,-0.8143,0.0278,0.1218,-0.0857,-1.0000
Rupee Lager,c9498895e746193d9ea035f9a81c3e40,118.00,472.00,0.0018,16.7500,67,0.0022,,55,0.1818,0.0727,2024-10-28,2024-12-01,137.33,412.00,0.0014,18.6667,56.0000,0.0017,,49.0000,0.0408,0.0204,-19.33,-0.1408,60.00,0.1456,0.0004,0.2572,-1.9167,-0.1027,11.0000,,0.0004,0.2572,,,6.0000,,0.1410,3.4546,0.0523,2.5637
Pabst Blue Ribbon,3027374bc15bcfd99f44f32db083bebf,58.00,58.00,0.0002,15.0000,15,0.0005,,4,0.7500,0.7500,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY Toppings,a379e37635c5f1713bd49e951e27dce4,100.00,100.00,0.0004,12.0000,12,0.0004,,0,0.0000,0.0000,2024-10-28,2024-12-01,72.00,72.00,0.0002,4.0000,4.0000,0.0001,,0.0000,0.0000,0.0000,28.00,0.3889,28.00,,0.0001,0.5241,8.0000,2.0000,8.0000,,0.0003,2.1440,,,0.0000,,0.0000,0.0000,0.0000,0.0000
Eurest Bowl,2c5fee8f12e4c6db066ecb2b6fa01598,997.50,997.50,0.0037,70.0000,70,0.0023,,0,0.0000,0.0000,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Claw Black Cherry - Happy Hour,fe497a6fac9f4e838914884d99b98607,7.40,7.40,0.0000,2.0000,2,0.0001,,2,0.5000,0.0000,2024-10-28,2024-12-01,12.00,12.00,0.0000,3.0000,3.0000,0.0001,,3.0000,0.3333,0.0000,-4.60,-0.3833,-4.60,,-0.0000,-0.3233,-1.0000,-0.3333,-1.0000,,-0.0000,-0.2979,,,-1.0000,,0.1667,0.5000,0.0000,0.0000
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,3780.80,18904.01,0.0710,292.0000,1460,0.0478,21.82,1183,0.2519,0.1243,2024-10-28,2024-12-01,3417.27,17086.35,0.0585,267.2000,1336.0000,0.0417,22.19,1143.0000,0.2371,0.1277,363.53,0.1064,1817.66,0.1064,0.0125,0.2141,24.8000,0.0928,124.0000,0.0928,0.0062,0.1483,-0.36,-0.0163,40.0000,0.0350,0.0148,0.0625,-0.0035,-0.0272
Masala Chai Cookies,25a7af37faf799e0226041f2b0b2e282,192.56,962.79,0.0036,91.8000,459,0.0150,47.14,300,0.2100,0.0900,2024-10-28,2024-12-01,229.02,1145.08,0.0039,93.2000,466.0000,0.0145,47.91,339.0000,0.2389,0.0885,-36.46,-0.1592,-182.29,-0.1592,-0.0003,-0.0773,-1.4000,-0.0150,-7.0000,-0.0150,0.0005,0.0350,-0.77,-0.0161,-39.0000,-0.1150,-0.0289,-0.1211,0.0015,0.0170
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,2524.80,12624.00,0.0474,193.2000,966,0.0316,24.49,827,0.2007,0.1149,2024-10-28,2024-12-01,2189.25,10946.26,0.0375,174.0000,870.0000,0.0271,23.48,730.0000,0.2479,0.1479,335.55,0.1533,1677.74,0.1533,0.0100,0.2656,19.2000,0.1103,96.0000,0.1103,0.0045,0.1667,1.01,0.0431,97.0000,0.1329,-0.0472,-0.1904,-0.0331,-0.2235
Sweet Cardamom Yogurt,ce73831089aa1e7767f4bbc5146ccd31,67.20,336.00,0.0013,21.0000,105,0.0034,,79,0.2405,0.0759,2024-10-28,2024-12-01,69.33,346.65,0.0012,23.2000,116.0000,0.0036,19.42,101.0000,0.2079,0.0990,-2.13,-0.0307,-10.65,-0.0307,0.0001,0.0636,-2.2000,-0.0948,-11.0000,-0.0948,-0.0002,-0.0487,,,-22.0000,-0.2178,0.0326,0.1567,-0.0231,-0.2329
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,67.05,335.25,0.0013,16.6000,83,0.0027,,67,0.2836,0.0597,2024-10-28,2024-12-01,50.40,252.00,0.0009,12.2000,61.0000,0.0019,,51.0000,0.1569,0.0588,16.65,0.3304,83.25,0.3304,0.0004,0.4599,4.4000,0.3607,22.0000,,0.0008,0.4295,,,16.0000,,0.1267,0.8078,0.0009,0.0149
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,57.12,285.60,0.0011,11.2000,56,0.0018,,45,0.1333,0.0667,2024-10-28,2024-12-01,48.66,243.28,0.0008,9.8000,49.0000,0.0015,,35.0000,0.2857,0.1143,8.46,0.1740,42.32,0.1740,0.0002,0.2883,1.4000,0.1429,7.0000,,0.0003,0.2009,,,10.0000,,-0.1524,-0.5333,-0.0476,-0.4167
Fresh Young Coconut,a2c7e426db993ca42549fef34557ea24,84.80,424.00,0.0016,11.6000,58,0.0019,,44,0.1818,0.0455,2024-10-28,2024-12-01,134.61,673.04,0.0023,19.0000,95.0000,0.0030,,77.0000,0.1688,0.0519,-49.81,-0.3700,-249.04,-0.3700,-0.0007,-0.3087,-7.4000,-0.3895,-37.0000,,-0.0011,-0.3585,,,-33.0000,,0.0130,0.0769,-0.0065,-0.1250
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,99.66,498.32,0.0019,18.4000,92,0.0030,,75,0.2400,0.0667,2024-10-28,2024-12-01,98.29,491.47,0.0017,17.0000,85.0000,0.0027,,68.0000,0.3382,0.1324,1.37,0.0139,6.85,0.0139,0.0002,0.1127,1.4000,0.0824,7.0000,,0.0004,0.1374,,,7.0000,,-0.0982,-0.2904,-0.0657,-0.4963
Chicken Tikka Burrito,0ce9930d26d4eadb01c2e82930e01443,66.15,330.75,0.0012,6.8000,34,0.0011,,25,0.2400,0.0000,2024-10-28,2024-12-01,1208.04,6040.19,0.0207,106.0000,530.0000,0.0165,21.75,482.0000,0.2344,0.0747,-1141.89,-0.9452,-5709.44,-0.9452,-0.0194,-0.9399,-99.2000,-0.9358,-496.0000,-0.9358,-0.0154,-0.9326,,,-457.0000,-0.9481,0.0056,0.0237,-0.0747,-1.0000
Swirl Soft Serve,5c81ddf65ea7d6a47fd8bbbc27c484aa,42.50,170.00,0.0006,13.2500,53,0.0017,,34,0.0882,0.0588,2024-10-28,2024-12-01,113.80,569.00,0.0019,25.0000,125.0000,0.0039,12.59,100.0000,0.2900,0.0800,-71.30,-0.6265,-399.00,-0.7012,-0.0013,-0.6721,-11.7500,-0.4700,-72.0000,-0.5760,-0.0022,-0.5545,,,-66.0000,,-0.2018,-0.6957,-0.0212,-0.2647
USHOR Masala Chai Cookies,3009562399cc3f531ead0f051c6cd6f1,12.00,12.00,0.0000,4.0000,4,0.0001,,0,0.0000,0.0000,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offsite Pop-Up Mango Lassi,8c04e63c7ef00004642cfeb2328f26e2,306.00,306.00,0.0012,51.0000,51,0.0017,,0,0.0000,0.0000,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Claw Ruby Grapefruit,05177b7de4ad14b1affb6d7163cd33cf,22.00,22.00,0.0001,5.0000,5,0.0002,,3,0.6667,0.6667,2024-10-28,2024-12-01,5.00,5.00,0.0000,1.0000,1.0000,0.0000,,1.0000,0.0000,0.0000,17.00,3.4000,17.00,,0.0001,3.8284,4.0000,4.0000,4.0000,,0.0001,4.2903,,,2.0000,,0.6667,0.0000,0.6667,0.0000
White Claw Black Cherry,38b9ffa29cdac00821757c471bef44e2,28.00,28.00,0.0001,6.0000,6,0.0002,,4,0.7500,0.0000,2024-10-28,2024-12-01,13.00,13.00,0.0000,3.0000,3.0000,0.0001,,3.0000,0.3333,0.3333,15.00,1.1538,15.00,,0.0001,1.3635,3.0000,1.0000,3.0000,,0.0001,1.0957,,,1.0000,,0.4167,1.2500,-0.3333,-1.0000
