Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,58.05,290.25,0.0017,11.4000,57,0.0035,,4,0.2500,0.2500,2024-10-28,2024-12-01,88.73,443.67,0.0026,18.0000,90.0000,0.0052,,15.0000,0.6000,0.0667,-30.68,-0.3458,-153.42,-0.3458,-0.0008,-0.3268,-6.6000,-0.3667,-33.0000,,-0.0018,-0.3354,,,-11.0000,,-0.3500,-0.5833,0.1833,2.7500
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,733.64,3668.19,0.0217,55.2000,276,0.0168,39.70,117,0.3333,0.1966,2024-10-28,2024-12-01,1112.84,5564.22,0.0320,95.6000,478.0000,0.0277,31.52,262.0000,0.4275,0.1756,-379.21,-0.3408,-1896.03,-0.3408,-0.0103,-0.3216,-40.4000,-0.4226,-202.0000,-0.4226,-0.0109,-0.3941,8.19,0.2598,-145.0000,-0.5534,-0.0941,-0.2202,0.0210,0.1197
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,27.55,137.74,0.0008,9.4000,47,0.0029,,6,0.1667,0.0000,2024-10-28,2024-12-01,23.14,115.71,0.0007,8.6000,43.0000,0.0025,,11.0000,0.3636,0.2727,4.41,0.1904,22.03,0.1904,0.0001,0.2249,0.8000,0.0930,4.0000,,0.0004,0.1468,,,-5.0000,,-0.1970,-0.5417,-0.2727,-1.0000
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,61.86,309.30,0.0018,12.8000,64,0.0039,,12,0.2500,0.0833,2024-10-28,2024-12-01,6.18,30.91,0.0002,2.0000,10.0000,0.0006,,10.0000,0.4000,0.1000,55.68,9.0065,278.39,,0.0017,9.2966,10.8000,5.4000,54.0000,,0.0033,5.7155,,,2.0000,,-0.1500,-0.3750,-0.0167,-0.1667
Swirl Soft Serve,5c81ddf65ea7d6a47fd8bbbc27c484aa,6.06,12.12,0.0001,1.5000,3,0.0002,,2,0.5000,0.0000,2024-10-28,2024-12-01,6.10,18.29,0.0001,2.0000,6.0000,0.0003,,6.0000,0.3333,0.1667,-0.04,-0.0060,-6.17,,-0.0000,-0.3181,-0.5000,-0.2500,-3.0000,,-0.0002,-0.4741,,,-4.0000,,0.1667,0.5000,-0.1667,-1.0000
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,6770.91,33854.56,0.2006,528.4000,2642,0.1608,31.61,373,0.4397,0.3164,2024-10-28,2024-12-01,5149.71,25748.56,0.1483,419.6000,2098.0000,0.1217,35.23,357.0000,0.4146,0.3025,1621.20,0.3148,8106.00,0.3148,0.0523,0.3529,108.8000,0.2593,544.0000,0.2593,0.0391,0.3214,-3.62,-0.1027,16.0000,0.0448,0.0251,0.0606,0.0138,0.0457
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,551.20,2755.99,0.0163,104.6000,523,0.0318,38.78,90,0.5444,0.3444,2024-10-28,2024-12-01,490.90,2454.52,0.0141,108.2000,541.0000,0.0314,39.85,133.0000,0.3835,0.2331,60.29,0.1228,301.47,0.1228,0.0022,0.1554,-3.6000,-0.0333,-18.0000,-0.0333,0.0005,0.0144,-1.07,-0.0269,-43.0000,-0.3233,0.1610,0.4198,0.1114,0.4778
Olipop - Root Beer,c16064aeb99eec0b8f7e38e0536ef4cd,17.25,86.25,0.0005,4.6000,23,0.0014,,2,0.5000,0.0000,2024-10-28,2024-12-01,24.55,122.75,0.0007,6.8000,34.0000,0.0020,,3.0000,0.0000,0.0000,-7.30,-0.2974,-36.50,-0.2974,-0.0002,-0.2770,-2.2000,-0.3235,-11.0000,,-0.0006,-0.2901,,,-1.0000,,0.5000,0.0000,0.0000,0.0000
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,29.52,147.58,0.0009,8.0000,40,0.0024,,1,1.0000,0.0000,2024-10-28,2024-12-01,46.54,186.15,0.0011,12.7500,51.0000,0.0030,,2.0000,0.0000,0.0000,-17.02,-0.3658,-38.57,-0.2072,-0.0002,-0.1842,-4.7500,-0.3725,-11.0000,,-0.0005,-0.1771,,,-1.0000,,1.0000,0.0000,0.0000,0.0000
The Desi Deluxe,297f17b1d91741c7e06ef285193063ac,1779.77,1779.77,0.0105,70.0000,70,0.0043,,0,0.0000,0.0000,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combo Naan Basket,9cc436c3ae964438e389cbfb73a9bbf8,107.05,107.05,0.0006,4.0000,4,0.0002,,0,0.0000,0.0000,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,3347.80,16738.98,0.0992,239.2000,1196,0.0728,34.42,169,0.4142,0.2899,2024-10-28,2024-12-01,2609.56,13047.79,0.0751,199.4000,997.0000,0.0578,40.80,198.0000,0.4293,0.2475,738.24,0.2829,3691.19,0.2829,0.0240,0.3201,39.8000,0.1996,199.0000,0.1996,0.0150,0.2588,-6.38,-0.1564,-29.0000,-0.1465,-0.0151,-0.0352,0.0425,0.1716
That Fire Hot Sauce - Side,14e40e9f01921c00a883fd7cd5d5130f,18.87,94.37,0.0006,39.8000,199,0.0121,35.83,16,0.3750,0.1875,2024-10-28,2024-12-01,16.18,80.92,0.0005,34.2000,171.0000,0.0099,38.58,27.0000,0.2963,0.1111,2.69,0.1662,13.45,,0.0001,0.2000,5.6000,0.1637,28.0000,0.1637,0.0022,0.2211,-2.75,-0.0712,-11.0000,,0.0787,0.2656,0.0764,0.6875
Kids Meal,cb80051e1dec09bf436eb1ff54f488f5,333.27,1666.36,0.0099,42.4000,212,0.0129,31.08,69,0.3768,0.1594,2024-10-28,2024-12-01,286.42,1432.11,0.0082,35.8000,179.0000,0.0104,37.14,63.0000,0.4127,0.2381,46.85,0.1636,234.25,0.1636,0.0016,0.1973,6.6000,0.1844,33.0000,0.1844,0.0025,0.2427,-6.06,-0.1632,6.0000,,-0.0359,-0.0870,-0.0787,-0.3304
Homemade Juice,d6f19fa56665e191989db7a893806ea1,116.35,581.74,0.0034,41.0000,205,0.0125,29.17,67,0.4925,0.2388,2024-10-28,2024-12-01,140.35,701.74,0.0040,50.2000,251.0000,0.0146,30.51,80.0000,0.6125,0.3875,-24.00,-0.1710,-120.00,-0.1710,-0.0006,-0.1470,-9.2000,-0.1833,-46.0000,-0.1833,-0.0021,-0.1430,-1.33,-0.0437,-13.0000,,-0.1200,-0.1959,-0.1487,-0.3837
RAIN Water,c9e2ba806dc2619ee6b7181e15ef6628,10.50,42.00,0.0002,3.5000,14,0.0009,,0,0.0000,0.0000,2024-10-28,2024-12-01,42.09,210.43,0.0012,14.4000,72.0000,0.0042,,5.0000,0.0000,0.0000,-31.59,-0.7505,-168.43,-0.8004,-0.0010,-0.7946,-10.9000,-0.7569,-58.0000,,-0.0033,-0.7960,,,-5.0000,,0.0000,0.0000,0.0000,0.0000
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,36.75,183.74,0.0011,7.4000,37,0.0023,,7,0.2857,0.2857,2024-10-28,2024-12-01,5.27,26.37,0.0002,1.4000,7.0000,0.0004,,7.0000,0.5714,0.1429,31.47,5.9678,157.37,,0.0009,6.1698,6.0000,4.2857,30.0000,,0.0018,4.5468,,,0.0000,,-0.2857,-0.5000,0.1429,1.0000
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,2734.73,13673.64,0.0810,206.0000,1030,0.0627,28.09,308,0.4286,0.3344,2024-10-28,2024-12-01,3869.01,19345.04,0.1114,297.8000,1489.0000,0.0864,30.23,386.0000,0.4585,0.3627,-1134.28,-0.2932,-5671.40,-0.2932,-0.0304,-0.2727,-91.8000,-0.3083,-459.0000,-0.3083,-0.0237,-0.2741,-2.14,-0.0707,-78.0000,-0.2021,-0.0300,-0.0654,-0.0283,-0.0780
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,443.22,2216.08,0.0131,31.8000,159,0.0097,29.78,49,0.4082,0.2245,2024-10-28,2024-12-01,323.92,1619.59,0.0093,24.6000,123.0000,0.0071,38.68,50.0000,0.3800,0.1800,119.30,0.3683,596.49,0.3683,0.0038,0.4080,7.2000,0.2927,36.0000,0.2927,0.0025,0.3565,-8.90,-0.2301,-1.0000,,0.0282,0.0741,0.0445,0.2472
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,51.96,259.78,0.0015,10.4000,52,0.0032,,13,0.3077,0.0769,2024-10-28,2024-12-01,33.66,168.30,0.0010,6.6000,33.0000,0.0019,,3.0000,0.3333,0.0000,18.30,0.5436,91.48,0.5436,0.0006,0.5883,3.8000,0.5758,19.0000,,0.0013,0.6536,,,10.0000,,-0.0256,-0.0769,0.0769,0.0000
BYO Indian Burrito,db0c5ae76b375d33e10998b4c9f9b7ac,375.39,1876.96,0.0111,27.6000,138,0.0084,33.64,48,0.4792,0.2917,2024-10-28,2024-12-01,276.43,1382.16,0.0080,21.0000,105.0000,0.0061,,23.0000,0.4348,0.2609,98.96,0.3580,494.80,0.3580,0.0032,0.3974,6.6000,0.3143,33.0000,0.3143,0.0023,0.3791,,,25.0000,,0.0444,0.1021,0.0308,0.1181
Chips + Chutney,405726360fa559701e5084184da18f6a,79.54,397.72,0.0024,27.0000,135,0.0082,39.14,28,0.4286,0.1071,2024-10-28,2024-12-01,79.04,395.18,0.0023,25.8000,129.0000,0.0075,39.28,32.0000,0.5312,0.2188,0.51,0.0064,2.54,0.0064,0.0001,0.0356,1.2000,0.0465,6.0000,0.0465,0.0007,0.0981,-0.14,-0.0036,-4.0000,,-0.1027,-0.1933,-0.1116,-0.5102
Garlic Naan,d82b81ee46917a4a06cdfb7736d70417,579.33,2896.65,0.0172,227.0000,1135,0.0691,36.29,137,0.4234,0.2409,2024-10-28,2024-12-01,492.41,2462.05,0.0142,194.6000,973.0000,0.0564,42.58,162.0000,0.3827,0.1975,86.92,0.1765,434.60,0.1765,0.0030,0.2106,32.4000,0.1665,162.0000,0.1665,0.0126,0.2241,-6.30,-0.1478,-25.0000,-0.1543,0.0406,0.1062,0.0433,0.2194
Maine Root Fountain Soda,53b139407870a7205e24a64b2ccf9eb2,30.48,60.96,0.0004,9.5000,19,0.0012,,4,0.7500,0.5000,2024-10-28,2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,478.85,2394.23,0.0142,35.0000,175,0.0107,43.38,53,0.3774,0.1887,2024-10-28,2024-12-01,867.34,4336.71,0.0250,62.8000,314.0000,0.0182,40.11,71.0000,0.3944,0.1972,-388.50,-0.4479,-1942.48,-0.4479,-0.0108,-0.4319,-27.8000,-0.4427,-139.0000,-0.4427,-0.0076,-0.4151,3.27,0.0816,-18.0000,,-0.0170,-0.0431,-0.0085,-0.0431
Mini Samosas,adb32f1bdc98ccdf3a40e53c1eb1948f,470.21,2351.03,0.0139,186.6000,933,0.0568,34.14,155,0.4581,0.2000,2024-10-28,2024-12-01,420.52,2102.59,0.0121,167.2000,836.0000,0.0485,39.22,144.0000,0.3750,0.1944,49.69,0.1182,248.44,0.1182,0.0018,0.1506,19.4000,0.1160,97.0000,0.1160,0.0083,0.1711,-5.08,-0.1296,11.0000,0.0764,0.0831,0.2215,0.0056,0.0286
Cucumber Raita,b6aef261062648a464a75abf3a88d636,76.78,383.90,0.0023,25.8000,129,0.0079,48.63,11,0.2727,0.1818,2024-10-28,2024-12-01,69.73,348.67,0.0020,24.6000,123.0000,0.0071,43.54,28.0000,0.4286,0.2500,7.05,0.1010,35.23,0.1010,0.0003,0.1330,1.2000,0.0488,6.0000,0.0488,0.0007,0.1005,5.08,0.1168,-17.0000,,-0.1558,-0.3636,-0.0682,-0.2727
Masala Chai Cookies,25a7af37faf799e0226041f2b0b2e282,151.76,758.82,0.0045,61.4000,307,0.0187,39.14,32,0.3750,0.2188,2024-10-28,2024-12-01,152.00,760.02,0.0044,62.0000,310.0000,0.0180,40.95,43.0000,0.4884,0.1395,-0.24,-0.0016,-1.20,-0.0016,0.0001,0.0274,-0.6000,-0.0097,-3.0000,-0.0097,0.0007,0.0392,-1.82,-0.0444,-11.0000,,-0.1134,-0.2321,0.0792,0.5677
Fresh Young Coconut,a2c7e426db993ca42549fef34557ea24,8.00,16.00,0.0001,1.0000,2,0.0001,,2,0.0000,0.0000,2024-10-28,2024-12-01,8.33,33.33,0.0002,1.5000,6.0000,0.0003,,6.0000,0.5000,0.0000,-0.33,-0.0399,-17.33,,-0.0001,-0.5060,-0.5000,-0.3333,-4.0000,,-0.0002,-0.6494,,,-4.0000,,-0.5000,-1.0000,0.0000,0.0000
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,3880.44,19402.19,0.1150,270.0000,1350,0.0822,35.51,190,0.4000,0.2421,2024-10-28,2024-12-01,4162.11,20810.57,0.1198,308.8000,1544.0000,0.0895,38.12,222.0000,0.4234,0.2703,-281.68,-0.0677,-1408.38,-0.0677,-0.0049,-0.0406,-38.8000,-0.1256,-194.0000,-0.1256,-0.0074,-0.0825,-2.61,-0.0685,-32.0000,-0.1441,-0.0234,-0.0553,-0.0282,-0.1042
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,1214.59,6072.97,0.0360,78.8000,394,0.0240,49.10,127,0.3701,0.1654,2024-10-28,2024-12-01,714.86,3574.32,0.0206,62.8000,314.0000,0.0182,45.37,101.0000,0.2178,0.0693,499.73,0.6991,2498.65,0.6991,0.0154,0.7483,16.0000,0.2548,80.0000,0.2548,0.0058,0.3167,3.73,0.0822,26.0000,0.2574,0.1523,0.6990,0.0960,1.3858
