Item,Item id,Item revenue per location,Item revenue,Item revenue percentage,Item volume per location,Item volume,Item volume percentage,Item aov,Item guests,N day item return rate,N day item reorder rate,Business date previous start,Business date previous end,Item revenue per location previous,Item revenue previous,Item revenue percentage previous,Item volume per location previous,Item volume previous,Item volume percentage previous,Item aov previous,Item guests previous,N day item return rate previous,N day item reorder rate previous,Item revenue per location absolute difference,Item revenue per location relative difference,Item revenue absolute difference,Item revenue relative difference,Item revenue percentage absolute difference,Item revenue percentage relative difference,Item volume per location absolute difference,Item volume per location relative difference,Item volume absolute difference,Item volume relative difference,Item volume percentage absolute difference,Item volume percentage relative difference,Item aov absolute difference,Item aov relative difference,Item guests absolute difference,Item guests relative difference,N day item return rate absolute difference,N day item return rate relative difference,N day item reorder rate absolute difference,N day item reorder rate relative difference
Spicy Chili Chicken Bowl,f69c4f89d02ed8113b95711324f0c441,2184.52,10922.60,0.0948,153.0000,765,0.0664,35.86,174,0.4655,0.3046,2024-09-02,2024-09-29,5480.53,27402.67,0.1282,410.4000,2052.0000,0.0942,41.18,196.0000,0.4286,0.3010,-3296.01,-0.6014,-16480.07,-0.6014,-0.0334,-0.2606,-257.4000,-0.6272,-1287.0000,-0.6272,-0.0278,-0.2950,-5.32,-0.1292,-22.0000,-0.1122,0.0369,0.0862,0.0036,0.0119
Lamb Kebab Bowl,e67440b5f094175ee64ce831322fe016,835.06,4175.31,0.0362,58.6000,293,0.0254,46.24,99,0.4949,0.2121,2024-09-02,2024-09-29,767.15,3835.75,0.0179,56.4000,282.0000,0.0129,50.01,114.0000,0.3860,0.1579,67.91,0.0885,339.56,0.0885,0.0183,1.0193,2.2000,0.0390,11.0000,0.0390,0.0125,0.9648,-3.77,-0.0754,-15.0000,-0.1316,0.1090,0.2824,0.0542,0.3434
Fresh Young Coconut,a2c7e426db993ca42549fef34557ea24,7.13,21.38,0.0002,1.3333,4,0.0003,,4,0.2500,0.0000,2024-09-02,2024-09-29,7.50,7.50,0.0000,1.0000,1.0000,0.0000,,1.0000,1.0000,0.0000,-0.37,-0.0498,13.88,,0.0002,4.2883,0.3333,0.3333,3.0000,,0.0003,6.5435,,,3.0000,,-0.7500,-0.7500,0.0000,0.0000
Aloo Gobhi,d64c6c4491b32b7ee357a93508b45c4f,194.47,972.33,0.0084,13.8000,69,0.0060,,20,0.3500,0.1500,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cauliflower + Quinoa,9e1e06a082e1a9f97e7cde96e99f413d,56.36,56.36,0.0005,4.0000,4,0.0003,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi Soft Serve,5fcf149c10ea2c92c14aac3f08472cf1,11.96,47.86,0.0004,3.5000,14,0.0012,,11,0.3636,0.1818,2024-09-02,2024-09-29,15.96,63.85,0.0003,3.5000,14.0000,0.0006,,9.0000,0.3333,0.2222,-4.00,-0.2504,-15.99,,0.0001,0.3905,0.0000,0.0000,0.0000,,0.0006,0.8896,,,2.0000,,0.0303,0.0909,-0.0404,-0.1818
Chips + Chutney,405726360fa559701e5084184da18f6a,59.06,295.29,0.0026,19.8000,99,0.0086,,20,0.3500,0.1500,2024-09-02,2024-09-29,71.97,359.86,0.0017,24.2000,121.0000,0.0056,42.30,27.0000,0.5185,0.3333,-12.91,-0.1794,-64.57,-0.1794,0.0009,0.5222,-4.4000,-0.1818,-22.0000,-0.1818,0.0030,0.5474,,,-7.0000,,-0.1685,-0.3250,-0.1833,-0.5500
Spiced Cauli + Quinoa Bowl,1e8e6594ecff87b7c75c081bd791f412,475.74,2378.69,0.0206,38.0000,190,0.0165,46.60,73,0.4658,0.2740,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai - Oat Milk,d1d6cda5119313e3fecde5947361fe9f,17.50,70.00,0.0006,4.0000,16,0.0014,,2,0.5000,0.0000,2024-09-02,2024-09-29,6.26,25.03,0.0001,1.7500,7.0000,0.0003,,7.0000,0.7143,0.1429,11.24,1.7966,44.97,,0.0005,4.1881,2.2500,1.2857,9.0000,,0.0011,3.3271,,,-5.0000,,-0.2143,-0.3000,-0.1429,-1.0000
BYO Indian Burrito,db0c5ae76b375d33e10998b4c9f9b7ac,229.43,1147.14,0.0100,18.0000,90,0.0078,,30,0.5667,0.3667,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Lassi,612a2d386edc9534c9b0c2d1c8cb2290,385.91,1929.56,0.0167,73.8000,369,0.0320,39.13,91,0.4505,0.2198,2024-09-02,2024-09-29,621.54,3107.69,0.0145,128.4000,642.0000,0.0295,42.80,97.0000,0.5155,0.2165,-235.63,-0.3791,-1178.13,-0.3791,0.0022,0.1518,-54.6000,-0.4252,-273.0000,-0.4252,0.0026,0.0869,-3.67,-0.0858,-6.0000,,-0.0649,-0.1259,0.0033,0.0152
Side of Grain,343ce46c5489f43ec64a165e5323783f,28.40,142.01,0.0012,10.2000,51,0.0044,,12,0.4167,0.2500,2024-09-02,2024-09-29,35.65,178.27,0.0008,12.0000,60.0000,0.0028,,13.0000,0.2308,0.0769,-7.25,-0.2034,-36.26,-0.2034,0.0004,0.4778,-1.8000,-0.1500,-9.0000,,0.0017,0.6075,,,-1.0000,,0.1859,0.8056,0.1731,2.2500
Side of Veggie,2bf13144a231acbd18bd6f39bace242a,45.28,226.39,0.0020,9.0000,45,0.0039,,6,0.3333,0.1667,2024-09-02,2024-09-29,52.29,261.45,0.0012,10.4000,52.0000,0.0024,,11.0000,0.2727,0.1818,-7.01,-0.1341,-35.06,-0.1341,0.0007,0.6063,-1.4000,-0.1346,-7.0000,,0.0015,0.6364,,,-5.0000,,0.0606,0.2222,-0.0152,-0.0833
Paneer Tikka Bowl,1680a4357e2ab3fb482a56d60603525a,2039.41,10197.07,0.0885,148.6000,743,0.0645,38.83,174,0.5057,0.3448,2024-09-02,2024-09-29,3439.20,17195.99,0.0804,264.6000,1323.0000,0.0607,40.01,203.0000,0.4729,0.2906,-1399.78,-0.4070,-6998.92,-0.4070,0.0080,0.1001,-116.0000,-0.4384,-580.0000,-0.4384,0.0038,0.0620,-1.18,-0.0295,-29.0000,-0.1429,0.0328,0.0694,0.0542,0.1864
Homemade Juice,d6f19fa56665e191989db7a893806ea1,97.78,488.90,0.0042,35.8000,179,0.0155,31.60,59,0.5254,0.3729,2024-09-02,2024-09-29,206.52,1032.60,0.0048,71.2000,356.0000,0.0163,39.91,64.0000,0.6094,0.2969,-108.74,-0.5265,-543.70,-0.5265,-0.0006,-0.1217,-35.4000,-0.4972,-177.0000,-0.4972,-0.0008,-0.0492,-8.30,-0.2081,-5.0000,,-0.0840,-0.1378,0.0760,0.2560
Tandoori Paneer Burrito,4c8c37c969bd13578ef2d13e11781bd9,241.56,1207.82,0.0105,20.4000,102,0.0089,,44,0.5000,0.2727,2024-09-02,2024-09-29,311.97,1559.85,0.0073,25.6000,128.0000,0.0059,32.85,45.0000,0.4889,0.2889,-70.41,-0.2257,-352.03,-0.2257,0.0032,0.4364,-5.2000,-0.2031,-26.0000,-0.2031,0.0030,0.5068,,,-1.0000,,0.0111,0.0227,-0.0162,-0.0559
Masala Chai,65f3d39b3b905d8708692e1987f25b8f,23.32,116.60,0.0010,4.8000,24,0.0021,,3,0.0000,0.0000,2024-09-02,2024-09-29,8.00,39.98,0.0002,2.6000,13.0000,0.0006,,12.0000,0.7500,0.0000,15.32,1.9165,76.62,,0.0008,4.4103,2.2000,0.8462,11.0000,,0.0015,2.4891,,,-9.0000,,-0.7500,-1.0000,0.0000,0.0000
Combo Naan Basket,9cc436c3ae964438e389cbfb73a9bbf8,674.75,674.75,0.0059,25.0000,25,0.0022,,0,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Bowl,19eee3ab8ae56d4fa56ef6ce1485693d,3938.84,19694.22,0.1709,306.8000,1534,0.1332,32.36,310,0.4484,0.3290,2024-09-02,2024-09-29,7842.66,39213.28,0.1834,643.6000,3218.0000,0.1477,37.29,371.0000,0.4636,0.3261,-3903.81,-0.4978,-19519.06,-0.4978,-0.0125,-0.0683,-336.8000,-0.5233,-1684.0000,-0.5233,-0.0146,-0.0985,-4.94,-0.1324,-61.0000,-0.1644,-0.0152,-0.0328,0.0029,0.0088
Saag Paneer,b2e5e331828a4748468e0853ec4d1f52,237.23,1186.13,0.0103,16.4000,82,0.0071,,29,0.3103,0.1379,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Chai Soft Serve,18e2ad0e6e8d379c6c5cf8f72a9d1cf8,4.62,18.50,0.0002,1.0000,4,0.0003,,4,0.2500,0.0000,2024-09-02,2024-09-29,3.22,12.87,0.0001,1.5000,6.0000,0.0003,,6.0000,1.0000,0.1667,1.41,0.4375,5.63,,0.0001,1.6666,-0.5000,-0.3333,-2.0000,,0.0001,0.2618,,,-2.0000,,-0.7500,-0.7500,-0.1667,-1.0000
Chicken Tikka Masala,267c2347c906518c838773cc8332e72e,987.17,4935.87,0.0428,65.0000,325,0.0282,41.94,107,0.4299,0.2617,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kids Meal,cb80051e1dec09bf436eb1ff54f488f5,290.18,1450.90,0.0126,38.6000,193,0.0168,35.20,70,0.3571,0.2714,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Side of Main,03d76c3a768e84f8c0bbad2f13d4188a,105.08,525.39,0.0046,18.8000,94,0.0082,,14,0.5000,0.2143,2024-09-02,2024-09-29,105.51,527.54,0.0025,19.8000,99.0000,0.0045,,23.0000,0.2609,0.1304,-0.43,-0.0041,-2.15,-0.0041,0.0021,0.8475,-1.0000,-0.0505,-5.0000,,0.0036,0.7958,,,-9.0000,,0.2391,0.9167,0.0839,0.6429
Grain Bowl,8f1eb7b733a778fa96d20356d25b7acb,2162.51,10812.55,0.0938,165.8000,829,0.0720,29.41,280,0.4786,0.3857,2024-09-02,2024-09-29,6103.98,30519.90,0.1427,469.8000,2349.0000,0.1078,34.21,401.0000,0.4638,0.3766,-3941.47,-0.6457,-19707.35,-0.6457,-0.0489,-0.3428,-304.0000,-0.6471,-1520.0000,-0.6471,-0.0359,-0.3326,-4.80,-0.1403,-121.0000,-0.3017,0.0147,0.0318,0.0092,0.0243
Olipop - Root Beer,c16064aeb99eec0b8f7e38e0536ef4cd,13.50,67.50,0.0006,3.6000,18,0.0016,,2,0.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Naan,d82b81ee46917a4a06cdfb7736d70417,396.56,1982.80,0.0172,155.6000,778,0.0675,37.52,117,0.4017,0.2137,2024-09-02,2024-09-29,484.66,2423.28,0.0113,191.8000,959.0000,0.0440,41.95,136.0000,0.5368,0.2721,-88.10,-0.1818,-440.48,-0.1818,0.0059,0.5179,-36.2000,-0.1887,-181.0000,-0.1887,0.0235,0.5342,-4.43,-0.1057,-19.0000,-0.1397,-0.1351,-0.2516,-0.0584,-0.2146
Salad Bowl,12e1c60082e99443f0803dea36bcfd1e,538.13,2690.64,0.0233,40.4000,202,0.0175,39.28,60,0.4333,0.2667,2024-09-02,2024-09-29,698.86,3494.31,0.0163,53.0000,265.0000,0.0122,32.20,99.0000,0.4848,0.2525,-160.73,-0.2300,-803.67,-0.2300,0.0070,0.4284,-12.6000,-0.2377,-63.0000,-0.2377,0.0054,0.4415,7.08,0.2200,-39.0000,,-0.0515,-0.1062,0.0141,0.0560
Butter Chicken Burrito,037d8e4f48a3c66db8eaff8a4770bc84,585.14,2925.71,0.0254,45.8000,229,0.0199,33.07,107,0.3832,0.1682,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spindrift - Lemon,9c741ccf6f8529297f729b75ce83a4f6,23.60,118.00,0.0010,8.0000,40,0.0035,,4,0.7500,0.5000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olipop - Lemon Lime,d0f6c9eca03c9e01cc39075f92426076,15.00,60.00,0.0005,4.0000,16,0.0014,,2,1.0000,0.0000,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paneer Butter Masala,529fd125fd5bc47236ae9c0242d971ee,349.01,1745.07,0.0151,24.2000,121,0.0105,47.61,33,0.3333,0.1515,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butter Chicken,9c31e042dca639957d77cf56d13f5e1d,1611.15,8055.76,0.0699,105.4000,527,0.0457,45.33,127,0.3228,0.1968,2024-09-02,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Kombucha - Mango Peach,c5637f01dae60eb3ac82016ed498641e,24.00,120.00,0.0010,5.0000,25,0.0022,,5,0.2000,0.2000,2024-09-02,2024-09-29,53.21,266.05,0.0012,10.8000,54.0000,0.0025,,10.0000,0.4000,0.1000,-29.21,-0.5490,-146.05,-0.5490,-0.0002,-0.1633,-5.8000,-0.5370,-29.0000,,-0.0003,-0.1246,,,-5.0000,,-0.2000,-0.5000,0.1000,1.0000
Side of Sauce,32614679d8cded9c7fb9f39d0de52643,49.04,245.21,0.0021,10.0000,50,0.0043,,11,0.3636,0.1818,2024-09-02,2024-09-29,32.50,162.49,0.0008,6.6000,33.0000,0.0015,,4.0000,0.5000,0.0000,16.54,0.5091,82.72,0.5091,0.0014,1.7995,3.4000,0.5152,17.0000,,0.0028,1.8647,,,7.0000,,-0.1364,-0.2727,0.1818,0.0000
Greens + Grains Bowl,3a65db2934efc6fe92bd7535047b7ae0,2292.76,11463.82,0.0995,171.8000,859,0.0746,30.73,249,0.3534,0.2530,2024-09-02,2024-09-29,6419.87,32099.37,0.1501,491.8000,2459.0000,0.1129,34.94,341.0000,0.4428,0.2551,-4127.11,-0.6429,-20635.55,-0.6429,-0.0507,-0.3375,-320.0000,-0.6507,-1600.0000,-0.6507,-0.0383,-0.3394,-4.22,-0.1207,-92.0000,-0.2698,-0.0894,-0.2019,-0.0021,-0.0083
Naan,29f3e38343ae99ac5524ed1ddb2b1d6e,128.57,642.85,0.0056,62.8000,314,0.0273,43.35,57,0.4912,0.2105,2024-09-02,2024-09-29,131.72,658.61,0.0031,64.8000,324.0000,0.0149,40.20,55.0000,0.5273,0.2727,-3.15,-0.0239,-15.76,-0.0239,0.0025,0.8107,-2.0000,-0.0309,-10.0000,-0.0309,0.0124,0.8326,3.15,0.0783,2.0000,,-0.0360,-0.0684,-0.0622,-0.2281
Chicken Tikka + Avocado Salad,0728e0a55ce8f942b4f93af58819db09,609.98,3049.89,0.0265,42.6000,213,0.0185,44.79,73,0.4384,0.2192,2024-09-02,2024-09-29,856.81,4284.04,0.0200,64.0000,320.0000,0.0147,44.51,83.0000,0.4337,0.2169,-246.83,-0.2881,-1234.15,-0.2881,0.0064,0.3207,-21.4000,-0.3344,-107.0000,-0.3344,0.0038,0.2588,0.28,0.0062,-10.0000,,0.0046,0.0107,0.0023,0.0107
Sweet Cardamom Yogurt,ce73831089aa1e7767f4bbc5146ccd31,57.27,286.34,0.0025,16.6000,83,0.0072,,9,0.3333,0.1111,2024-09-02,2024-09-29,100.41,502.05,0.0023,33.8000,169.0000,0.0078,42.69,19.0000,0.3684,0.1579,-43.14,-0.4297,-215.71,-0.4297,0.0001,0.0580,-17.2000,-0.5089,-86.0000,-0.5089,-0.0006,-0.0713,,,-10.0000,,-0.0351,-0.0952,-0.0468,-0.2963
Icaro - Spearmint Yerba Mate,aa7243ca6f400ffe510c9bf89cf96707,14.40,72.00,0.0006,3.2000,16,0.0014,,2,0.0000,0.0000,2024-09-02,2024-09-29,20.48,81.90,0.0004,4.5000,18.0000,0.0008,,3.0000,0.6667,0.0000,-6.08,-0.2967,-9.90,,0.0002,0.6309,-1.3000,-0.2889,-2.0000,,0.0006,0.6816,,,-1.0000,,-0.6667,-1.0000,0.0000,0.0000
Wild Kombucha - Ginger,2800f7ea017d47701691d95876ecd531,24.25,121.25,0.0011,5.2000,26,0.0023,,5,0.6000,0.0000,2024-09-02,2024-09-29,32.17,160.85,0.0008,6.8000,34.0000,0.0016,,4.0000,0.5000,0.0000,-7.92,-0.2462,-39.60,-0.2462,0.0003,0.3984,-1.6000,-0.2353,-8.0000,,0.0007,0.4459,,,1.0000,,0.1000,0.2000,0.0000,0.0000
